asn|aspp_average|moreSpecific_average|selective_average
203004|||70.52
203012||50.0|100.0
203014||36.87|
203020|||99.41
203023|33.73|20.56|77.11
203027|||99.45
203038|||54.94
203040|||17.0
203055|||57.23
203058||33.33|82.32
203059|100.0||
203062||21.47|85.55
203069||14.79|93.32
203083|||100.0
203085|100.0||
203091|||100.0
203099||50.0|50.0
203114|100.0||
203125|21.26||99.42
203133|100.0||50.0
203136||20.0|80.0
203144|59.57||50.0
203145|||100.0
203148|100.0|27.35|25.0
203158|100.0||
203165|100.0|33.33|41.5
203169|41.66||97.22
203185|||100.0
203189|100.0||50.0
203199|44.03|26.4|95.31
203203||48.52|51.82
203206||16.67|17.0
203214||14.85|
203215||50.0|50.0
203217|||100.0
203226||11.11|91.69
203228||50.0|94.83
203232|||50.0
203236||14.32|86.68
203239|||50.0
203255|100.0||
203265|||51.31
203279|100.0||
203283||11.6|100.0
203293|100.0||
203311|100.0||
203314|17.15|5.19|100.0
203315||50.0|27.27
203316||42.78|68.18
203319|93.75||89.11
203323||11.11|90.0
203328|100.0||
203329||25.0|89.53
203333||20.66|91.47
203339|||50.0
203343|100.0||
203345|||100.0
203351|||100.0
203363|||100.0
203376|100.0||
203377||5.56|100.0
203378||33.33|67.0
203380|||100.0
203385|44.44|46.67|77.89
203391|100.0||81.0
203394|26.19||100.0
203396|99.26||50.0
203405|||100.0
203410|100.0||
203416|||57.8
203418|||100.0
203420|100.0||
203423||22.5|100.0
203427|||50.0
203434|33.33|29.16|95.17
203439|||100.0
203441|100.0||
203446|25.0||
203448||33.33|
203450|100.0||
203453|||100.0
203455||50.0|
203458||6.36|89.0
203467||50.0|100.0
203472|75.3|10.57|98.44
203478|100.0||80.78
203489|||76.56
203493|||75.0
203496|72.96|28.88|66.56
203498||11.11|89.0
203500|93.32|13.31|78.6
203501|||50.0
203503||50.0|100.0
203507|100.0|38.57|99.71
203517|100.0||
203520|42.0||100.0
203521||50.0|
203526|100.0||
203528|27.78|27.78|62.5
203529|||50.0
203531|||99.11
203535|||100.0
203536|66.67||75.77
203538||33.62|67.86
203539|||100.0
203544|100.0||
203553|100.0||
203561|100.0||
203568||34.66|60.5
203577|95.83|30.04|90.72
203589|100.0||
203596||48.81|55.32
203600|100.0|9.18|92.0
203602|100.0||
203605|100.0|27.0|88.04
203618|100.0||
203619||7.74|100.0
203623||33.33|69.88
203629||33.33|77.67
203635|13.96|18.49|95.96
203636|||50.0
203638|70.91|26.21|54.58
203645||18.39|66.67
203655|||97.83
203656|100.0||
203660|100.0||
203661||11.38|75.62
203667|100.0||
203672|100.0||
203673|100.0||
203676|100.0|33.33|33.0
203679||25.0|
203686|18.44|22.46|100.0
203687|100.0||
203698|100.0||
203713|100.0||
203724|19.62||100.0
203728|100.0||
203729|67.05|23.98|97.08
203737|||100.0
203740|100.0||
203752|100.0||
203759||42.71|100.0
203762|99.34|50.0|50.0
203765|100.0||
203779||50.0|50.0
203789|100.0||
203790||50.0|
203801|||98.91
203804|||100.0
203819||33.33|
203829|100.0||
203843|||100.0
203847|100.0||
203852||30.81|100.0
203861|||100.0
203865|100.0||100.0
203867||29.76|94.18
203868|84.71|22.82|85.16
203872|100.0||
203873|51.57|12.36|
203874|||100.0
203888|87.5||100.0
203897|100.0||
203898|100.0||
203899|||100.0
203900||27.78|73.67
203913|16.67|12.5|90.7
203914|100.0||100.0
203915|100.0||
203924||25.0|52.94
203932|100.0||
203936|||100.0
203939|100.0||
203943|||94.72
203959|||100.0
203961|100.0||
203964|100.0||
203965|35.15|32.46|67.0
203967|||100.0
203974|100.0||26.6
203979|50.0||79.36
203986|100.0|50.0|100.0
203993||34.74|
203995|100.0|25.0|
204000|62.5||
204003|36.56|18.65|62.97
204018|||100.0
204020||33.33|
204027|||50.0
204028|17.54|15.22|86.14
204033|||14.0
204035|||50.0
204037|100.0||
204038|94.44||67.0
204050|86.06|35.41|74.33
204052|100.0||
204055|100.0||
204059|100.0||
204063||3.96|100.0
204074|100.0||
204081|100.0||
204084|||100.0
204092|79.01|16.67|67.08
204094|75.0||70.45
204117|100.0||
204125|100.0||
204135|||100.0
204136|66.67|11.39|92.83
204138||50.0|89.85
204142|100.0||
204151|100.0|54.17|56.8
204160||14.29|91.75
204167|||100.0
204170|47.62||
204174|66.66|33.33|33.0
204179|25.0||98.84
204180||24.83|50.0
204185|16.67|13.48|51.62
204188|33.33||55.67
204189||50.0|50.0
204210|19.58|20.77|100.0
204214|100.0||
204228|100.0||
204248|100.0||
204249|||100.0
204253|100.0||
204254|100.0||46.32
204265|100.0||
204269||50.0|100.0
204274|100.0||
204279|94.2|33.33|77.31
204281|100.0||
204291|||94.13
204296||33.33|100.0
204307||28.16|90.32
204310|100.0||
204315|100.0||
204316||33.33|
204318||7.2|
204326|||59.8
204328|100.0||33.0
204333||25.0|96.88
204339|||90.0
204340|||92.5
204356|100.0||
204363|||100.0
204374|||76.35
204375|||100.0
204388|100.0||
204402|21.67||100.0
204405|100.0||
204406|||68.62
204413||25.28|100.0
204422|||100.0
204438|32.14|15.58|89.38
204443||50.0|
204444|100.0||
204446|27.23|18.73|94.43
204450|100.0||
204460||50.0|
204466|||54.0
204471|100.0||
204475|100.0||
204490|100.0||
204504|100.0||
204506|100.0||
204508|32.52||100.0
204512||43.33|56.8
204515||33.33|100.0
204518||33.33|97.62
204526|29.49|19.12|97.44
204527|45.45||100.0
204543|82.55||97.24
204550|||100.0
204571||48.33|
204582||12.5|65.75
204585|100.0||75.0
204586|61.9|33.33|67.0
204591|100.0||
204604|100.0||
204609|100.0||
204610|||100.0
204611|||66.67
204617|100.0||50.0
204624|100.0||
204625|49.68|31.27|79.83
204633|||100.0
204635|55.1|16.37|80.74
204662|||100.0
204671|100.0||
204679|48.72|49.43|100.0
204687|||100.0
204690||27.98|
204693|||52.38
204708|100.0||
204710|||100.0
204720|15.38||100.0
204724|70.83|12.5|88.0
204725|||100.0
204729|100.0|50.0|
204731|91.74|17.07|65.94
204740|96.43||100.0
204743|||71.05
204750|||98.84
204751||33.33|
204760|||50.0
204767|||100.0
204769|||100.0
204770||50.0|
204778|100.0||100.0
204779|100.0||50.0
204786|100.0|15.83|54.47
204789||15.49|91.81
204796|100.0||50.0
204805|18.92|4.83|99.82
204814||33.33|
204816|12.5|32.29|83.33
204817|99.02|50.0|100.0
204818||33.33|100.0
204828|83.34||71.29
204829|62.92||92.45
204842|100.0||
204844|96.66|23.73|80.29
204847|53.92||67.12
204857||25.0|100.0
204860|10.06|18.49|99.8
204869|100.0||
204873|100.0||
204877|100.0||
204880|74.29|50.0|98.65
204882|89.58|25.0|86.96
204893|56.62|13.09|100.0
204895|||100.0
204896|||19.98
204909||14.07|57.39
204911|100.0||
204914|||100.0
204916||8.12|99.6
204920||50.0|50.0
204926|100.0||
204928|||100.0
204931||21.67|100.0
204945|100.0|33.78|67.0
204947|100.0||
204957|15.0||100.0
204970||50.0|
204975||50.0|
204980|43.62||79.16
204982|69.38|16.67|93.34
204989|66.67|50.0|70.0
204994|100.0||
205010|100.0||
205016|36.66||100.0
205021|100.0||
205028|||100.0
205029|100.0||
205032|100.0||
205036|28.22|10.28|90.19
205037|||59.26
205043|||100.0
205044|100.0||
205049|||100.0
205058|91.3||92.7
205071|100.0||
205072|100.0||
205078|100.0||
205080||8.41|100.0
205088|||93.23
205090||50.0|
205092|||66.5
205098|||80.0
205100|52.96|20.83|79.8
205102|47.5|25.0|98.08
205112|81.31|20.69|65.33
205121|100.0||
205125||25.0|50.0
205137||50.0|
205138|65.25||88.89
205148|100.0|34.66|72.16
205151|100.0||
205152|||100.0
205157|||57.0
205158|100.0||
205165|77.69|30.41|89.52
205183|18.75|15.6|79.18
205185||33.33|100.0
205190|100.0||
205202|||100.0
205206|100.0||
205210|||33.0
205212|100.0||75.0
205214|||100.0
205227|||98.0
205231|||100.0
205232|||90.94
205241||17.59|100.0
205243|||33.0
205245|||100.0
205254|100.0|50.0|
205272|||98.45
205298|100.0||50.0
205311||50.0|
205315|39.38||97.56
205322|100.0||
205329|31.53|13.34|100.0
205330|100.0||
205344||33.33|97.13
205365|||100.0
205373|33.33|24.86|79.86
205376|100.0|32.79|50.0
205388|100.0|25.0|35.62
205389|100.0||
205390|100.0|50.0|50.0
205392|100.0||
205394||15.4|93.58
205398|42.86|15.97|97.12
205400|100.0||
205406||10.0|
205408|||94.0
205413|27.68||73.56
205415|60.0|50.0|50.0
205418|100.0||
205421|||100.0
205431||0.76|93.77
205432||8.66|97.04
205435|100.0||
205473||10.95|28.0
205474|61.25|14.29|81.87
205479|96.67|47.81|88.74
205493|100.0||
205505|58.34|33.33|85.71
205523|65.0|25.0|61.24
205531||33.33|64.57
205532||40.52|53.1
205535||33.33|74.22
205543|100.0|50.0|50.0
205544||50.0|29.77
205555|100.0|50.0|53.95
205572|100.0||
205581|80.77||83.76
205582|100.0||
205583|61.36||50.0
205584||50.0|100.0
205588||50.0|
205590||6.67|100.0
205591|40.73|11.87|96.95
205593|22.13|5.51|99.33
205597|100.0||
205600|100.0||
205603|87.5||79.12
205610|65.62|13.27|87.92
205613|||100.0
205614|97.08|16.58|56.1
205618|||100.0
205627|||100.0
205630||22.0|77.8
205631|100.0||
205634|||100.0
205635|||38.0
205639|100.0||
205651|45.3||93.81
205662|100.0||
205663|||100.0
205668|||55.67
205673||49.28|57.5
205679|100.0||
205689|100.0||
205691||33.33|100.0
205697||11.11|
205705|100.0||
205714|||100.0
205718|100.0|9.09|17.0
205723|100.0||
205726|47.62|48.48|54.84
205728||50.0|100.0
205741|100.0||
205745|||99.25
205749||14.29|100.0
205755|100.0||
205758|||100.0
205766||31.99|100.0
205769|100.0||
205771|||50.0
205777|18.75||100.0
205778|||100.0
205779|||100.0
205789|||100.0
205790|||50.0
205794|||83.41
205801|||50.0
205804||50.0|100.0
205807||34.66|67.0
205809|100.0||100.0
205814|40.0|31.56|86.6
205818|100.0||
205820|50.0|50.0|100.0
205831|53.33|50.0|
205847|66.67||100.0
205848||16.67|95.54
205856|100.0||
205862|||100.0
205869|100.0||
205871|100.0||
205876|100.0||
205878|100.0||
205884|||100.0
205890|100.0||
205893|100.0||
205897|||71.21
205906|100.0|45.24|100.0
205907|||100.0
205908|33.47|15.36|97.64
205909|||67.0
205916||50.0|
205920|96.88|27.78|70.59
205923|||100.0
205927|62.5||100.0
205929||25.0|25.0
205934|100.0||
205936|100.0||
205942|62.63|9.09|86.8
205947|||50.0
205948|91.67||33.0
205952|100.0||
205965|||92.0
205970|100.0||
205972|100.0||
205975||38.33|78.91
205977|21.38|19.33|82.8
205980||13.03|99.0
205984||36.11|100.0
205988|48.02||99.15
205989|||100.0
205992||50.0|
205994|100.0||
206001||37.5|64.29
206002||34.39|67.69
206003|||100.0
206006|100.0||
206011|55.0|50.0|
206016|55.0||83.0
206020||21.67|100.0
206023|||100.0
206026||5.88|100.0
206028|100.0||
206049|||100.0
206055|||75.0
206056||44.36|91.8
206064|67.55|20.0|88.71
206065|100.0|24.17|
206066|99.51|24.61|72.57
206067|26.43|16.37|83.02
206072|100.0||
206074||14.29|
206075|55.56||100.0
206078|||100.0
206082||33.33|
206087|||62.5
206092||17.54|
206108|100.0||
206114|100.0||
206123|92.31||75.0
206125|20.0|21.67|96.88
206130|100.0||
206141|||73.53
206150||27.76|
206155|100.0||
206157|100.0||
206160|100.0||
206161||16.99|95.09
206163|47.71|1.06|80.94
206168|100.0||
206170|||43.19
206177||15.22|
206184|100.0||
206186|100.0||
206201|50.0||50.0
206203||25.0|
206215|100.0||
206216|30.95||100.0
206222|100.0||
206231|100.0||
206232||50.0|89.0
206238|95.0||50.0
206250||50.0|
206253|||50.0
206262||32.39|73.17
206264|40.0||97.13
206271|100.0|33.33|83.36
206281|56.67||56.38
206283|100.0||
206284||25.0|
206288|100.0||
206290|||90.0
206292|||75.0
206297|100.0||
206312||33.33|100.0
206313|36.09|9.55|95.99
206315||38.61|90.0
206316|100.0||37.25
206330||33.33|100.0
206332|97.83||71.15
206335|100.0||
206344|||57.84
206350||46.3|53.71
206355|100.0||
206356|100.0|29.41|87.05
206368|||100.0
206373|100.0||
206374|50.0||100.0
206384|100.0||
206399|100.0||
206405||49.57|100.0
206423||46.67|100.0
206425|||100.0
206438|100.0|14.29|86.0
206444|100.0||
206446|||76.03
206468|100.0||
206471|||94.0
206477|||74.55
206479|74.18|12.39|73.99
206491||50.0|
206499|26.68|11.44|100.0
206502||50.0|62.9
206509|100.0||
206516|100.0|25.0|51.14
206521|73.29||47.92
206529|100.0||
206557|100.0||
206559|100.0||
206568|||98.97
206569|||83.5
206576|||75.38
206592|||100.0
206594|100.0||
206597|100.0||
206602||20.0|
206607|||100.0
206610||23.28|67.0
206613|100.0||
206614|77.09||100.0
206618||50.0|100.0
206620|100.0||
206628|20.36|29.16|99.34
206639||50.0|100.0
206650||25.0|100.0
206652|100.0|5.88|76.4
206667|||100.0
206671|29.61|26.47|96.32
206672||1.54|100.0
206699|35.17||99.35
206701|||100.0
206702||49.02|
206712|||100.0
206714|100.0||
206725|100.0||
206728||18.02|72.67
206729|||100.0
206730|100.0||
206732|100.0||
206737|100.0||
206740|||75.93
206746|91.55|33.33|100.0
206747|53.48||70.85
206754||35.41|98.48
206758|100.0||
206768|100.0||
206774||33.33|86.88
206775|100.0||
206776|||50.0
206777|100.0||
206804|8.76||100.0
206805||50.0|98.77
206813|49.58|15.51|97.08
206825|100.0||
206836|100.0||
206841|50.0|50.0|100.0
206843|||72.22
206873|40.98|50.0|65.26
206877|100.0||100.0
206883|100.0||
206884|100.0||100.0
206885|||70.86
206886|100.0||
206893|50.0||
206894|83.33||76.17
206904|100.0||
206919|80.0||83.43
206920|100.0||
206924|33.63|29.52|90.91
206927|100.0||
206936|100.0||
206939|100.0||
206946|50.0||70.2
206947|100.0||
206970|100.0||
206976|100.0||
206981|||77.86
206983|||100.0
206988|100.0||
207003||19.04|30.08
207013||50.0|50.0
207015|100.0||
207021|92.66||49.74
207028|||100.0
207036|68.0|40.32|67.28
207044||6.13|94.24
207054||50.0|50.0
207059|||100.0
207063|100.0||80.0
207071|||79.0
207077|||64.78
207079|||51.67
207080|100.0|21.02|72.4
207083|50.0|20.65|81.31
207097|||50.0
207098|||100.0
207104|97.06||50.0
207105|100.0||
207108|100.0|25.0|100.0
207119|100.0||
207130||20.0|
207133|100.0||50.0
207137|||100.0
207142|100.0||
207143|||100.0
207149|100.0||61.17
207150|||87.3
207160|100.0||
207161|100.0||
207167|||100.0
207175||45.83|93.75
207187|100.0||50.0
207192|100.0||
207193|||100.0
207203|||84.72
207210|100.0||
207227|100.0||
207233|100.0||
207234||7.14|56.82
207249|||100.0
207252||15.8|73.71
207265||50.0|50.0
207266|||100.0
207268|77.49|14.59|84.02
207278|100.0||50.0
207292|||100.0
207301|100.0|25.48|60.71
207306|100.0|34.11|49.92
207307|100.0||
207314|||66.67
207315|||100.0
207317||33.33|53.62
207319|||50.0
207320|66.66||53.67
207322|100.0||
207327||50.0|
207328|||89.0
207338|72.79|22.3|78.4
207343|||61.21
207353|||25.0
207363|||50.0
207372|||50.0
207375|100.0||50.0
207388|||100.0
207394|100.0||
207401|100.0||100.0
207414|100.0||
207419|100.0||
207420|87.5|21.96|58.83
207421|100.0||
207424|||93.75
207427||24.72|89.26
207439|||50.0
207445||25.0|97.8
207454|||83.33
207455||12.49|100.0
207459||11.25|
207465|100.0||
207466|50.94|16.43|96.0
207468|100.0||50.0
207469|50.0||100.0
207480|98.72||57.14
207486|50.0||50.0
207488|100.0||
207490|100.0||
207491|100.0||
207537||20.68|71.93
207538|100.0||
207547|100.0||
207550|100.0||50.0
207551|100.0||
207556|85.0||100.0
207563|||50.0
207564|100.0||50.0
207569||50.0|100.0
207572|100.0||
207574||19.88|56.76
207584|100.0||
207587|100.0||
207588|||100.0
207589||25.0|
207590|||50.0
207592||15.88|24.6
207594|||100.0
207595||48.57|
207609|25.0||96.45
207612|100.0||66.67
207613|75.19|32.55|50.14
207615|||100.0
207616|38.16|4.22|100.0
207618||12.58|83.83
207622||45.19|100.0
207630|37.13|11.11|100.0
207631|100.0||
207632|100.0|23.52|97.94
207647|||83.5
207649|66.04||100.0
207650|98.94||81.25
207651|100.0||
207654||20.0|97.0
207656|100.0||
207662|50.0||70.75
207671|100.0||79.03
207683|75.0|50.0|50.0
207686|83.65||50.0
207687|||100.0
207688|||100.0
207693||50.0|100.0
207696|100.0||
207705|55.87|13.21|92.71
207713|||91.74
207716|37.5||91.67
207722|51.75||96.88
207726||30.86|71.0
207727|66.67||98.21
207740|72.59||75.37
207747||33.33|
207748|91.67|33.85|94.42
207759|100.0||50.0
207767|100.0||
207781|67.59||68.86
207793|100.0||
207803|100.0|19.89|91.26
207822|||50.0
207824|100.0||
207825|100.0||
207829||33.33|
207831|||100.0
207841|||55.56
207843|||100.0
207846|||100.0
207849|100.0|50.0|100.0
207852||17.62|77.45
207853|||50.0
207860|68.75||50.0
207866|100.0||
207871|100.0||
207881||20.0|80.0
207884|100.0||
207886|95.56||50.0
207888|||90.0
207890||33.0|75.0
207893|||100.0
207894|100.0||50.0
207901|100.0||
207906|||100.0
207907|100.0||
207910|81.9||70.88
207921|90.0|27.05|89.96
207922|100.0||
207925|95.0||50.0
207934||33.33|84.88
207936|100.0|12.5|16.67
207940|100.0||
207941|9.38|13.14|99.61
207955|100.0||
207960|70.37||70.98
207963|100.0|20.0|89.4
207965||66.67|
207968|100.0||50.0
207974|||100.0
207976|83.33|22.5|100.0
207983|||100.0
207996|||53.92
207999|100.0||
208006||12.5|90.0
208022|||100.0
208024|||98.44
208029|100.0||97.94
208033|100.0||
208041|100.0|25.0|87.5
208046|||89.73
208059|33.33|23.5|60.59
208060|100.0||
208076|||100.0
208086|||100.0
208091|||76.19
208106||33.33|67.0
208127|100.0||
208133||11.43|
208135||17.39|87.72
208143|||70.0
208153||33.33|
208161|||100.0
208163||33.33|67.0
208164|100.0|33.33|100.0
208171|25.0||82.12
208173|||100.0
208175|||94.35
208181|100.0||
208183|97.44|42.5|73.05
208187||22.92|100.0
208188|57.61||100.0
208189|||50.0
208191|||91.67
208196|100.0|20.0|80.0
208200|14.88|20.95|99.53
208206|||50.0
208210|100.0|34.58|74.08
208223|67.84|12.85|100.0
208226|100.0||
208236|33.33|24.4|95.35
208250||50.0|
208253||20.0|100.0
208254|||100.0
208256|16.68|23.61|100.0
208257|||50.0
208258|||92.28
208260|100.0|20.0|
208261|100.0||
208264|100.0||
208266|||95.0
208274|100.0||
208294|100.0||55.0
208315|100.0||
208327|100.0||
208328||25.0|78.0
208332|100.0||
208340|100.0||
208349|100.0||
208364|||97.0
208367|||100.0
208370|100.0||
208375|86.67||100.0
208376|100.0||
208386|||50.0
208398||12.65|9.55
208408|||100.0
208414|66.99|33.33|98.0
208420|25.0|26.46|28.19
208425|75.0||50.0
208428|100.0||
208431|||77.5
208434|||50.0
208440|100.0||
208449|||93.56
208453|||95.77
208454|||81.0
208464|||100.0
208475||11.11|
208476|||100.0
208477|100.0|50.0|100.0
208478|100.0||
208483|||25.67
208487|||100.0
208490||33.33|
208498|100.0||73.68
208501||33.93|83.48
208505||25.0|98.78
208516|100.0||
208520||49.36|
208529|70.83||61.65
208545||23.33|
208548||11.71|92.0
208563|65.91|41.23|100.0
208565|||100.0
208566|||50.0
208571|100.0||
208577|||100.0
208584|100.0||65.62
208590|94.64|24.67|100.0
208591||48.71|99.33
208594|||100.0
208602|||50.0
208608|100.0||
208621||14.54|100.0
208624|||61.71
208626|86.67||84.12
208627|92.86||60.64
208635|||61.69
208638|||98.26
208644|100.0||
208650|75.49||50.0
208653||33.33|55.67
208655|97.41||100.0
208658|100.0||
208659||33.33|100.0
208679|39.58||72.44
208680|||51.73
208681|100.0||
208687|100.0||
208689|100.0||
208690|50.0|21.07|90.57
208699||20.0|97.46
208705|100.0||
208707|33.33|32.87|81.39
208709||43.33|64.29
208717|45.78|28.91|59.41
208722|100.0|11.69|100.0
208731|||100.0
208733|||50.0
208741|100.0||100.0
208747|||100.0
208751||32.29|95.0
208753|22.09|7.02|99.81
208755|||100.0
208759|100.0||
208763|||78.6
208766|95.83|50.0|50.0
208768|86.17|16.19|64.19
208772||44.44|
208795|100.0||
208796|100.0||
208814|34.03||99.4
208816||50.0|
208817|100.0||
208840||50.0|
208854|100.0||
208861||6.07|81.12
208870|||100.0
208872||39.21|
208882|||59.52
208884||50.0|100.0
208893|100.0||
208905|50.0|50.0|51.79
208906|100.0||
208907|100.0||
208914|||84.2
208915|||100.0
208919|||50.0
208948||16.25|96.2
208951||50.0|100.0
208958|86.59|37.88|51.71
208970|50.0||78.57
208972|64.65|7.91|63.0
208975|100.0||
208976|||84.29
208985|49.23|26.66|73.37
208988|100.0||
208993|||100.0
209011|||50.0
209014||50.0|100.0
209018|||100.0
209022|42.76|15.66|96.26
209025|34.33|28.12|93.5
209026|80.0|17.07|84.74
209030|56.14||100.0
209041|100.0||
209043||33.33|33.0
209044|100.0||
209045|25.0||100.0
209056|100.0||
209075|100.0||
209082|||52.73
209083||22.35|79.24
209090|81.58|30.55|50.65
209097|88.33||53.52
209100|||84.67
209101|||100.0
209102|100.0||
209105|77.78|13.44|87.06
209110|||84.82
209114||25.28|57.67
209122||33.33|67.0
209135|100.0|24.89|100.0
209152|66.33|30.71|79.71
209164|100.0||50.0
209165|||100.0
209181|||94.89
209185|89.43||81.7
209188|||100.0
209208|100.0||
209209|42.46|27.15|95.11
209218|15.43|14.43|92.43
209220||33.33|
209222||50.0|
209225|||67.19
209235||12.76|88.0
209238|100.0||
209244|||84.17
209261||23.33|81.34
209263|||93.4
209282||20.0|
209283|100.0||
209291|50.0||100.0
209294|72.55|18.46|81.41
209295|96.67||44.9
209297|50.0|33.33|79.12
209299|||100.0
209300||23.57|94.11
209304||33.33|
209306||21.74|90.34
209309|||100.0
209318||50.0|
209322|||100.0
209334|100.0||
209364|||100.0
209365|||100.0
209368||11.11|89.0
209371|||100.0
209372|||100.0
209377|100.0|27.5|
209379|100.0||
209382||50.0|
209385||20.0|100.0
209390||50.0|100.0
209391|||100.0
209408|100.0||
209417||26.66|89.0
209419|96.13|22.8|89.26
209428|100.0||
209446|||100.0
209449|||100.0
209453|34.66|20.0|98.81
209456|||71.79
209460|100.0||50.0
209467|100.0||
209489|||100.0
209505|||60.26
209506|75.44||61.22
209509|100.0|24.92|100.0
209510|100.0||60.0
209512|||100.0
209523|50.0|50.0|61.32
209528|100.0||100.0
209531||33.33|67.0
209533|||83.33
209538|||6.0
209551|94.44|33.33|
209553|100.0||
209554||25.0|100.0
209556|100.0||
