#origin_as|region|country|as_type|use_selective|selective_prefixes|selective_neighbors|selective_proportion|median_intensity
683|arin|US|education|False|0|0|0.00|1.00
687|arin|US|government|False|0|0|0.00|1.00
693|arin|US|education|False|0|0|0.00|1.00
699|arin|US|none|False|0|0|0.00|1.00
701|arin|US|isp|False|0|0|0.00|1.00
702|arin|US|isp|True|18|3|0.86|0.81
703|arin|US|isp|True|3|5|1.00|0.20
714|arin|US|business|True|19|10|1.00|0.20
715|arin|US|hosting|False|0|0|0.00|1.00
719|ripencc|EU|isp|False|0|0|0.00|1.00
760|ripencc|AT|education|False|0|0|0.00|1.00
766|ripencc|ES|business|False|0|0|0.00|1.00
786|ripencc|GB|education|False|0|0|0.00|1.00
790|ripencc|EU|none|False|0|0|0.00|1.00
792|arin|US|business|True|2|3|1.00|0.62
793|arin|US|hosting|False|0|0|0.00|1.00
794|arin|US|none|False|0|0|0.00|1.00
803|arin|CA|isp|False|0|0|0.00|1.00
812|arin|CA|isp|False|0|0|0.00|1.00
818|arin|CA|government|False|0|0|0.00|1.00
819|arin|CA|business|False|0|0|0.00|1.00
852|arin|CA|isp|True|16|2|0.89|0.85
855|arin|CA|isp|True|6|6|1.00|0.62
1101|ripencc|EU|education|True|2|2|1.00|0.50
1103|ripencc|EU|education|True|3|25|1.00|0.83
1111|ripencc|AT|education|False|0|0|0.00|1.00
1120|ripencc|EU|education|True|3|2|1.00|0.83
1126|ripencc|EU|hosting|False|0|0|0.00|1.00
1132|ripencc|EU|none|False|0|0|0.00|1.00
1133|ripencc|EU|education|False|0|0|0.00|1.00
1136|ripencc|EU|isp|True|3|1|0.60|0.83
1140|ripencc|EU|business|False|0|0|0.00|1.00
1142|ripencc|EU|none|True|2|2|1.00|0.50
1197|ripencc|IE|business|False|0|0|0.00|1.00
1200|ripencc|NL|isp|True|2|17|1.00|0.65
1213|ripencc|IE|education|True|29|5|1.00|0.20
1217|arin|US|hosting|False|0|0|0.00|1.00
1221|apnic|AU|isp|False|0|0|0.00|1.00
1224|arin|US|education|False|0|0|0.00|1.00
1226|arin|US|government|False|0|0|0.00|1.00
1237|apnic|KR|education|True|3|1|0.08|1.00
1239|arin|US|isp|True|6|3|1.00|0.88
1241|ripencc|EU|isp|False|0|0|0.00|1.00
1248|ripencc|EU|hosting|True|11|17|1.00|0.94
1251|lacnic|BR|education|False|0|0|0.00|1.00
1257|ripencc|EU|isp|False|0|0|0.00|1.00
1267|ripencc|EU|isp|False|0|0|0.00|1.00
1273|ripencc|EU|isp|True|1|1|0.50|0.98
1280|arin|US|business|True|11|2|0.79|0.90
1290|ripencc|EU|isp|False|0|0|0.00|1.00
1297|ripencc|CH|none|False|0|0|0.00|1.00
1299|ripencc|EU|isp|False|0|0|0.00|1.00
1301|ripencc|EU|business|False|0|0|0.00|1.00
1312|arin|US|education|False|0|0|0.00|1.00
1313|arin|US|business|False|0|0|0.00|1.00
1342|ripencc|EU|hosting|False|0|0|0.00|1.00
1351|arin|US|education|False|0|0|0.00|1.00
1403|arin|CA|isp|False|0|0|0.00|1.00
1404|arin|US|none|False|0|0|0.00|1.00
1406|arin|US|hosting|False|0|0|0.00|1.00
1421|arin|US|hosting|False|0|0|0.00|1.00
1426|arin|US|hosting|False|0|0|0.00|1.00
1442|arin|US|business|False|0|0|0.00|1.00
1443|arin|US|business|False|0|0|0.00|1.00
1547|ripencc|MD|isp|False|0|0|0.00|1.00
1610|arin|US|hosting|False|0|0|0.00|1.00
1616|arin|US|hosting|False|0|0|0.00|1.00
1638|arin|US|education|False|0|0|0.00|1.00
1645|arin|CA|hosting|False|0|0|0.00|1.00
1653|ripencc|EU|education|False|0|0|0.00|1.00
1654|ripencc|EU|none|False|0|0|0.00|1.00
1655|arin|US|none|False|0|0|0.00|1.00
1657|arin|US|education|False|0|0|0.00|1.00
1659|apnic|TW|education|False|0|0|0.00|1.00
1668|arin|US|none|False|0|0|0.00|1.00
1680|ripencc|IL|isp|True|9|2|1.00|0.96
1701|arin|US|government|False|0|0|0.00|1.00
1706|arin|US|education|False|0|0|0.00|1.00
1734|arin|US|hosting|False|0|0|0.00|1.00
1741|ripencc|FI|education|False|0|0|0.00|1.00
1742|arin|US|education|True|1|1|0.50|0.83
1759|ripencc|EU|isp|False|0|0|0.00|1.00
1764|ripencc|EU|hosting|False|0|0|0.00|1.00
1770|ripencc|EU|business|False|0|0|0.00|1.00
1785|arin|US|none|True|4|3|1.00|0.50
1797|lacnic|UY|education|False|0|0|0.00|1.00
1798|arin|US|government|False|0|0|0.00|1.00
1835|ripencc|EU|education|False|0|0|0.00|1.00
1836|ripencc|EU|hosting|True|1|1|0.25|1.00
1837|ripencc|EU|business|True|4|2|1.00|0.50
1842|arin|US|government|False|0|0|0.00|1.00
1850|ripencc|EU|hosting|False|0|0|0.00|1.00
1851|apnic|AU|education|False|0|0|0.00|1.00
1853|ripencc|AT|education|True|4|3|1.00|0.90
1879|ripencc|SE|none|False|0|0|0.00|1.00
1880|ripencc|SE|hosting|False|0|0|0.00|1.00
1881|ripencc|SE|hosting|False|0|0|0.00|1.00
1886|ripencc|HR|isp|False|0|0|0.00|1.00
1887|ripencc|PL|education|False|0|0|0.00|1.00
1890|ripencc|NL|none|False|0|0|0.00|1.00
1916|lacnic|BR|business|False|0|0|0.00|1.00
1921|ripencc|AT|isp|True|5|5|0.71|0.20
1930|ripencc|EU|hosting|False|0|0|0.00|1.00
1955|ripencc|HU|government|False|0|0|0.00|1.00
1967|ripencc|EU|education|False|0|0|0.00|1.00
1970|arin|US|education|False|0|0|0.00|1.00
1998|arin|US|business|False|0|0|0.00|1.00
1999|arin|US|government|False|0|0|0.00|1.00
2018|afrinic|ZA|education|False|0|0|0.00|1.00
2033|arin|US|hosting|True|1|1|0.50|0.75
2042|apnic|MY|hosting|False|0|0|0.00|1.00
2043|ripencc|NL|isp|False|0|0|0.00|1.00
2044|arin|US|hosting|False|0|0|0.00|1.00
2055|arin|US|education|False|0|0|0.00|1.00
2072|ripencc|EU|education|False|0|0|0.00|1.00
2094|ripencc|EU|education|False|0|0|0.00|1.00
2107|ripencc|SI|education|True|1|1|0.50|0.75
2108|ripencc|HR|education|False|0|0|0.00|1.00
2110|ripencc|EU|hosting|False|0|0|0.00|1.00
2116|ripencc|NO|isp|True|2|1|0.20|1.00
2118|ripencc|RU|hosting|False|0|0|0.00|1.00
2119|ripencc|NO|isp|False|0|0|0.00|1.00
2121|ripencc|EU|business|False|0|0|0.00|1.00
2128|ripencc|IE|hosting|False|0|0|0.00|1.00
2149|arin|US|isp|False|0|0|0.00|1.00
2152|arin|US|education|False|0|0|0.00|1.00
2153|arin|US|isp|False|0|0|0.00|1.00
2158|arin|US|hosting|False|0|0|0.00|1.00
2200|ripencc|FR|education|False|0|0|0.00|1.00
2259|ripencc|EU|education|False|0|0|0.00|1.00
2381|arin|US|education|False|0|0|0.00|1.00
2386|arin|US|isp|False|0|0|0.00|1.00
2484|ripencc|FR|isp|False|0|0|0.00|1.00
2485|ripencc|FR|isp|True|4|3|1.00|0.33
2486|ripencc|FR|isp|True|5|8|1.00|0.83
2494|ripencc|AT|business|False|0|0|0.00|1.00
2495|arin|US|education|False|0|0|0.00|1.00
2496|arin|US|education|False|0|0|0.00|1.00
2497|apnic|JP|isp|False|0|0|0.00|1.00
2500|apnic|JP|hosting|False|0|0|0.00|1.00
2506|apnic|JP|business|False|0|0|0.00|1.00
2510|apnic|JP|business|False|0|0|0.00|1.00
2514|apnic|JP|isp|True|1|1|0.25|1.00
2515|apnic|JP|business|True|1|1|0.50|0.88
2516|apnic|JP|isp|False|0|0|0.00|1.00
2518|apnic|JP|isp|True|3|4|1.00|0.80
2519|apnic|JP|isp|False|0|0|0.00|1.00
2521|apnic|JP|none|False|0|0|0.00|1.00
2526|apnic|JP|business|False|0|0|0.00|1.00
2527|apnic|JP|isp|False|0|0|0.00|1.00
2529|ripencc|EU|none|False|0|0|0.00|1.00
2549|lacnic|MX|education|False|0|0|0.00|1.00
2552|arin|US|education|False|0|0|0.00|1.00
2572|arin|US|education|True|6|2|1.00|0.50
2575|arin|US|business|False|0|0|0.00|1.00
2576|arin|US|government|True|28|3|1.00|0.67
2586|ripencc|FI|isp|False|0|0|0.00|1.00
2588|ripencc|LV|isp|False|0|0|0.00|1.00
2593|ripencc|IT|education|False|0|0|0.00|1.00
2594|ripencc|IT|business|False|0|0|0.00|1.00
2595|ripencc|IT|none|False|0|0|0.00|1.00
2596|ripencc|IT|none|False|0|0|0.00|1.00
2597|ripencc|IT|education|False|0|0|0.00|1.00
2602|ripencc|LU|hosting|False|0|0|0.00|1.00
2603|ripencc|NO|education|False|0|0|0.00|1.00
2607|ripencc|SK|education|False|0|0|0.00|1.00
2609|ripencc|TN|isp|False|0|0|0.00|1.00
2611|ripencc|BE|education|True|4|6|1.00|0.90
2614|ripencc|RO|education|False|0|0|0.00|1.00
2621|arin|US|government|False|0|0|0.00|1.00
2637|arin|US|education|True|1|1|0.50|0.75
2640|arin|US|government|False|0|0|0.00|1.00
2648|arin|US|government|False|0|0|0.00|1.00
2685|arin|US|isp|False|0|0|0.00|1.00
2686|arin|US|isp|True|2|5|0.67|0.84
2687|arin|US|isp|False|0|0|0.00|1.00
2688|arin|US|isp|False|0|0|0.00|1.00
2697|apnic|IN|education|True|10|2|1.00|0.50
2698|arin|US|education|False|0|0|0.00|1.00
2711|arin|US|isp|False|0|0|0.00|1.00
2714|arin|US|none|True|2|2|1.00|0.50
2716|lacnic|BR|government|True|1|1|0.12|1.00
2721|arin|US|business|False|0|0|0.00|1.00
2722|arin|US|isp|False|0|0|0.00|1.00
2734|arin|US|hosting|True|6|4|1.00|0.25
2764|apnic|AU|isp|True|1|1|0.25|1.00
2769|arin|US|government|False|0|0|0.00|1.00
2818|ripencc|GB|business|True|3|12|1.00|0.08
2820|ripencc|RU|none|False|0|0|0.00|1.00
2828|arin|US|isp|False|0|0|0.00|1.00
2840|ripencc|SE|hosting|False|0|0|0.00|1.00
2847|ripencc|LT|education|False|0|0|0.00|1.00
2848|ripencc|RU|government|False|0|0|0.00|1.00
2850|ripencc|IE|education|False|0|0|0.00|1.00
2852|ripencc|CZ|education|False|0|0|0.00|1.00
2854|ripencc|RU|hosting|True|1|1|0.50|0.88
2856|ripencc|GB|isp|False|0|0|0.00|1.00
2857|ripencc|DE|education|False|0|0|0.00|1.00
2860|ripencc|PT|isp|False|0|0|0.00|1.00
2895|ripencc|EU|isp|False|0|0|0.00|1.00
2906|arin|US|business|True|48|59|1.00|0.12
2907|apnic|JP|education|True|2|4|1.00|0.67
2914|arin|US|isp|False|0|0|0.00|1.00
2936|arin|US|government|False|0|0|0.00|1.00
3043|arin|US|business|True|1|2|0.50|0.75
3058|ripencc|RU|none|False|0|0|0.00|1.00
3130|arin|US|hosting|False|0|0|0.00|1.00
3132|lacnic|PE|hosting|False|0|0|0.00|1.00
3136|arin|US|government|False|0|0|0.00|1.00
3140|arin|US|education|False|0|0|0.00|1.00
3152|arin|US|government|False|0|0|0.00|1.00
3186|ripencc|DE|none|False|0|0|0.00|1.00
3190|ripencc|AT|business|False|0|0|0.00|1.00
3208|afrinic|DZ|education|False|0|0|0.00|1.00
3209|ripencc|DE|isp|True|4|3|1.00|0.94
3212|ripencc|SI|isp|False|0|0|0.00|1.00
3213|ripencc|GB|isp|False|0|0|0.00|1.00
3215|ripencc|FR|isp|False|0|0|0.00|1.00
3216|ripencc|RU|isp|False|0|0|0.00|1.00
3221|ripencc|EE|hosting|False|0|0|0.00|1.00
3225|ripencc|KW|isp|False|0|0|0.00|1.00
3233|ripencc|RO|education|False|0|0|0.00|1.00
3238|ripencc|FI|isp|False|0|0|0.00|1.00
3239|ripencc|RU|none|False|0|0|0.00|1.00
3243|ripencc|PT|isp|False|0|0|0.00|1.00
3245|ripencc|BG|hosting|False|0|0|0.00|1.00
3248|ripencc|AT|none|False|0|0|0.00|1.00
3249|ripencc|EE|isp|False|0|0|0.00|1.00
3255|ripencc|UA|education|False|0|0|0.00|1.00
3257|ripencc|DE|isp|True|13|30|1.00|0.91
3261|ripencc|UA|isp|False|0|0|0.00|1.00
3262|ripencc|ES|hosting|False|0|0|0.00|1.00
3264|ripencc|BG|education|False|0|0|0.00|1.00
3265|ripencc|NL|isp|True|8|2|1.00|0.95
3267|ripencc|RU|education|False|0|0|0.00|1.00
3269|ripencc|IT|isp|False|0|0|0.00|1.00
3274|ripencc|FI|business|False|0|0|0.00|1.00
3277|ripencc|RU|none|False|0|0|0.00|1.00
3292|ripencc|DK|isp|True|16|3|0.59|0.97
3301|ripencc|SE|isp|False|0|0|0.00|1.00
3302|ripencc|SE|hosting|True|1|3|0.33|1.00
3303|ripencc|CH|isp|True|6|19|0.46|1.00
3308|ripencc|SE|isp|False|0|0|0.00|1.00
3316|ripencc|RU|isp|True|3|3|1.00|0.33
3320|ripencc|DE|isp|True|4|1|0.57|0.96
3327|ripencc|EE|hosting|False|0|0|0.00|1.00
3329|ripencc|GR|isp|True|1|1|0.50|0.83
3330|ripencc|AT|hosting|False|0|0|0.00|1.00
3333|ripencc|EU|business|False|0|0|0.00|1.00
3347|ripencc|LU|business|False|0|0|0.00|1.00
3352|ripencc|ES|isp|False|0|0|0.00|1.00
3356|arin|US|isp|True|66|28|1.00|0.04
3363|apnic|HK|education|False|0|0|0.00|1.00
3367|arin|CA|isp|False|0|0|0.00|1.00
3379|arin|US|business|False|0|0|0.00|1.00
3381|arin|US|government|False|0|0|0.00|1.00
3382|apnic|ID|education|False|0|0|0.00|1.00
3384|arin|US|education|False|0|0|0.00|1.00
3390|arin|US|education|False|0|0|0.00|1.00
3397|arin|CA|none|False|0|0|0.00|1.00
3428|arin|US|business|False|0|0|0.00|1.00
3456|arin|US|isp|False|0|0|0.00|1.00
3462|apnic|TW|isp|False|0|0|0.00|1.00
3464|arin|US|education|False|0|0|0.00|1.00
3491|arin|US|hosting|True|1|16|0.07|1.00
3495|arin|US|government|False|0|0|0.00|1.00
3527|arin|US|government|True|3|2|1.00|0.50
3549|arin|US|isp|True|4|17|0.14|1.00
3551|lacnic|PA|education|False|0|0|0.00|1.00
3557|arin|US|business|True|2|5|0.67|0.33
3561|arin|US|isp|True|7|13|1.00|0.08
3562|arin|US|education|False|0|0|0.00|1.00
3582|arin|US|education|False|0|0|0.00|1.00
3585|arin|US|hosting|False|0|0|0.00|1.00
3595|arin|US|hosting|True|2|1|0.67|0.75
3597|lacnic|AR|business|False|0|0|0.00|1.00
3598|arin|US|business|False|0|0|0.00|1.00
3599|arin|US|hosting|False|0|0|0.00|1.00
3601|arin|US|hosting|False|0|0|0.00|1.00
3633|arin|CA|business|False|0|0|0.00|1.00
3635|arin|US|government|False|0|0|0.00|1.00
3651|arin|US|none|False|0|0|0.00|1.00
3659|arin|US|education|False|0|0|0.00|1.00
3661|apnic|HK|education|False|0|0|0.00|1.00
3662|apnic|HK|education|False|0|0|0.00|1.00
3663|arin|US|isp|False|0|0|0.00|1.00
3671|arin|US|education|False|0|0|0.00|1.00
3676|arin|US|education|True|3|3|1.00|0.75
3680|arin|US|none|True|1|1|0.50|0.75
3681|arin|US|education|False|0|0|0.00|1.00
3685|arin|US|education|False|0|0|0.00|1.00
3700|arin|US|hosting|False|0|0|0.00|1.00
3707|arin|US|none|False|0|0|0.00|1.00
3714|arin|US|education|True|1|1|0.50|0.75
3719|arin|US|government|False|0|0|0.00|1.00
3722|arin|US|none|False|0|0|0.00|1.00
3725|arin|US|business|False|0|0|0.00|1.00
3728|arin|US|none|False|0|0|0.00|1.00
3734|arin|US|education|False|0|0|0.00|1.00
3741|afrinic|ZA|business|False|0|0|0.00|1.00
3742|arin|US|hosting|False|0|0|0.00|1.00
3745|arin|US|business|False|0|0|0.00|1.00
3754|arin|US|education|False|0|0|0.00|1.00
3755|arin|US|education|False|0|0|0.00|1.00
3756|arin|US|education|False|0|0|0.00|1.00
3758|apnic|SG|isp|True|9|1|0.82|0.50
3778|arin|US|education|False|0|0|0.00|1.00
3790|lacnic|CR|hosting|True|2|2|1.00|0.80
3794|arin|US|education|False|0|0|0.00|1.00
3800|arin|US|hosting|False|0|0|0.00|1.00
3801|arin|US|isp|False|0|0|0.00|1.00
3807|arin|US|education|True|1|1|0.50|0.83
3816|lacnic|CO|isp|False|0|0|0.00|1.00
3833|arin|US|isp|False|0|0|0.00|1.00
3836|apnic|TH|education|False|0|0|0.00|1.00
3842|arin|US|hosting|True|2|2|0.67|0.67
3851|arin|US|education|False|0|0|0.00|1.00
3856|arin|US|business|True|1|26|0.50|0.52
3923|arin|US|government|False|0|0|0.00|1.00
3926|arin|US|business|False|0|0|0.00|1.00
3927|arin|US|hosting|False|0|0|0.00|1.00
3943|arin|US|business|True|1|2|0.50|0.75
3949|arin|US|business|True|2|2|1.00|0.50
3999|arin|US|education|False|0|0|0.00|1.00
4007|apnic|NP|isp|False|0|0|0.00|1.00
4015|arin|US|isp|False|0|0|0.00|1.00
4043|arin|US|isp|False|0|0|0.00|1.00
4046|arin|US|government|True|1|1|0.33|1.00
4058|apnic|HK|hosting|False|0|0|0.00|1.00
4128|arin|US|hosting|False|0|0|0.00|1.00
4130|arin|US|education|False|0|0|0.00|1.00
4134|apnic|CN|isp|False|0|0|0.00|1.00
4136|arin|US|hosting|False|0|0|0.00|1.00
4150|arin|US|hosting|True|1|1|0.33|1.00
4158|apnic|HK|education|False|0|0|0.00|1.00
4181|arin|US|isp|False|0|0|0.00|1.00
4185|arin|US|isp|False|0|0|0.00|1.00
4193|arin|US|government|False|0|0|0.00|1.00
4196|arin|US|business|True|2|3|1.00|0.50
4201|arin|US|education|False|0|0|0.00|1.00
4230|lacnic|BR|isp|False|0|0|0.00|1.00
4258|arin|US|business|False|0|0|0.00|1.00
4261|arin|US|hosting|True|7|1|0.88|0.50
4262|arin|US|education|False|0|0|0.00|1.00
4263|arin|US|none|False|0|0|0.00|1.00
4264|arin|US|education|False|0|0|0.00|1.00
4265|arin|US|none|False|0|0|0.00|1.00
4266|arin|US|none|False|0|0|0.00|1.00
4267|arin|US|none|False|0|0|0.00|1.00
4269|arin|US|none|False|0|0|0.00|1.00
4270|lacnic|AR|education|True|4|1|0.80|0.50
4307|arin|US|hosting|False|0|0|0.00|1.00
4323|arin|US|none|True|1|1|0.11|1.00
4385|arin|US|education|False|0|0|0.00|1.00
4390|arin|US|business|False|0|0|0.00|1.00
4434|apnic|ID|isp|False|0|0|0.00|1.00
4436|arin|US|none|True|1|1|0.04|1.00
4459|arin|US|hosting|False|0|0|0.00|1.00
4466|arin|US|isp|False|0|0|0.00|1.00
4468|arin|US|isp|False|0|0|0.00|1.00
4474|arin|US|isp|False|0|0|0.00|1.00
4476|arin|CA|education|False|0|0|0.00|1.00
4515|apnic|HK|isp|False|0|0|0.00|1.00
4528|apnic|HK|education|False|0|0|0.00|1.00
4538|apnic|CN|education|False|0|0|0.00|1.00
4547|arin|US|none|False|0|0|0.00|1.00
4549|arin|US|business|False|0|0|0.00|1.00
4551|arin|KN|none|False|0|0|0.00|1.00
4555|arin|US|none|True|1|1|0.50|0.75
4557|arin|US|education|False|0|0|0.00|1.00
4589|ripencc|EU|hosting|False|0|0|0.00|1.00
4605|apnic|HK|education|False|0|0|0.00|1.00
4608|apnic|AU|business|True|1|1|0.09|1.00
4616|apnic|HK|education|False|0|0|0.00|1.00
4618|apnic|TH|hosting|False|0|0|0.00|1.00
4621|apnic|TH|isp|False|0|0|0.00|1.00
4622|apnic|ID|business|False|0|0|0.00|1.00
4628|apnic|SG|hosting|False|0|0|0.00|1.00
4637|apnic|HK|isp|False|0|0|0.00|1.00
4638|apnic|FJ|isp|False|0|0|0.00|1.00
4641|apnic|HK|education|False|0|0|0.00|1.00
4648|apnic|NZ|isp|False|0|0|0.00|1.00
4657|apnic|SG|isp|True|4|3|0.44|1.00
4658|apnic|HK|hosting|False|0|0|0.00|1.00
4673|apnic|JP|business|True|2|2|0.67|0.33
4675|apnic|JP|hosting|False|0|0|0.00|1.00
4678|apnic|JP|business|False|0|0|0.00|1.00
4680|apnic|JP|business|False|0|0|0.00|1.00
4685|apnic|JP|isp|False|0|0|0.00|1.00
4686|apnic|JP|isp|False|0|0|0.00|1.00
4694|apnic|JP|hosting|False|0|0|0.00|1.00
4697|apnic|JP|hosting|False|0|0|0.00|1.00
4704|apnic|JP|none|False|0|0|0.00|1.00
4711|apnic|JP|hosting|False|0|0|0.00|1.00
4713|apnic|JP|isp|False|0|0|0.00|1.00
4717|apnic|JP|business|False|0|0|0.00|1.00
4718|apnic|JP|business|False|0|0|0.00|1.00
4721|apnic|JP|isp|False|0|0|0.00|1.00
4725|apnic|JP|isp|False|0|0|0.00|1.00
4739|apnic|AU|isp|False|0|0|0.00|1.00
4741|apnic|TH|hosting|False|0|0|0.00|1.00
4750|apnic|TH|isp|False|0|0|0.00|1.00
4755|apnic|IN|isp|True|7|1|0.64|0.50
4758|apnic|IN|hosting|False|0|0|0.00|1.00
4760|apnic|HK|isp|False|0|0|0.00|1.00
4761|apnic|ID|isp|True|2|7|1.00|0.83
4764|apnic|AU|isp|True|7|3|1.00|0.33
4766|apnic|KR|isp|False|0|0|0.00|1.00
4768|apnic|NZ|isp|False|0|0|0.00|1.00
4770|apnic|NZ|hosting|False|0|0|0.00|1.00
4773|apnic|SG|isp|True|13|5|0.93|0.60
4775|apnic|PH|isp|False|0|0|0.00|1.00
4777|apnic|JP|business|False|0|0|0.00|1.00
4780|apnic|TW|isp|False|0|0|0.00|1.00
4782|apnic|TW|isp|False|0|0|0.00|1.00
4787|apnic|ID|isp|True|1|1|0.33|1.00
4788|apnic|MY|isp|False|0|0|0.00|1.00
4795|apnic|ID|none|True|3|1|0.60|0.50
4796|apnic|ID|education|False|0|0|0.00|1.00
4800|apnic|ID|isp|False|0|0|0.00|1.00
4802|apnic|AU|hosting|False|0|0|0.00|1.00
4818|apnic|MY|isp|False|0|0|0.00|1.00
4819|apnic|AU|hosting|False|0|0|0.00|1.00
4821|apnic|ID|business|False|0|0|0.00|1.00
4826|apnic|AU|hosting|True|8|4|1.00|0.89
4829|apnic|AU|none|False|0|0|0.00|1.00
4833|apnic|ID|business|False|0|0|0.00|1.00
4837|apnic|CN|isp|False|0|0|0.00|1.00
4844|apnic|SG|isp|True|5|3|1.00|0.50
4845|apnic|TW|isp|False|0|0|0.00|1.00
4851|apnic|AU|hosting|False|0|0|0.00|1.00
4878|arin|US|isp|False|0|0|0.00|1.00
4891|arin|US|business|False|0|0|0.00|1.00
4893|arin|US|business|True|1|1|0.50|0.75
4901|arin|US|education|False|0|0|0.00|1.00
4907|arin|US|hosting|False|0|0|0.00|1.00
4922|arin|US|isp|True|1|1|0.50|0.75
4927|arin|US|isp|False|0|0|0.00|1.00
4983|arin|US|hosting|False|0|0|0.00|1.00
5000|arin|US|none|False|0|0|0.00|1.00
5006|arin|US|hosting|False|0|0|0.00|1.00
5009|arin|US|isp|False|0|0|0.00|1.00
5017|apnic|HK|none|True|3|2|1.00|0.75
5018|apnic|HK|none|False|0|0|0.00|1.00
5050|arin|US|education|False|0|0|0.00|1.00
5056|arin|US|isp|True|1|1|0.33|1.00
5058|arin|US|government|False|0|0|0.00|1.00
