as_type|date|tam_1|tam_2|tam_3|tam_4plus
education|20170415|24|20|26|19
education|20170515|23|21|26|20
education|20170615|26|20|26|19
education|20170715|26|20|26|19
education|20170815|26|21|28|17
education|20170915|26|21|28|17
education|20171015|27|20|32|17
education|20171115|29|19|29|18
education|20171215|30|21|29|17
education|20180115|28|22|28|15
education|20180215|28|23|29|18
education|20180315|43|25|29|17
education|20180415|34|22|29|19
education|20180515|34|24|27|16
education|20180615|37|22|30|17
education|20180715|36|23|33|18
education|20180815|36|23|33|18
education|20180915|34|28|31|18
education|20181015|35|31|28|17
education|20181115|36|29|30|19
education|20181215|36|26|32|16
education|20190115|34|27|33|15
education|20190215|34|27|33|15
education|20190315|34|32|32|19
education|20190415|34|31|32|19
education|20190515|33|31|30|23
education|20190615|32|34|29|23
education|20190715|32|34|29|23
education|20190815|32|34|31|23
education|20190915|32|34|31|23
education|20191015|34|34|34|22
education|20191115|37|34|30|25
education|20191215|36|35|33|25
education|20200115|36|35|31|24
education|20200215|39|36|31|23
education|20200315|37|28|30|22
education|20200415|43|32|32|23
education|20200515|40|33|35|22
education|20200615|43|32|34|21
education|20200715|45|30|33|23
education|20200815|47|32|33|21
education|20200915|47|32|32|22
education|20201015|46|31|33|22
education|20201115|45|30|31|26
education|20201215|47|30|31|27
education|20210115|46|30|31|29
education|20210215|49|29|31|30
education|20210315|42|32|32|28
education|20210415|43|29|29|29
education|20210515|47|31|30|28
education|20210615|52|34|31|27
education|20210715|48|32|34|29
education|20210815|49|36|33|29
education|20210915|48|32|31|25
education|20211015|47|31|31|30
education|20211115|50|34|32|29
education|20211215|47|34|30|31
education|20220115|49|37|32|26
education|20220215|45|39|31|25
education|20220315|47|41|29|25
education|20220415|43|40|28|26
education|20220515|47|38|30|26
education|20220615|47|41|31|25
education|20220715|47|39|31|28
education|20220815|48|42|30|29
education|20220915|48|39|29|30
education|20221015|50|40|31|31
education|20221115|49|41|29|28
education|20221215|47|42|31|30
education|20230115|47|40|33|30
education|20230215|47|40|33|28
education|20230315|52|43|32|26
education|20230415|54|42|35|28
education|20230515|58|44|36|25
education|20230615|57|43|36|27
education|20230715|57|44|36|27
education|20230815|61|44|37|26
education|20230915|61|48|38|27
education|20231015|58|50|36|31
education|20231115|59|46|37|30
education|20231215|58|47|37|29
education|20240115|59|44|34|33
education|20240215|56|45|37|34
education|20240315|56|42|39|35
education|20240415|58|42|37|38
education|20240515|56|43|38|37
education|20240615|60|44|37|41
government|20140615|3|6|5|1
government|20140715|4|5|5|1
government|20140815|5|5|5|1
government|20140915|4|5|3|1
government|20141015|4|5|2|1
government|20141115|4|6|3|2
government|20141215|4|4|4|3
government|20150115|4|5|2|3
government|20150215|4|5|2|3
government|20150315|4|5|2|3
government|20150415|4|5|2|3
government|20150515|3|5|2|2
government|20150615|3|5|2|2
government|20150715|3|5|3|2
government|20150815|3|5|3|2
government|20150915|5|4|2|2
government|20151015|5|4|2|2
government|20151115|5|4|2|3
government|20151215|5|4|3|3
government|20160115|4|4|2|3
government|20160215|4|4|2|3
government|20160315|4|6|2|3
government|20160415|4|5|2|3
government|20160515|3|5|2|3
government|20160615|4|5|2|3
government|20160715|5|5|2|2
government|20160815|5|5|2|2
government|20160915|5|5|2|2
government|20161015|5|5|2|2
government|20161115|6|6|2|2
government|20161215|6|6|2|2
government|20170115|6|5|2|2
government|20170215|6|6|2|3
government|20170315|8|6|2|3
government|20170415|8|5|2|2
government|20170515|8|5|2|2
government|20170615|9|6|2|2
government|20170715|9|6|2|2
government|20170815|9|6|2|2
government|20170915|9|6|2|2
government|20171015|9|6|3|2
government|20171115|9|7|4|2
government|20171215|8|7|3|2
government|20180115|8|7|4|2
government|20180215|8|7|4|2
government|20180315|10|7|4|2
government|20180415|9|7|4|1
government|20180515|9|8|4|1
government|20180615|9|9|4|2
government|20180715|11|8|3|3
government|20180815|11|8|3|3
government|20180915|10|9|3|2
government|20181015|10|7|4|1
government|20181115|11|7|4|1
government|20181215|10|7|4|2
government|20190115|10|8|4|2
government|20190315|11|9|3|2
government|20190415|12|8|3|3
government|20190515|12|9|3|3
government|20190615|14|9|3|3
government|20190715|14|9|3|3
government|20190815|13|8|4|3
government|20190915|13|8|4|3
government|20191015|13|11|6|4
government|20191115|13|11|6|5
government|20191215|15|10|6|4
government|20200115|14|9|7|5
government|20200215|15|9|7|6
government|20200315|13|9|7|5
government|20200415|13|10|7|5
government|20200515|13|11|8|5
government|20200615|13|13|7|5
government|20200715|13|12|6|5
government|20200815|13|12|5|7
government|20200915|13|13|5|7
government|20201015|13|14|6|7
government|20201115|13|14|7|7
government|20201215|15|12|7|8
government|20210115|15|12|7|9
government|20210215|14|11|8|8
government|20210315|14|10|9|7
government|20210415|15|11|10|7
government|20210515|16|11|11|7
government|20210615|18|11|11|7
government|20210715|18|12|10|7
government|20210815|17|10|10|10
government|20210915|20|11|11|10
government|20211015|20|12|12|11
government|20211115|20|12|10|11
government|20211215|19|13|10|11
government|20220115|20|12|11|10
government|20220215|20|11|10|12
government|20220315|21|12|11|11
government|20220415|21|11|12|11
government|20220515|21|12|12|10
government|20220615|22|14|10|12
government|20220715|22|12|10|10
government|20220815|22|13|11|10
government|20220915|21|10|12|11
government|20221015|21|11|12|13
government|20221115|21|10|12|13
government|20221215|22|11|13|12
government|20230115|21|11|14|9
government|20230215|22|10|14|9
government|20230315|22|12|15|11
government|20230415|22|12|15|11
government|20230515|28|11|16|11
government|20230615|26|10|16|12
government|20230715|27|8|17|12
government|20230815|26|9|17|11
government|20230915|28|9|17|10
government|20231015|28|10|17|10
government|20231115|27|10|18|11
government|20231215|29|11|17|10
government|20240115|29|9|16|10
government|20240215|27|10|17|8
government|20240315|27|9|16|7
government|20240415|30|9|18|10
government|20240515|29|8|17|7
government|20240615|28|9|16|9
hosting|20140615|113|56|46|41
hosting|20140715|116|56|50|41
hosting|20140815|115|57|51|39
hosting|20140915|115|47|52|40
hosting|20141015|118|51|52|39
hosting|20141115|115|52|52|42
hosting|20141215|112|48|53|43
hosting|20150115|119|51|54|42
hosting|20150215|119|51|54|42
hosting|20150315|110|57|59|44
hosting|20150415|112|61|61|43
hosting|20150515|118|59|62|44
hosting|20150615|120|63|65|43
hosting|20150715|127|63|63|42
hosting|20150815|127|62|65|39
hosting|20150915|126|62|63|43
hosting|20151015|136|60|71|54
hosting|20151115|132|66|70|46
hosting|20151215|131|68|65|46
hosting|20160115|137|68|68|47
hosting|20160215|137|68|68|47
hosting|20160315|144|70|71|45
hosting|20160415|146|62|68|45
hosting|20160515|147|60|73|48
hosting|20160615|148|73|73|52
hosting|20160715|157|76|76|50
hosting|20160815|156|69|79|51
hosting|20160915|159|67|87|51
hosting|20161015|154|69|83|52
hosting|20161115|164|67|90|50
hosting|20161215|172|67|88|51
hosting|20170115|171|70|84|50
hosting|20170215|166|76|81|54
hosting|20170315|176|76|84|52
hosting|20170415|176|76|84|52
hosting|20170515|171|76|77|55
hosting|20170615|181|76|76|55
hosting|20170715|181|76|76|55
hosting|20170815|184|78|82|53
hosting|20170915|184|78|82|53
hosting|20171015|184|83|81|61
hosting|20171115|184|84|79|60
hosting|20171215|190|83|84|63
hosting|20180115|195|82|87|62
hosting|20180215|202|83|89|60
hosting|20180315|224|90|89|63
hosting|20180415|206|99|91|65
hosting|20180515|207|91|103|70
hosting|20180615|217|104|101|70
hosting|20180715|219|113|108|72
hosting|20180815|219|113|108|72
hosting|20180915|219|105|107|76
hosting|20181015|220|102|106|78
hosting|20181115|214|104|106|82
hosting|20181215|214|106|109|85
hosting|20190115|221|104|100|92
hosting|20190215|221|104|100|92
hosting|20190315|222|122|106|99
hosting|20190415|224|123|110|102
hosting|20190515|221|131|120|102
hosting|20190615|223|130|121|102
hosting|20190715|223|130|121|102
hosting|20190815|241|130|117|102
hosting|20190915|241|130|117|102
hosting|20191015|254|143|111|104
hosting|20191115|258|141|120|101
hosting|20191215|263|150|124|97
hosting|20200115|259|154|128|106
hosting|20200215|258|155|128|107
hosting|20200315|258|155|128|107
hosting|20200415|258|160|132|118
hosting|20200515|259|152|130|119
hosting|20200615|256|157|127|116
hosting|20200715|268|164|128|118
hosting|20200815|271|164|186|119
hosting|20200915|279|174|186|115
hosting|20201015|277|184|153|117
hosting|20201115|276|171|134|119
hosting|20201215|286|171|158|128
hosting|20210115|287|172|162|129
hosting|20210215|288|175|139|134
hosting|20210315|293|182|140|128
hosting|20210415|294|170|144|137
hosting|20210515|309|175|144|130
hosting|20210615|318|176|148|139
hosting|20210715|322|177|137|124
hosting|20210815|321|180|161|132
hosting|20210915|305|169|138|128
hosting|20211015|323|176|150|137
hosting|20211115|327|180|152|138
hosting|20211215|309|177|155|137
hosting|20220115|331|181|159|151
hosting|20220215|313|171|146|149
hosting|20220315|339|175|154|160
hosting|20220415|317|177|150|156
hosting|20220515|315|176|152|162
hosting|20220615|340|184|161|160
hosting|20220715|329|181|161|154
hosting|20220815|344|198|165|165
hosting|20220915|350|206|168|160
hosting|20221015|345|211|168|157
hosting|20221115|359|205|161|148
hosting|20221215|362|210|165|146
hosting|20230115|362|205|172|158
hosting|20230215|390|203|169|157
hosting|20230315|369|206|163|158
hosting|20230415|378|204|173|167
hosting|20230515|395|205|174|167
hosting|20230615|393|195|170|187
hosting|20230715|397|200|175|174
hosting|20230815|393|206|169|174
hosting|20230915|413|213|179|178
hosting|20231015|412|220|177|181
hosting|20231115|419|207|165|190
hosting|20231215|438|212|177|186
hosting|20240115|426|214|173|178
hosting|20240215|431|225|174|181
hosting|20240315|433|226|184|187
hosting|20240415|450|236|186|190
hosting|20240515|450|240|180|186
hosting|20240615|455|238|187|189
inactive|20190115|1|0|0|0
inactive|20190315|1|0|0|0
inactive|20190415|1|0|0|0
inactive|20191015|1|0|0|0
inactive|20191115|1|0|0|0
inactive|20191215|1|0|0|0
inactive|20200415|1|0|0|0
inactive|20200515|1|0|0|0
inactive|20200715|1|0|0|0
inactive|20200815|1|0|0|0
inactive|20200915|1|0|0|0
inactive|20210115|1|0|1|0
inactive|20210215|1|0|1|0
inactive|20210315|1|0|1|0
inactive|20210415|1|0|0|0
inactive|20210515|1|0|0|0
inactive|20210615|1|0|0|0
inactive|20210715|1|0|0|0
inactive|20210815|1|0|0|1
inactive|20210915|0|0|1|0
inactive|20211015|1|0|1|0
inactive|20211115|1|0|0|0
inactive|20220115|1|0|0|0
inactive|20220215|1|0|0|0
inactive|20220315|1|1|0|0
inactive|20220415|0|1|0|0
inactive|20220515|0|1|0|0
inactive|20220615|0|1|0|0
inactive|20220715|0|1|0|0
inactive|20220815|1|1|0|0
inactive|20220915|0|1|0|0
inactive|20221015|1|1|0|0
inactive|20221115|0|1|0|0
inactive|20221215|0|1|0|0
inactive|20230115|0|1|0|0
inactive|20230215|0|1|0|0
inactive|20230315|0|1|0|0
inactive|20230415|1|1|0|0
inactive|20230515|1|1|0|0
inactive|20230615|0|1|0|0
inactive|20230715|1|1|0|0
inactive|20230815|0|1|0|0
inactive|20230915|0|1|0|0
inactive|20231015|1|1|0|0
inactive|20231115|1|1|0|0
inactive|20231215|1|1|0|0
inactive|20240115|0|1|0|0
inactive|20240215|0|1|0|0
inactive|20240315|1|1|0|0
inactive|20240415|1|1|0|0
inactive|20240515|1|1|0|0
inactive|20240615|1|1|0|0
internet|20140615|335|216|157|142
internet|20140715|341|219|165|154
internet|20140815|341|227|163|153
internet|20140915|352|214|159|143
internet|20141015|353|210|164|142
internet|20141115|352|208|165|164
internet|20141215|352|203|164|162
internet|20150115|364|218|175|163
internet|20150215|364|218|175|163
internet|20150315|362|224|177|181
internet|20150415|366|232|175|187
internet|20150515|367|233|179|192
internet|20150615|374|246|187|200
internet|20150715|397|251|184|198
internet|20150815|395|250|195|194
internet|20150915|397|253|200|198
internet|20151015|400|255|214|208
internet|20151115|395|263|222|207
internet|20151215|403|260|215|212
internet|20160115|418|271|219|205
internet|20160215|418|271|219|205
internet|20160315|441|284|226|210
internet|20160415|445|273|230|206
internet|20160515|444|281|245|215
internet|20160615|447|291|256|218
internet|20160715|454|292|263|230
internet|20160815|470|282|263|227
internet|20160915|472|281|276|231
internet|20161015|468|288|270|232
internet|20161115|500|290|278|224
internet|20161215|513|286|281|234
internet|20170115|513|286|276|242
internet|20170215|511|289|286|247
internet|20170315|526|292|289|250
internet|20170415|526|292|289|250
internet|20170515|516|317|286|260
internet|20170615|537|316|278|260
internet|20170715|537|316|278|260
internet|20170815|561|313|292|260
internet|20170915|561|313|292|260
internet|20171015|558|324|303|283
internet|20171115|591|340|307|293
internet|20171215|606|351|321|284
internet|20180115|595|353|314|290
internet|20180215|612|359|326|299
internet|20180315|612|359|326|299
internet|20180415|636|364|330|313
internet|20180515|644|367|343|315
internet|20180615|654|399|352|314
internet|20180715|673|409|373|331
internet|20180815|673|409|373|331
internet|20180915|676|413|364|335
internet|20181015|671|410|373|336
internet|20181115|660|437|374|363
internet|20181215|684|445|393|366
internet|20190115|676|458|396|373
internet|20190215|676|458|396|373
internet|20190315|722|478|390|389
internet|20190415|738|473|401|404
internet|20190515|758|483|432|422
internet|20190615|780|498|438|409
internet|20190715|780|498|438|409
internet|20190815|802|513|445|416
internet|20190915|802|513|445|416
internet|20191015|822|535|459|431
internet|20191115|841|549|461|443
internet|20191215|838|566|475|431
internet|20200115|872|571|468|450
internet|20200215|894|582|474|460
internet|20200315|854|545|455|417
internet|20200415|932|600|489|503
internet|20200515|920|615|500|511
internet|20200615|939|605|485|497
internet|20200715|970|621|489|513
internet|20200815|970|657|621|507
internet|20200915|1026|685|638|534
internet|20201015|1006|709|603|527
internet|20201115|1023|681|532|543
internet|20201215|1070|688|608|566
internet|20210115|1059|720|613|569
internet|20210215|1064|731|546|576
internet|20210315|1110|725|551|589
internet|20210415|1112|740|564|609
internet|20210515|1178|752|579|615
internet|20210615|1227|771|621|621
internet|20210715|1221|747|615|601
internet|20210815|1232|768|702|635
internet|20210915|1201|755|635|602
internet|20211015|1266|765|676|656
internet|20211115|1282|766|663|630
internet|20211215|1238|781|655|633
internet|20220115|1295|822|685|646
internet|20220215|1241|792|629|659
internet|20220315|1313|824|683|697
internet|20220415|1266|826|658|685
internet|20220515|1288|851|679|688
internet|20220615|1368|882|681|706
internet|20220715|1393|854|676|720
internet|20220815|1424|900|695|734
internet|20220915|1441|916|709|756
internet|20221015|1432|934|722|760
internet|20221115|1477|931|713|771
internet|20221215|1493|968|729|771
internet|20230115|1500|954|752|795
internet|20230215|1564|970|770|801
internet|20230315|1541|995|744|788
internet|20230415|1613|1002|783|829
internet|20230515|1638|1011|821|831
internet|20230615|1656|1004|813|887
internet|20230715|1679|1011|834|873
internet|20230815|1694|1031|798|893
internet|20230915|1742|1077|847|929
internet|20231015|1731|1071|866|942
internet|20231115|1764|1055|849|970
internet|20231215|1788|1053|888|996
internet|20240115|1806|1084|866|987
internet|20240215|1804|1117|864|1001
internet|20240315|1826|1136|885|1005
internet|20240415|1860|1138|919|1022
internet|20240515|1873|1181|900|1047
internet|20240615|1868|1180|925|1069
isp|20140615|68|75|35|43
isp|20140715|69|77|35|51
isp|20140815|70|82|34|51
isp|20140915|75|79|38|41
isp|20141015|80|68|41|41
isp|20141115|77|65|42|56
isp|20141215|83|67|40|47
isp|20150115|87|72|42|48
isp|20150215|87|72|42|48
isp|20150315|90|66|42|54
isp|20150415|94|70|42|60
isp|20150515|91|72|43|61
isp|20150615|97|75|41|68
isp|20150715|104|79|43|62
isp|20150815|102|75|56|63
isp|20150915|103|83|58|64
isp|20151015|99|83|62|60
isp|20151115|99|86|67|59
isp|20151215|96|82|64|65
isp|20160115|109|85|64|62
isp|20160215|109|85|64|62
isp|20160315|118|93|67|61
isp|20160415|125|91|76|63
isp|20160515|124|98|77|64
isp|20160615|126|90|82|63
isp|20160715|127|96|84|73
isp|20160815|134|98|83|68
isp|20160915|135|96|86|72
isp|20161015|140|99|81|74
isp|20161115|158|99|81|72
isp|20161215|167|96|80|75
isp|20170115|171|94|77|80
isp|20170215|163|94|85|77
isp|20170315|167|103|89|79
isp|20170415|167|103|89|79
isp|20170515|177|117|92|81
isp|20170615|178|117|86|80
isp|20170715|178|117|86|80
isp|20170815|186|112|93|84
isp|20170915|186|112|93|84
isp|20171015|194|117|99|93
isp|20171115|210|128|104|100
isp|20171215|210|128|104|100
isp|20180115|210|128|104|100
isp|20180215|216|137|113|104
isp|20180315|311|132|114|112
isp|20180415|225|132|110|113
isp|20180515|232|137|118|111
isp|20180615|226|157|123|115
isp|20180715|234|155|133|123
isp|20180815|242|155|125|126
isp|20180915|242|155|125|126
isp|20181015|231|154|143|127
isp|20181115|231|178|136|140
isp|20181215|250|190|143|146
isp|20190115|231|201|156|150
isp|20190215|231|201|156|150
isp|20190315|262|206|156|151
isp|20190415|267|198|163|165
isp|20190515|289|197|181|176
isp|20190615|305|208|182|164
isp|20190715|305|208|182|164
isp|20190815|315|222|180|169
isp|20190915|315|222|180|169
isp|20191015|317|228|192|184
isp|20191115|321|238|186|189
isp|20191215|315|238|191|193
isp|20200115|330|241|180|202
isp|20200215|345|244|186|209
isp|20200315|331|240|188|202
isp|20200415|376|262|196|238
isp|20200515|366|280|204|244
isp|20200615|382|276|202|241
isp|20200715|394|274|203|243
isp|20200815|387|293|259|229
isp|20200915|427|300|270|254
isp|20201015|416|309|278|246
isp|20201115|441|307|242|250
isp|20201215|464|316|283|264
isp|20210115|456|339|284|261
isp|20210215|457|352|249|261
isp|20210315|498|340|254|278
isp|20210415|488|368|259|287
isp|20210515|534|367|265|301
isp|20210615|567|383|295|293
isp|20210715|571|370|304|280
isp|20210815|585|390|327|297
isp|20210915|571|388|314|274
isp|20211015|605|392|338|313
isp|20211115|612|380|328|302
isp|20211215|597|400|329|307
isp|20220115|620|428|348|305
isp|20220215|590|412|329|321
isp|20220315|620|427|369|337
isp|20220415|610|432|352|341
isp|20220515|617|461|367|334
isp|20220615|667|468|362|356
isp|20220715|700|460|360|372
isp|20220815|710|480|371|369
isp|20220915|711|502|376|389
isp|20221015|717|516|392|394
isp|20221115|735|516|398|425
isp|20221215|743|537|409|431
isp|20230115|759|530|415|446
isp|20230215|797|544|430|450
isp|20230315|792|572|421|441
isp|20230415|835|580|439|475
isp|20230515|840|582|460|481
isp|20230615|875|583|468|505
isp|20230715|886|579|481|511
isp|20230815|906|585|455|533
isp|20230915|922|611|488|558
isp|20231015|916|595|492|564
isp|20231115|934|605|495|586
isp|20231215|943|593|519|614
isp|20240115|968|625|503|611
isp|20240215|960|651|504|616
isp|20240315|982|668|513|613
isp|20240415|994|658|544|620
isp|20240515|1018|700|529|654
isp|20240615|1016|699|551|664
none|20140615|77|29|25|26
none|20140715|74|29|25|27
none|20140815|74|31|24|27
none|20140915|73|27|23|29
none|20141015|74|29|23|30
none|20141115|77|28|21|28
none|20141215|73|30|21|32
none|20150115|76|30|25|33
none|20150215|76|30|25|33
none|20150315|78|37|25|37
none|20150415|77|30|24|35
none|20150515|77|33|25|35
none|20150615|74|37|28|35
none|20150715|77|38|26|35
none|20150815|79|33|25|33
none|20150915|75|34|27|33
none|20151015|70|37|32|34
none|20151115|75|36|34|34
none|20151215|84|35|34|34
none|20160115|77|39|33|30
none|20160215|77|39|33|30
none|20160315|81|38|30|35
none|20160415|79|36|30|34
none|20160515|76|37|36|38
none|20160615|74|42|37|38
none|20160715|74|40|35|38
none|20160815|75|34|34|38
none|20160915|77|34|35|37
none|20161015|75|35|34|32
none|20161115|73|38|36|30
none|20161215|72|42|39|33
none|20170115|70|40|41|34
none|20170215|77|37|43|32
none|20170315|75|34|44|32
none|20170415|75|34|44|32
none|20170515|66|39|41|37
none|20170615|70|43|44|32
none|20170715|29|19|15|14
none|20170815|76|40|43|33
none|20170915|26|19|13|15
none|20171015|62|41|44|34
none|20171115|67|43|44|36
none|20171215|71|41|43|32
none|20180115|69|46|41|34
none|20180215|68|45|40|35
none|20180315|102|45|41|41
none|20180415|72|39|43|37
none|20180515|70|42|38|37
none|20180615|72|41|37|36
none|20180715|76|41|35|36
none|20180815|76|41|35|36
none|20180915|68|42|35|39
none|20181015|73|44|30|39
none|20181115|64|47|33|37
none|20181215|64|43|37|33
none|20190115|69|49|36|32
none|20190215|69|49|36|32
none|20190315|70|45|32|30
none|20190415|70|43|34|32
none|20190515|71|45|40|33
none|20190615|78|44|42|33
none|20190715|78|44|42|33
none|20190815|74|45|45|34
none|20190915|74|45|45|34
none|20191015|78|43|49|31
none|20191115|81|47|50|32
none|20191215|76|51|51|25
none|20200115|97|54|49|25
none|20200215|94|53|52|26
none|20200315|89|50|45|23
none|20200415|85|54|44|28
none|20200515|81|55|48|28
none|20200615|86|47|42|26
none|20200715|85|50|45|26
none|20200815|88|56|48|28
none|20200915|89|56|52|33
none|20201015|88|58|50|29
none|20201115|89|47|40|31
none|20201215|97|46|45|30
none|20210115|91|52|46|30
none|20210215|94|49|39|32
none|20210315|94|49|36|34
none|20210415|94|49|36|34
none|20210515|93|43|45|37
none|20210615|93|43|45|37
none|20210715|88|39|40|42
none|20210815|84|42|48|41
none|20210915|85|42|39|43
none|20211015|85|38|40|42
none|20211115|88|43|34|35
none|20211215|83|37|33|36
none|20220115|86|36|31|38
none|20220215|78|39|28|36
none|20220315|84|39|30|36
none|20220415|78|35|26|33
none|20220515|80|31|29|36
none|20220615|82|35|22|29
none|20220715|76|29|24|33
none|20220815|78|33|20|34
none|20220915|83|31|22|33
none|20221015|74|29|17|31
none|20221115|80|26|16|26
none|20221215|88|29|17|26
none|20230115|89|26|17|25
none|20230215|78|24|17|26
none|20230315|74|24|19|22
none|20230415|77|27|16|22
none|20230515|70|21|24|18
none|20230615|67|21|23|14
none|20230715|65|23|16|14
none|20230815|58|24|15|12
none|20230915|67|29|15|13
none|20231015|57|26|17|17
none|20231115|56|20|12|13
none|20231215|50|19|13|12
none|20240115|54|18|15|10
none|20240215|54|17|12|16
none|20240315|51|18|11|16
none|20240415|44|15|7|17
none|20240515|36|14|7|14
none|20240615|31|8|4|14
