#region|date|disagg_1|disagg_2|disagg_3|disagg_4plus
apnic|20180115|585|772|237|891
apnic|20180215|580|796|234|898
apnic|20180315|614|810|246|890
apnic|20180415|623|819|242|891
apnic|20180515|619|836|246|881
apnic|20180615|608|855|250|883
apnic|20180715|619|874|255|883
apnic|20180815|630|873|247|875
apnic|20180915|625|877|238|878
apnic|20181015|620|867|238|880
apnic|20181115|617|860|236|968
apnic|20181215|606|867|237|969
apnic|20190115|618|889|240|965
apnic|20190215|653|903|235|893
apnic|20190315|660|909|237|881
apnic|20190415|677|921|238|875
apnic|20190515|691|922|238|896
apnic|20190615|696|902|229|924
apnic|20190715|712|904|235|919
apnic|20190815|724|912|235|929
apnic|20190915|744|910|235|926
apnic|20191015|755|885|232|899
apnic|20191115|789|907|234|900
apnic|20191215|785|911|233|897
apnic|20200115|798|898|231|887
apnic|20200215|827|902|232|896
apnic|20200315|859|900|233|911
apnic|20200415|871|914|234|905
apnic|20200515|867|900|238|907
apnic|20200615|878|919|234|903
apnic|20200715|901|937|234|907
apnic|20200815|924|933|233|907
apnic|20200915|943|942|231|907
apnic|20201015|963|931|236|899
apnic|20201115|976|936|233|898
apnic|20201215|1002|943|242|900
apnic|20201215|1002|943|242|900
apnic|20201215|1002|943|242|900
apnic|20210315|1019|951|246|889
apnic|20210415|1044|945|246|895
apnic|20210515|1041|941|237|899
apnic|20210615|1071|953|241|901
apnic|20210715|1082|945|236|891
apnic|20210815|1098|992|237|893
apnic|20210915|1122|994|249|902
apnic|20211015|1112|986|239|893
apnic|20211115|1123|971|235|894
apnic|20211215|1135|983|223|890
apnic|20220115|1180|979|225|887
apnic|20220215|1174|950|232|884
apnic|20220315|1178|947|226|885
apnic|20220415|1194|970|228|895
apnic|20220515|1192|969|228|887
apnic|20220615|1221|950|232|893
apnic|20220715|1257|965|234|893
apnic|20220815|1273|970|239|894
apnic|20220915|1329|976|236|895
apnic|20221015|1300|973|234|896
apnic|20221115|1296|964|238|894
apnic|20221215|1319|976|237|898
apnic|20230115|1349|984|232|903
apnic|20230215|1369|978|236|905
apnic|20230315|1383|989|233|902
apnic|20230415|1379|964|228|903
apnic|20230515|1380|962|226|900
apnic|20230615|1408|960|226|902
apnic|20230715|1413|949|223|902
apnic|20230815|1417|954|232|912
apnic|20230915|1440|960|231|890
apnic|20231015|1444|965|237|885
apnic|20231115|1460|969|237|898
apnic|20231215|1452|941|241|882
apnic|20240115|1450|942|240|876
apnic|20240215|1456|949|236|880
apnic|20240315|1477|942|239|889
apnic|20240415|1470|939|243|883
apnic|20240515|1470|925|241|883
apnic|20240615|1504|922|235|887
arin|20140615|534|464|305|1999
arin|20140715|571|506|323|1999
arin|20140815|585|522|329|1999
arin|20140915|544|489|318|2037
arin|20141015|542|483|316|2149
arin|20141115|551|504|323|2025
arin|20141215|568|512|341|1907
arin|20150115|562|514|352|1908
arin|20150215|564|524|345|1933
arin|20150315|565|518|342|2005
arin|20150415|576|528|349|1923
arin|20150515|572|535|357|2046
arin|20150615|608|551|379|2046
arin|20150715|612|557|379|2046
arin|20150815|561|543|352|2213
arin|20150915|575|547|347|2189
arin|20151015|573|553|340|2177
arin|20151115|614|574|369|2177
arin|20151215|615|571|373|2177
arin|20160115|589|547|350|2219
arin|20160215|592|551|345|2211
arin|20160315|597|553|351|2225
arin|20160415|613|563|341|2226
arin|20160515|613|552|356|2209
arin|20160615|623|567|346|2226
arin|20160715|628|565|343|2224
arin|20160815|621|564|357|2261
arin|20160915|618|568|358|2266
arin|20161015|611|562|363|2280
arin|20161115|611|557|365|2267
arin|20161215|612|560|364|2273
arin|20170115|610|560|367|2234
arin|20170215|638|562|378|1851
arin|20170315|645|567|381|1863
arin|20170415|642|565|382|1860
arin|20170515|650|573|391|1876
arin|20170615|643|563|396|1831
arin|20170715|651|578|394|1833
arin|20170815|649|589|396|1836
arin|20170915|697|606|395|1857
arin|20171015|671|607|403|1892
arin|20171115|733|598|398|1879
arin|20171215|663|604|389|1884
arin|20180115|670|604|392|1888
arin|20180215|665|616|392|1893
arin|20180315|699|606|389|1907
arin|20180415|690|598|402|1925
arin|20180515|738|589|408|1929
arin|20180615|740|592|408|1929
arin|20180715|738|596|408|1926
arin|20180815|720|591|406|1939
arin|20180915|727|591|409|1946
arin|20181015|721|593|413|1952
arin|20181115|695|589|420|1962
arin|20181215|678|604|419|1962
arin|20190115|685|606|425|1960
arin|20190215|684|617|420|1954
arin|20190315|683|618|422|1947
arin|20190415|687|626|422|2002
arin|20190515|681|621|421|2004
arin|20190615|695|625|426|1981
arin|20190715|697|636|424|1991
arin|20190815|708|625|424|1998
arin|20190915|700|630|428|1989
arin|20191015|702|638|435|1967
arin|20191115|715|640|427|1975
arin|20191215|712|638|422|1971
arin|20200115|727|653|434|1820
arin|20200215|736|654|437|1821
arin|20200315|737|659|438|1996
arin|20200415|749|651|436|1977
arin|20200515|742|643|429|1993
arin|20200615|745|638|431|1991
arin|20200715|743|633|428|1994
arin|20200815|756|635|435|1980
arin|20200915|752|651|435|1970
arin|20201015|763|666|445|1966
arin|20201115|771|660|448|1972
arin|20201215|774|681|452|1993
arin|20210115|773|663|446|1980
arin|20210215|797|671|447|1972
arin|20210315|800|670|450|1971
arin|20210415|797|668|453|1985
arin|20210515|799|673|454|1982
arin|20210615|804|673|453|1975
arin|20210715|811|668|454|1979
arin|20210815|802|680|445|2005
arin|20210915|808|696|455|2010
arin|20211015|805|682|456|1996
arin|20211115|813|687|470|1995
arin|20211215|811|685|469|1988
arin|20220115|823|691|472|1990
arin|20220215|814|697|473|1908
arin|20220315|813|699|476|1993
arin|20220415|819|694|471|1997
arin|20220515|821|703|471|1997
arin|20220615|815|699|470|1999
arin|20220715|816|709|472|2005
arin|20220815|833|706|463|2002
arin|20220915|839|714|462|2001
arin|20221015|838|707|453|1977
arin|20221115|838|707|463|1970
arin|20221215|851|714|460|1984
arin|20230115|855|713|456|1985
arin|20230215|854|712|466|1977
arin|20230315|852|715|461|1977
arin|20230415|864|730|472|1985
arin|20230515|874|733|464|1991
arin|20230615|870|729|470|2011
arin|20230715|878|724|466|1987
arin|20230815|875|719|463|1983
arin|20230915|895|731|478|1820
arin|20231015|898|741|478|1813
arin|20231115|898|733|470|1808
arin|20231215|905|729|480|1807
arin|20240115|912|721|474|1813
arin|20240215|899|724|477|1816
arin|20240315|901|698|490|1828
arin|20240415|903|706|490|1827
arin|20240515|920|704|491|1824
arin|20240615|912|702|489|1821
lacnic|20140615|275|346|356|659
lacnic|20140715|284|364|381|638
lacnic|20140815|297|392|382|665
lacnic|20140915|303|435|374|699
lacnic|20141015|298|466|382|678
lacnic|20141115|299|485|402|691
lacnic|20141215|319|511|411|674
lacnic|20150115|328|519|423|663
lacnic|20150215|309|542|408|690
lacnic|20150315|314|586|435|684
lacnic|20150415|327|612|446|696
lacnic|20150515|339|648|452|701
lacnic|20150615|355|662|435|679
lacnic|20150715|348|704|444|682
lacnic|20150815|348|730|443|708
lacnic|20150915|357|757|457|718
lacnic|20151015|381|778|463|725
lacnic|20151115|373|816|469|683
lacnic|20151215|380|867|477|696
lacnic|20160115|377|903|485|736
lacnic|20160215|396|927|473|734
lacnic|20160315|406|957|485|744
lacnic|20160415|418|987|484|752
lacnic|20160515|425|1003|495|751
lacnic|20160615|434|1044|508|761
lacnic|20160715|443|1094|514|749
lacnic|20160815|444|1157|504|751
lacnic|20160915|458|1190|508|758
lacnic|20161015|489|1219|513|745
lacnic|20161115|506|1254|511|741
lacnic|20161215|511|1277|516|734
lacnic|20170115|510|1321|518|737
lacnic|20170215|545|1373|520|740
lacnic|20170315|538|1446|523|731
lacnic|20170415|558|1486|523|726
lacnic|20170515|549|1548|529|727
lacnic|20170615|571|1614|548|735
lacnic|20170715|620|1600|557|725
lacnic|20170815|620|1679|549|742
lacnic|20170915|649|1762|541|743
lacnic|20171015|646|1795|541|764
lacnic|20171115|673|1856|545|759
lacnic|20171215|693|1910|546|767
lacnic|20180115|701|1920|544|753
lacnic|20180215|708|1964|543|748
lacnic|20180315|746|2015|540|756
lacnic|20180415|765|2053|550|751
lacnic|20180515|804|2107|544|753
lacnic|20180615|841|2134|552|739
lacnic|20180715|836|2197|552|739
lacnic|20180815|856|2281|552|732
lacnic|20180915|883|2293|550|736
lacnic|20181015|903|2342|541|746
lacnic|20181115|930|2420|545|746
lacnic|20181215|934|2492|543|746
lacnic|20190115|943|2545|544|747
lacnic|20190215|976|2574|532|744
lacnic|20190315|1005|2616|520|751
lacnic|20190415|1035|2674|528|750
lacnic|20190515|1039|2700|515|743
lacnic|20190615|1090|2683|498|749
lacnic|20190715|1117|2744|496|745
lacnic|20190815|1179|2779|499|754
lacnic|20190915|1187|2827|491|749
lacnic|20191015|1195|2951|501|763
lacnic|20191115|1237|3067|508|766
lacnic|20191215|1289|3054|502|753
lacnic|20200115|1288|3110|510|750
lacnic|20200215|1278|3171|524|759
lacnic|20200315|1302|3289|516|787
lacnic|20200415|1342|3362|500|780
lacnic|20200515|1352|3435|501|779
lacnic|20200615|1427|3472|517|794
lacnic|20200715|1443|3522|513|804
lacnic|20200815|1520|3595|513|803
lacnic|20200915|1596|3674|513|806
lacnic|20201015|1645|3610|503|785
lacnic|20201115|1666|3666|496|780
lacnic|20201215|1640|3805|503|792
lacnic|20210115|1717|3696|497|792
lacnic|20210215|1719|3708|497|794
lacnic|20210315|1691|3803|492|797
lacnic|20210415|1691|3806|499|792
lacnic|20210515|1716|3772|487|795
lacnic|20210615|1702|3816|497|780
lacnic|20210715|1731|3791|502|776
lacnic|20210815|1722|3837|513|777
lacnic|20210915|1704|3862|516|779
lacnic|20211015|1736|3805|511|795
lacnic|20211115|1760|3813|510|790
lacnic|20211215|1794|3785|516|779
lacnic|20220115|1798|3827|512|789
lacnic|20220215|1797|3829|510|775
lacnic|20220315|1798|3797|517|782
lacnic|20220415|1831|3773|513|778
lacnic|20220515|1856|3755|509|770
lacnic|20220615|1873|3742|515|760
lacnic|20220715|1843|3830|523|795
lacnic|20220815|1862|3785|518|796
lacnic|20220915|1882|3779|505|797
lacnic|20221015|1875|3728|492|785
lacnic|20221115|1903|3666|484|778
lacnic|20221215|1898|3725|486|784
lacnic|20230115|1964|3644|482|781
lacnic|20230215|1947|3626|489|778
lacnic|20230315|1958|3653|482|780
lacnic|20230415|1973|3624|487|782
lacnic|20230515|1965|3596|491|776
lacnic|20230615|1953|3602|488|789
lacnic|20230715|1927|3630|489|778
lacnic|20230815|1944|3587|492|770
lacnic|20230915|1956|3616|507|753
lacnic|20231015|1986|3611|510|752
lacnic|20231115|2003|3599|504|753
lacnic|20231215|2014|3585|508|758
lacnic|20240115|2010|3599|509|758
lacnic|20240215|2004|3565|505|769
lacnic|20240315|2010|3578|504|756
lacnic|20240415|1989|3612|496|767
lacnic|20240515|2041|3546|484|770
lacnic|20240615|2025|3519|500|758
ripencc|20140615|797|602|583|1480
ripencc|20140715|825|623|587|1480
ripencc|20140815|821|635|587|1480
ripencc|20140915|812|643|578|1603
ripencc|20141015|829|660|579|1608
ripencc|20141115|851|674|570|1581
ripencc|20141215|851|681|575|1620
ripencc|20150115|858|707|575|1595
ripencc|20150215|864|700|582|1601
ripencc|20150315|876|698|580|1619
ripencc|20150415|879|718|590|1545
ripencc|20150515|884|734|588|1641
ripencc|20150615|907|742|595|1641
ripencc|20150715|918|755|596|1641
ripencc|20150815|898|755|587|1648
ripencc|20150915|896|754|601|1661
ripencc|20151015|900|777|596|1630
ripencc|20151115|910|814|602|1630
ripencc|20151215|905|840|608|1630
ripencc|20160115|911|843|600|1664
ripencc|20160215|925|880|623|1660
ripencc|20160315|915|894|609|1628
ripencc|20160415|917|913|622|1664
ripencc|20160515|931|912|627|1666
ripencc|20160615|934|939|626|1678
ripencc|20160715|944|938|646|1658
ripencc|20160815|962|957|659|1671
ripencc|20160915|965|940|656|1702
ripencc|20161015|966|954|667|1713
ripencc|20161115|986|981|657|1689
ripencc|20161215|981|992|653|1639
ripencc|20170115|983|999|664|1689
ripencc|20170215|999|1027|658|1635
ripencc|20170315|999|1037|655|1643
ripencc|20170415|994|1064|637|1668
ripencc|20170515|1000|1095|645|1700
ripencc|20170615|1022|1109|644|1693
ripencc|20170715|1025|1122|652|1686
ripencc|20170815|1028|1144|650|1684
ripencc|20170915|1045|1164|660|1685
ripencc|20171015|1047|1185|671|1727
ripencc|20171115|1160|1208|686|1700
ripencc|20171215|1058|1227|677|1710
ripencc|20180115|1056|1219|674|1676
ripencc|20180215|1062|1236|677|1710
ripencc|20180315|1130|1267|686|1679
ripencc|20180415|1116|1270|689|1743
ripencc|20180515|1154|1292|693|1633
ripencc|20180615|1143|1305|699|1656
ripencc|20180715|1125|1329|694|1652
ripencc|20180815|1140|1348|698|1642
ripencc|20180915|1154|1365|697|1623
ripencc|20181015|1174|1387|685|1608
ripencc|20181115|1149|1389|683|1638
ripencc|20181215|1143|1395|690|1605
ripencc|20190115|1148|1423|690|1631
ripencc|20190215|1146|1445|692|1624
ripencc|20190315|1154|1461|676|1607
ripencc|20190415|1162|1480|686|1612
ripencc|20190515|1155|1477|692|1618
ripencc|20190615|1160|1497|685|1591
ripencc|20190715|1155|1525|689|1580
ripencc|20190815|1168|1525|698|1613
ripencc|20190915|1190|1547|691|1613
ripencc|20191015|1192|1563|704|1631
ripencc|20191115|1206|1582|698|1622
ripencc|20191215|1202|1586|700|1599
ripencc|20200115|1235|1602|721|1448
ripencc|20200215|1256|1607|715|1450
ripencc|20200315|1268|1638|716|1612
ripencc|20200415|1258|1645|714|1615
ripencc|20200515|1258|1660|708|1626
ripencc|20200615|1260|1688|698|1620
ripencc|20200715|1264|1693|691|1607
ripencc|20200815|1259|1714|695|1626
ripencc|20200915|1272|1729|714|1610
ripencc|20201015|1272|1733|719|1623
ripencc|20201115|1284|1752|710|1620
ripencc|20201215|1299|1798|718|1644
ripencc|20210115|1289|1762|716|1615
ripencc|20210215|1296|1804|722|1644
ripencc|20210315|1291|1793|728|1629
ripencc|20210415|1327|1790|720|1642
ripencc|20210515|1324|1809|721|1638
ripencc|20210615|1345|1803|740|1626
ripencc|20210715|1342|1802|731|1620
ripencc|20210815|1351|1807|730|1616
ripencc|20210915|1349|1830|741|1659
ripencc|20211015|1339|1826|733|1651
ripencc|20211115|1341|1807|741|1673
ripencc|20211215|1322|1806|734|1667
ripencc|20220115|1334|1811|740|1661
ripencc|20220215|1346|1841|731|1542
ripencc|20220315|1315|1825|735|1650
ripencc|20220415|1327|1838|748|1650
ripencc|20220515|1331|1825|747|1650
ripencc|20220615|1328|1824|740|1665
ripencc|20220715|1354|1834|760|1666
ripencc|20220815|1352|1819|749|1658
ripencc|20220915|1360|1831|743|1647
ripencc|20221015|1359|1819|747|1649
ripencc|20221115|1360|1825|752|1640
ripencc|20221215|1362|1840|744|1647
ripencc|20230115|1354|1835|743|1630
ripencc|20230215|1359|1833|740|1633
ripencc|20230315|1367|1830|744|1613
ripencc|20230415|1367|1851|749|1626
ripencc|20230515|1361|1858|748|1620
ripencc|20230615|1357|1858|747|1611
ripencc|20230715|1346|1849|742|1605
ripencc|20230815|1359|1857|733|1617
ripencc|20230915|1381|1864|738|1473
ripencc|20231015|1379|1864|741|1477
ripencc|20231115|1374|1862|724|1467
ripencc|20231215|1367|1861|729|1457
ripencc|20240115|1364|1866|734|1461
ripencc|20240215|1373|1852|732|1463
ripencc|20240315|1375|1843|739|1461
ripencc|20240415|1363|1847|747|1463
ripencc|20240515|1360|1843|746|1466
ripencc|20240615|1369|1846|750|1451
internet|20140615|2046|1890|1509|5192
internet|20140715|2125|1963|1568|5192
internet|20140815|2153|2027|1576|5416
internet|20140915|2107|2062|1540|5416
internet|20141015|2121|2115|1543|5490
internet|20141115|2149|2166|1565|5365
internet|20141215|2189|2219|1595|5256
internet|20150115|2197|2268|1621|5227
internet|20150215|2198|2288|1609|5285
internet|20150315|2210|2330|1626|5358
internet|20150415|2249|2393|1663|5233
internet|20150515|2266|2452|1679|5482
internet|20150615|2353|2502|1704|5482
internet|20150715|2374|2581|1714|5482
internet|20150815|2277|2595|1714|5670
internet|20150915|2303|2644|1696|5678
internet|20151015|2307|2693|1738|5632
internet|20151115|2387|2818|1738|5632
internet|20151215|2406|2887|1754|5632
internet|20160115|2365|2907|1732|5743
internet|20160215|2421|2990|1737|5731
internet|20160315|2423|3040|1747|5703
internet|20160415|2458|3129|1751|5752
internet|20160515|2501|3132|1783|5734
internet|20160615|2515|3230|1786|5784
internet|20160715|2537|3300|1817|5750
internet|20160815|2563|3410|1838|5818
internet|20160915|2569|3438|1838|5862
internet|20161015|2600|3479|1857|5891
internet|20161115|2639|3535|1857|5833
internet|20161215|2647|3574|1854|5790
internet|20170115|2656|3646|1868|5806
internet|20170215|2758|3746|1871|5312
internet|20170315|2769|3871|1878|5341
internet|20170415|2802|3948|1856|5356
internet|20170515|2800|4051|1877|5405
internet|20170615|2856|4113|1900|5343
internet|20170715|2915|4127|1908|5329
internet|20170815|2928|4257|1903|5354
internet|20170915|3055|4385|1899|5393
internet|20171015|3026|4444|1922|5506
internet|20171115|3276|4534|1934|5448
internet|20171215|3056|4615|1907|5477
internet|20180115|3074|4615|1906|5430
internet|20180215|3074|4711|1902|5472
internet|20180315|3248|4803|1916|5456
internet|20180415|3256|4839|1937|5542
internet|20180515|3386|4932|1946|5422
internet|20180615|3401|5004|1966|5438
internet|20180715|3386|5117|1968|5430
internet|20180815|3416|5213|1966|5422
internet|20180915|3460|5244|1953|5424
internet|20181015|3496|5302|1941|5423
internet|20181115|3465|5376|1949|5553
internet|20181215|3434|5474|1958|5513
internet|20190115|3469|5579|1966|5543
internet|20190215|3526|5661|1950|5457
internet|20190315|3568|5736|1922|5432
internet|20190415|3629|5832|1942|5487
internet|20190515|3641|5850|1935|5513
internet|20190615|3716|5838|1907|5496
internet|20190715|3761|5938|1915|5485
internet|20190815|3855|5983|1928|5539
internet|20190915|3899|6055|1915|5524
internet|20191015|3924|6180|1940|5511
internet|20191115|4035|6339|1944|5511
internet|20191215|4078|6328|1930|5466
internet|20200115|4137|6404|1971|5146
internet|20200215|4191|6483|1979|5169
internet|20200315|4249|6638|1974|5560
internet|20200415|4306|6729|1959|5526
internet|20200515|4309|6801|1947|5561
internet|20200615|4403|6884|1952|5568
internet|20200715|4448|6949|1940|5570
internet|20200815|4557|7034|1946|5575
internet|20200915|4662|7154|1964|5547
internet|20201015|4740|7093|1971|5530
internet|20201115|4794|7169|1960|5528
internet|20201215|4813|7395|1990|5592
internet|20210115|4852|7206|1973|5535
internet|20210215|4892|7299|1981|5567
internet|20210315|4906|7395|1988|5542
internet|20210415|4967|7388|1990|5574
internet|20210515|4988|7383|1973|5573
internet|20210615|5031|7429|2007|5540
internet|20210715|5078|7397|1997|5525
internet|20210815|5086|7505|2001|5551
internet|20210915|5100|7579|2035|5609
internet|20211015|5113|7490|2016|5593
internet|20211115|5157|7471|2038|5608
internet|20211215|5189|7460|2021|5584
internet|20220115|5256|7516|2027|5587
internet|20220215|5255|7523|2028|5363
internet|20220315|5229|7475|2036|5566
internet|20220415|5295|7483|2042|5583
internet|20220515|5321|7459|2033|5568
internet|20220615|5363|7433|2037|5581
internet|20220715|5396|7556|2066|5621
internet|20220815|5444|7504|2050|5609
internet|20220915|5539|7522|2026|5602
internet|20221015|5500|7451|2004|5569
internet|20221115|5522|7396|2015|5545
internet|20221215|5553|7489|2007|5574
internet|20230115|5651|7406|1994|5558
internet|20230215|5658|7386|2012|5554
internet|20230315|5693|7429|2001|5532
internet|20230415|5719|7403|2015|5557
internet|20230515|5717|7392|2007|5543
internet|20230615|5720|7394|2008|5570
internet|20230715|5698|7400|1999|5528
internet|20230815|5730|7363|2002|5547
internet|20230915|5807|7417|2034|5198
internet|20231015|5844|7432|2045|5191
internet|20231115|5868|7420|2016|5192
internet|20231215|5877|7360|2037|5168
internet|20240115|5872|7382|2035|5176
internet|20240215|5867|7344|2030|5195
internet|20240315|5893|7311|2053|5195
internet|20240415|5858|7366|2059|5205
internet|20240515|5928|7276|2043|5207
internet|20240615|5952|7241|2054|5181
