region|date|observed_ases|use_moreSpecific|moreSpecific_fraction
arin|20200415|18475|3813|20.64
arin|20200515|18547|3807|20.53
arin|20200615|18582|3805|20.48
arin|20200715|18607|3798|20.41
arin|20200815|18621|3806|20.44
arin|20200915|18637|3808|20.43
arin|20201015|18676|3840|20.56
arin|20201115|18742|3851|20.55
arin|20201215|18792|3900|20.75
arin|20210115|18754|3862|20.59
arin|20210215|18797|3887|20.68
arin|20210315|18805|3891|20.69
arin|20210415|18856|3903|20.70
arin|20210515|18864|3908|20.72
arin|20210615|18892|3905|20.67
arin|20210715|18913|3912|20.68
arin|20210815|18940|3932|20.76
arin|20210915|19002|3969|20.89
arin|20211015|18973|3939|20.76
arin|20211115|19013|3965|20.85
arin|20211215|18987|3953|20.82
arin|20220115|19015|3976|20.91
arin|20220215|19035|3892|20.45
arin|20220315|19041|3981|20.91
arin|20220415|19062|3981|20.88
arin|20220515|19109|3992|20.89
arin|20220615|19092|3983|20.86
arin|20220715|19150|4002|20.90
arin|20220815|19131|4004|20.93
arin|20220915|19165|4016|20.95
arin|20221015|19121|3975|20.79
arin|20221115|19152|3978|20.77
arin|20221215|19156|4009|20.93
arin|20230115|19156|4009|20.93
arin|20230215|19140|4009|20.95
arin|20230315|19144|4005|20.92
arin|20230415|19166|4051|21.14
arin|20230515|19177|4062|21.18
arin|20230615|19176|4080|21.28
arin|20230715|19145|4055|21.18
arin|20230815|19147|4040|21.10
arin|20230915|19153|3924|20.49
arin|20231015|19173|3930|20.50
arin|20231115|19125|3909|20.44
arin|20231215|19132|3921|20.49
arin|20240115|19125|3920|20.50
arin|20240215|19145|3916|20.45
arin|20240315|19183|3917|20.42
arin|20240415|19189|3926|20.46
arin|20240515|19239|3939|20.47
arin|20240615|19206|3924|20.43
internet|20140615|46570|10637|22.84
internet|20140715|46898|10048|21.43
internet|20140815|47174|10186|21.59
internet|20140915|47484|11125|23.43
internet|20141015|47719|11269|23.62
internet|20141115|47992|11245|23.43
internet|20141215|48314|11259|23.30
internet|20150115|48507|11313|23.32
internet|20150215|48811|11380|23.31
internet|20150315|49045|11524|23.50
internet|20150415|49402|11538|23.36
internet|20150515|49738|11879|23.88
internet|20150615|49982|11137|22.28
internet|20150715|50283|11262|22.40
internet|20150815|50500|12217|24.19
internet|20150915|50826|12321|24.24
internet|20151015|51098|12324|24.12
internet|20151115|51389|11571|22.52
internet|20151215|51683|11708|22.65
internet|20160115|51886|12747|24.57
internet|20160215|52208|12879|24.67
internet|20160315|52512|12913|24.59
internet|20160415|52847|13090|24.77
internet|20160515|53147|13150|24.74
internet|20160615|53462|13315|24.91
internet|20160715|53774|13404|24.93
internet|20160815|54078|13629|25.20
internet|20160915|54379|13707|25.21
internet|20161015|54623|13827|25.31
internet|20161115|54859|13864|25.27
internet|20161215|55182|13865|25.13
internet|20170115|55378|13976|25.24
internet|20170215|55710|13687|24.57
internet|20170315|55983|13859|24.76
internet|20170415|56315|13962|24.79
internet|20170515|56580|14133|24.98
internet|20170615|56968|14212|24.95
internet|20170715|57213|14279|24.96
internet|20170815|57500|14442|25.12
internet|20170915|57824|14732|25.48
internet|20171015|58088|14898|25.65
internet|20171115|58389|15192|26.02
internet|20171215|58766|15055|25.62
internet|20180115|58937|15025|25.49
internet|20180215|59286|15159|25.57
internet|20180315|59561|15423|25.89
internet|20180415|59870|15574|26.01
internet|20180515|60222|15686|26.05
internet|20180615|60485|15809|26.14
internet|20180715|60682|15901|26.20
internet|20180815|61044|16017|26.24
internet|20180915|61369|16081|26.20
internet|20181015|61671|16162|26.21
internet|20181115|62018|16343|26.35
internet|20181215|62284|16379|26.30
internet|20190115|62478|16557|26.50
internet|20190215|62815|16594|26.42
internet|20190315|63124|16658|26.39
internet|20190415|63471|16890|26.61
internet|20190515|63754|16939|26.57
internet|20190615|64056|16957|26.47
internet|20190715|64416|17099|26.54
internet|20190815|64732|17305|26.73
internet|20190915|65079|17393|26.73
internet|20191015|65422|17555|26.83
internet|20191115|65740|17829|27.12
internet|20191215|66013|17802|26.97
internet|20200115|66305|17658|26.63
internet|20200215|66639|17822|26.74
internet|20200315|67062|18421|27.47
internet|20200415|67329|18520|27.51
internet|20200515|67603|18618|27.54
internet|20200615|67923|18807|27.69
internet|20200715|68260|18907|27.70
internet|20200815|68643|19112|27.84
internet|20200915|68981|19327|28.02
internet|20201015|69261|19334|27.91
internet|20201115|69534|19451|27.97
internet|20201215|69806|19790|28.35
internet|20210115|69874|19566|28.00
internet|20210215|70150|19739|28.14
internet|20210315|70396|19831|28.17
internet|20210415|70685|19919|28.18
internet|20210515|70810|19917|28.13
internet|20210615|71033|20007|28.17
internet|20210715|71186|19997|28.09
internet|20210815|71335|20143|28.24
internet|20210915|71628|20323|28.37
internet|20211015|71700|20212|28.19
internet|20211115|71890|20274|28.20
internet|20211215|72027|20254|28.12
internet|20220115|72274|20386|28.21
internet|20220215|72415|20169|27.85
internet|20220315|72400|20306|28.05
internet|20220415|72568|20403|28.12
internet|20220515|72756|20381|28.01
internet|20220615|72844|20414|28.02
internet|20220715|73122|20639|28.23
internet|20220815|73217|20607|28.15
internet|20220915|73350|20689|28.21
internet|20221015|73254|20524|28.02
internet|20221115|73348|20478|27.92
internet|20221215|73485|20623|28.06
internet|20230115|73588|20609|28.01
internet|20230215|73576|20610|28.01
internet|20230315|73736|20655|28.01
internet|20230415|73913|20694|28.00
internet|20230515|73951|20659|27.94
internet|20230615|74042|20692|27.95
internet|20230715|74060|20625|27.85
internet|20230815|74194|20642|27.82
internet|20230915|74306|20456|27.53
internet|20231015|74479|20512|27.54
internet|20231115|74536|20496|27.50
internet|20231215|74644|20442|27.39
internet|20240115|74725|20465|27.39
internet|20240215|74828|20436|27.31
internet|20240315|74964|20452|27.28
internet|20240415|75082|20488|27.29
internet|20240515|75304|20454|27.16
internet|20240615|75332|20428|27.12
apnic|20140615|5907|1934|32.74
apnic|20140715|5953|1810|30.40
apnic|20140815|6007|1822|30.33
apnic|20140915|6058|1974|32.59
apnic|20141015|6084|1972|32.41
apnic|20141115|6142|1981|32.25
apnic|20141215|6209|1977|31.84
apnic|20150115|6250|1997|31.95
apnic|20150215|6315|2002|31.70
apnic|20150315|6349|1983|31.23
apnic|20150415|6407|2028|31.65
apnic|20150515|6469|2059|31.83
apnic|20150615|6534|1951|29.86
apnic|20150715|6584|1973|29.97
apnic|20150815|6644|2091|31.47
apnic|20150915|6700|2117|31.60
apnic|20151015|6719|2089|31.09
apnic|20151115|6803|2034|29.90
apnic|20151215|6850|2046|29.87
apnic|20160115|6901|2176|31.53
apnic|20160215|6998|2204|31.49
apnic|20160315|7085|2195|30.98
apnic|20160415|7144|2223|31.12
apnic|20160515|7221|2244|31.08
apnic|20160615|7316|2255|30.82
apnic|20160715|7405|2286|30.87
apnic|20160815|7485|2315|30.93
apnic|20160915|7565|2316|30.61
apnic|20161015|7603|2334|30.70
apnic|20161115|7645|2322|30.37
apnic|20161215|7727|2337|30.24
apnic|20170115|7782|2371|30.47
apnic|20170215|7872|2349|29.84
apnic|20170315|7951|2416|30.39
apnic|20170415|8032|2439|30.37
apnic|20170515|8087|2427|30.01
apnic|20170615|8169|2416|29.58
apnic|20170715|8229|2409|29.27
apnic|20170815|8260|2433|29.46
apnic|20170915|8315|2477|29.79
apnic|20171015|8355|2497|29.89
apnic|20171115|8434|2544|30.16
apnic|20171215|8498|2478|29.16
apnic|20180115|8558|2485|29.04
apnic|20180215|8637|2508|29.04
apnic|20180315|8704|2560|29.41
apnic|20180415|8751|2575|29.43
apnic|20180515|8844|2582|29.19
apnic|20180615|8919|2596|29.11
apnic|20180715|9000|2631|29.23
apnic|20180815|9067|2625|28.95
apnic|20180915|9138|2618|28.65
apnic|20181015|9204|2605|28.30
apnic|20181115|9300|2681|28.83
apnic|20181215|9366|2679|28.60
apnic|20190115|9438|2712|28.73
apnic|20190215|9540|2684|28.13
apnic|20190315|9637|2687|27.88
apnic|20190415|9698|2711|27.95
apnic|20190515|9795|2747|28.04
apnic|20190615|9857|2751|27.91
apnic|20190715|9959|2770|27.81
apnic|20190815|10016|2800|27.96
apnic|20190915|10116|2815|27.83
apnic|20191015|10150|2771|27.30
apnic|20191115|10239|2830|27.64
apnic|20191215|10291|2826|27.46
apnic|20200115|10350|2814|27.19
apnic|20200215|10416|2857|27.43
apnic|20200315|10523|2903|27.59
apnic|20200415|10593|2924|27.60
apnic|20200515|10617|2912|27.43
apnic|20200615|10684|2934|27.46
apnic|20200715|10788|2979|27.61
apnic|20200815|10888|2997|27.53
apnic|20200915|10921|3023|27.68
apnic|20201015|11002|3029|27.53
apnic|20201115|11095|3043|27.43
apnic|20201215|11186|3087|27.60
apnic|20210115|11276|3023|26.81
apnic|20210215|11344|3063|27.00
apnic|20210315|11444|3105|27.13
apnic|20210415|11566|3130|27.06
apnic|20210515|11664|3118|26.73
apnic|20210615|11732|3166|26.99
apnic|20210715|11825|3154|26.67
apnic|20210815|11937|3220|26.97
apnic|20210915|12046|3267|27.12
apnic|20211015|12117|3230|26.66
apnic|20211115|12201|3223|26.42
apnic|20211215|12260|3231|26.35
apnic|20220115|12372|3271|26.44
apnic|20220215|12474|3240|25.97
apnic|20220315|12550|3236|25.78
apnic|20220415|12630|3287|26.03
apnic|20220515|12722|3276|25.75
apnic|20220615|12795|3296|25.76
apnic|20220715|12913|3349|25.94
apnic|20220815|13005|3376|25.96
apnic|20220915|13086|3436|26.26
apnic|20221015|13102|3403|25.97
apnic|20221115|13142|3392|25.81
apnic|20221215|13240|3430|25.91
apnic|20230115|13323|3468|26.03
apnic|20230215|13384|3488|26.06
apnic|20230315|13451|3507|26.07
apnic|20230415|13515|3474|25.70
apnic|20230515|13524|3468|25.64
apnic|20230615|13581|3496|25.74
apnic|20230715|13610|3487|25.62
apnic|20230815|13687|3515|25.68
apnic|20230915|13740|3521|25.63
apnic|20231015|13807|3531|25.57
apnic|20231115|13897|3564|25.65
apnic|20231215|13964|3516|25.18
apnic|20240115|14014|3508|25.03
apnic|20240215|14080|3521|25.01
apnic|20240315|14159|3547|25.05
apnic|20240415|14195|3535|24.90
apnic|20240515|14276|3519|24.65
apnic|20240615|14319|3548|24.78
ripencc|20140615|20567|3462|16.83
ripencc|20140715|20688|3357|16.23
ripencc|20140815|20721|3370|16.26
ripencc|20140915|20816|3636|17.47
ripencc|20141015|20929|3676|17.56
ripencc|20141115|21021|3676|17.49
ripencc|20141215|21143|3727|17.63
ripencc|20150115|21206|3735|17.61
ripencc|20150215|21327|3747|17.57
ripencc|20150315|21414|3773|17.62
ripencc|20150415|21562|3732|17.31
ripencc|20150515|21679|3847|17.75
ripencc|20150615|21742|3615|16.63
ripencc|20150715|21841|3645|16.69
ripencc|20150815|21921|3888|17.74
ripencc|20150915|22045|3912|17.75
ripencc|20151015|22134|3903|17.63
ripencc|20151115|22226|3700|16.65
ripencc|20151215|22359|3732|16.69
ripencc|20160115|22436|4018|17.91
ripencc|20160215|22527|4088|18.15
ripencc|20160315|22623|4046|17.88
ripencc|20160415|22746|4116|18.10
ripencc|20160515|22859|4136|18.09
ripencc|20160615|22963|4177|18.19
ripencc|20160715|23035|4186|18.17
ripencc|20160815|23152|4249|18.35
ripencc|20160915|23261|4263|18.33
ripencc|20161015|23357|4300|18.41
ripencc|20161115|23463|4313|18.38
ripencc|20161215|23573|4265|18.09
ripencc|20170115|23628|4335|18.35
ripencc|20170215|23745|4319|18.19
ripencc|20170315|23849|4334|18.17
ripencc|20170415|23975|4363|18.20
ripencc|20170515|24063|4440|18.45
ripencc|20170615|24188|4468|18.47
ripencc|20170715|24240|4485|18.50
ripencc|20170815|24317|4506|18.53
ripencc|20170915|24429|4554|18.64
ripencc|20171015|24520|4630|18.88
ripencc|20171115|24641|4754|19.29
ripencc|20171215|24799|4672|18.84
ripencc|20180115|24861|4625|18.60
ripencc|20180215|24951|4685|18.78
ripencc|20180315|25045|4762|19.01
ripencc|20180415|25162|4818|19.15
ripencc|20180515|25248|4772|18.90
ripencc|20180615|25296|4803|18.99
ripencc|20180715|25323|4800|18.96
ripencc|20180815|25484|4828|18.95
ripencc|20180915|25554|4839|18.94
ripencc|20181015|25639|4854|18.93
ripencc|20181115|25698|4859|18.91
ripencc|20181215|25777|4833|18.75
ripencc|20190115|25812|4892|18.95
ripencc|20190215|25902|4907|18.94
ripencc|20190315|25947|4898|18.88
ripencc|20190415|26082|4940|18.94
ripencc|20190515|26143|4942|18.90
ripencc|20190615|26219|4933|18.81
ripencc|20190715|26316|4949|18.81
ripencc|20190815|26415|5004|18.94
ripencc|20190915|26520|5041|19.01
ripencc|20191015|26635|5090|19.11
ripencc|20191115|26722|5108|19.12
ripencc|20191215|26763|5087|19.01
ripencc|20200115|26825|5006|18.66
ripencc|20200215|26921|5028|18.68
ripencc|20200315|27045|5234|19.35
ripencc|20200415|27098|5232|19.31
ripencc|20200515|27157|5252|19.34
ripencc|20200615|27245|5266|19.33
ripencc|20200715|27298|5255|19.25
ripencc|20200815|27377|5294|19.34
ripencc|20200915|27465|5325|19.39
ripencc|20201015|27558|5347|19.40
ripencc|20201115|27632|5366|19.42
ripencc|20201215|27728|5459|19.69
ripencc|20210115|27745|5382|19.40
ripencc|20210215|27854|5466|19.62
ripencc|20210315|27913|5441|19.49
ripencc|20210415|28015|5479|19.56
ripencc|20210515|28022|5492|19.60
ripencc|20210615|28109|5514|19.62
ripencc|20210715|28134|5495|19.53
ripencc|20210815|28121|5504|19.57
ripencc|20210915|28193|5579|19.79
ripencc|20211015|28208|5549|19.67
ripencc|20211115|28252|5562|19.69
ripencc|20211215|28274|5529|19.56
ripencc|20220115|28311|5546|19.59
ripencc|20220215|28303|5460|19.29
ripencc|20220315|28203|5525|19.59
ripencc|20220415|28237|5563|19.70
ripencc|20220515|28266|5553|19.65
ripencc|20220615|28261|5557|19.66
ripencc|20220715|28345|5614|19.81
ripencc|20220815|28356|5578|19.67
ripencc|20220915|28358|5581|19.68
ripencc|20221015|28286|5574|19.71
ripencc|20221115|28278|5577|19.72
ripencc|20221215|28314|5593|19.75
ripencc|20230115|28339|5562|19.63
ripencc|20230215|28310|5565|19.66
ripencc|20230315|28381|5554|19.57
ripencc|20230415|28450|5593|19.66
ripencc|20230515|28457|5587|19.63
ripencc|20230615|28470|5573|19.57
ripencc|20230715|28469|5542|19.47
ripencc|20230815|28517|5566|19.52
ripencc|20230915|28533|5456|19.12
ripencc|20231015|28591|5461|19.10
ripencc|20231115|28617|5427|18.96
ripencc|20231215|28629|5414|18.91
ripencc|20240115|28652|5425|18.93
ripencc|20240215|28667|5420|18.91
ripencc|20240315|28715|5418|18.87
ripencc|20240415|28752|5420|18.85
ripencc|20240515|28795|5415|18.81
ripencc|20240615|28810|5416|18.80
afrinic|20140615|755|303|40.13
afrinic|20140715|764|301|39.40
afrinic|20140815|777|305|39.25
afrinic|20140915|790|316|40.00
afrinic|20141015|791|307|38.81
afrinic|20141115|792|308|38.89
afrinic|20141215|808|312|38.61
afrinic|20150115|817|312|38.19
afrinic|20150215|825|316|38.30
afrinic|20150315|829|319|38.48
afrinic|20150415|841|321|38.17
afrinic|20150515|844|323|38.27
afrinic|20150615|849|322|37.93
afrinic|20150715|865|336|38.84
afrinic|20150815|876|340|38.81
afrinic|20150915|887|345|38.90
afrinic|20151015|900|342|38.00
afrinic|20151115|906|344|37.97
afrinic|20151215|907|345|38.04
afrinic|20160115|915|347|37.92
afrinic|20160215|932|358|38.41
afrinic|20160315|925|354|38.27
afrinic|20160415|948|367|38.71
afrinic|20160515|949|366|38.57
afrinic|20160615|960|374|38.96
afrinic|20160715|973|372|38.23
afrinic|20160815|992|406|40.93
afrinic|20160915|1006|404|40.16
afrinic|20161015|1008|411|40.77
afrinic|20161115|1016|417|41.04
afrinic|20161215|1019|416|40.82
afrinic|20170115|1021|413|40.45
afrinic|20170215|1028|412|40.08
afrinic|20170315|1038|415|39.98
afrinic|20170415|1039|418|40.23
afrinic|20170515|1041|423|40.63
afrinic|20170615|1060|427|40.28
afrinic|20170715|1061|427|40.25
afrinic|20170815|1075|443|41.21
afrinic|20170915|1080|451|41.76
afrinic|20171015|1094|452|41.32
afrinic|20171115|1104|453|41.03
afrinic|20171215|1122|449|40.02
afrinic|20180115|1122|443|39.48
afrinic|20180215|1129|437|38.71
afrinic|20180315|1139|443|38.89
afrinic|20180415|1145|447|39.04
afrinic|20180515|1158|460|39.72
afrinic|20180615|1171|475|40.56
afrinic|20180715|1180|478|40.51
afrinic|20180815|1198|487|40.65
afrinic|20180915|1209|489|40.45
afrinic|20181015|1215|492|40.49
afrinic|20181115|1226|496|40.46
afrinic|20181215|1237|489|39.53
afrinic|20190115|1242|498|40.10
afrinic|20190215|1255|502|40.00
afrinic|20190315|1263|511|40.46
afrinic|20190415|1269|515|40.58
afrinic|20190515|1274|526|41.29
afrinic|20190615|1290|526|40.78
afrinic|20190715|1307|530|40.55
afrinic|20190815|1321|535|40.50
afrinic|20190915|1326|536|40.42
afrinic|20191015|1331|542|40.72
afrinic|20191115|1342|556|41.43
afrinic|20191215|1359|548|40.32
afrinic|20200115|1369|546|39.88
afrinic|20200215|1379|557|40.39
afrinic|20200315|1393|560|40.20
afrinic|20200415|1397|567|40.59
afrinic|20200515|1405|580|41.28
afrinic|20200615|1415|592|41.84
afrinic|20200715|1429|593|41.50
afrinic|20200815|1439|584|40.58
afrinic|20200915|1437|582|40.50
afrinic|20201015|1433|575|40.13
afrinic|20201115|1433|583|40.68
afrinic|20201215|1445|604|41.80
afrinic|20210115|1435|597|41.60
afrinic|20210215|1467|605|41.24
afrinic|20210315|1470|611|41.56
afrinic|20210415|1468|619|42.17
afrinic|20210515|1475|629|42.64
afrinic|20210615|1495|627|41.94
afrinic|20210715|1508|636|42.18
afrinic|20210815|1536|638|41.54
afrinic|20210915|1567|647|41.29
afrinic|20211015|1580|647|40.95
afrinic|20211115|1596|651|40.79
afrinic|20211215|1606|667|41.53
afrinic|20220115|1605|667|41.56
afrinic|20220215|1615|666|41.24
afrinic|20220315|1631|670|41.08
afrinic|20220415|1649|677|41.06
afrinic|20220515|1653|670|40.53
afrinic|20220615|1676|688|41.05
afrinic|20220715|1691|683|40.39
afrinic|20220815|1701|688|40.45
afrinic|20220915|1716|693|40.38
afrinic|20221015|1719|692|40.26
afrinic|20221115|1739|700|40.25
afrinic|20221215|1733|698|40.28
afrinic|20230115|1729|699|40.43
afrinic|20230215|1743|708|40.62
afrinic|20230315|1749|716|40.94
afrinic|20230415|1761|710|40.32
afrinic|20230515|1769|714|40.36
afrinic|20230615|1776|711|40.03
afrinic|20230715|1786|717|40.15
afrinic|20230815|1796|728|40.53
afrinic|20230915|1809|723|39.97
afrinic|20231015|1821|731|40.14
afrinic|20231115|1823|737|40.43
afrinic|20231215|1833|726|39.61
afrinic|20240115|1837|736|40.07
afrinic|20240215|1843|736|39.93
afrinic|20240315|1809|722|39.91
afrinic|20240415|1837|743|40.45
afrinic|20240515|1860|740|39.78
afrinic|20240615|1857|738|39.74
lacnic|20140615|3336|1636|49.04
lacnic|20140715|3435|1667|48.53
lacnic|20140815|3539|1736|49.05
lacnic|20140915|3646|1811|49.67
lacnic|20141015|3719|1824|49.05
lacnic|20141115|3784|1877|49.60
lacnic|20141215|3852|1915|49.71
lacnic|20150115|3894|1933|49.64
lacnic|20150215|3937|1949|49.50
lacnic|20150315|3994|2019|50.55
lacnic|20150415|4086|2081|50.93
lacnic|20150515|4143|2140|51.65
lacnic|20150615|4201|2131|50.73
lacnic|20150715|4276|2178|50.94
lacnic|20150815|4339|2229|51.37
lacnic|20150915|4411|2289|51.89
lacnic|20151015|4504|2347|52.11
lacnic|20151115|4569|2341|51.24
lacnic|20151215|4641|2420|52.14
lacnic|20160115|4698|2501|53.24
lacnic|20160215|4766|2530|53.08
lacnic|20160315|4847|2592|53.48
lacnic|20160415|4934|2641|53.53
lacnic|20160515|4995|2674|53.53
lacnic|20160615|5070|2747|54.18
lacnic|20160715|5157|2800|54.30
lacnic|20160815|5229|2856|54.62
lacnic|20160915|5292|2914|55.06
lacnic|20161015|5368|2966|55.25
lacnic|20161115|5437|3012|55.40
lacnic|20161215|5532|3038|54.92
lacnic|20170115|5610|3086|55.01
lacnic|20170215|5697|3178|55.78
lacnic|20170315|5743|3238|56.38
lacnic|20170415|5817|3293|56.61
lacnic|20170515|5914|3353|56.70
lacnic|20170615|6067|3468|57.16
lacnic|20170715|6172|3502|56.74
lacnic|20170815|6294|3590|57.04
lacnic|20170915|6408|3695|57.66
lacnic|20171015|6493|3746|57.69
lacnic|20171115|6574|3833|58.31
lacnic|20171215|6685|3916|58.58
lacnic|20180115|6754|3918|58.01
lacnic|20180215|6858|3963|57.79
lacnic|20180315|6927|4057|58.57
lacnic|20180415|7038|4119|58.53
lacnic|20180515|7157|4208|58.80
lacnic|20180615|7260|4266|58.76
lacnic|20180715|7351|4324|58.82
lacnic|20180815|7438|4421|59.44
lacnic|20180915|7579|4462|58.87
lacnic|20181015|7683|4532|58.99
lacnic|20181115|7828|4641|59.29
lacnic|20181215|7941|4715|59.38
lacnic|20190115|8007|4779|59.69
lacnic|20190215|8102|4826|59.57
lacnic|20190315|8197|4892|59.68
lacnic|20190415|8294|4987|60.13
lacnic|20190515|8401|4997|59.48
lacnic|20190615|8517|5020|58.94
lacnic|20190715|8638|5102|59.06
lacnic|20190815|8748|5211|59.57
lacnic|20190915|8864|5254|59.27
lacnic|20191015|9004|5410|60.08
lacnic|20191115|9122|5578|61.15
lacnic|20191215|9243|5598|60.56
lacnic|20200115|9351|5658|60.51
lacnic|20200215|9473|5732|60.51
lacnic|20200315|9615|5894|61.30
lacnic|20200415|9766|5984|61.27
lacnic|20200515|9877|6067|61.43
lacnic|20200615|9997|6210|62.12
lacnic|20200715|10138|6282|61.96
lacnic|20200815|10318|6431|62.33
lacnic|20200915|10521|6589|62.63
lacnic|20201015|10592|6543|61.77
lacnic|20201115|10632|6608|62.15
lacnic|20201215|10655|6740|63.26
lacnic|20210115|10664|6702|62.85
lacnic|20210215|10688|6718|62.86
lacnic|20210315|10764|6783|63.02
lacnic|20210415|10780|6788|62.97
lacnic|20210515|10785|6770|62.77
lacnic|20210615|10805|6795|62.89
lacnic|20210715|10806|6800|62.93
lacnic|20210815|10801|6849|63.41
lacnic|20210915|10820|6861|63.41
lacnic|20211015|10822|6847|63.27
lacnic|20211115|10828|6873|63.47
lacnic|20211215|10900|6874|63.06
lacnic|20220115|10971|6926|63.13
lacnic|20220215|10988|6911|62.90
lacnic|20220315|10975|6894|62.82
lacnic|20220415|10990|6895|62.74
lacnic|20220515|11006|6890|62.60
lacnic|20220615|11020|6890|62.52
lacnic|20220715|11023|6991|63.42
lacnic|20220815|11024|6961|63.14
lacnic|20220915|11025|6963|63.16
lacnic|20221015|11026|6880|62.40
lacnic|20221115|11037|6831|61.89
lacnic|20221215|11042|6893|62.43
lacnic|20230115|11041|6871|62.23
lacnic|20230215|10999|6840|62.19
lacnic|20230315|11011|6873|62.42
lacnic|20230415|11021|6866|62.30
lacnic|20230515|11024|6828|61.94
lacnic|20230615|11039|6832|61.89
lacnic|20230715|11050|6824|61.76
lacnic|20230815|11047|6793|61.49
lacnic|20230915|11071|6832|61.71
lacnic|20231015|11087|6859|61.87
lacnic|20231115|11074|6859|61.94
lacnic|20231215|11086|6865|61.92
lacnic|20240115|11097|6876|61.96
lacnic|20240215|11093|6843|61.69
lacnic|20240315|11098|6848|61.70
lacnic|20240415|11109|6864|61.79
lacnic|20240515|11134|6841|61.44
lacnic|20240615|11140|6802|61.06
