as_type|date|from1to24|from25to49|from50to74|from75to100
business|20221115|327|423|1028|3629
business|20221215|336|426|1001|3646
business|20230115|331|435|1025|3630
business|20230215|324|436|1038|3635
business|20230315|308|441|1011|3664
business|20230415|312|432|1044|3652
business|20230515|311|431|1042|3669
business|20230615|314|437|1015|3674
business|20230715|318|429|1021|3663
business|20230815|311|424|1112|3756
business|20230915|309|429|1103|3764
business|20231015|323|432|1096|3750
business|20231115|323|423|1107|3732
business|20231215|316|408|1084|3735
business|20240115|326|404|1092|3748
business|20240215|338|418|1036|3708
business|20240315|327|412|1067|3729
business|20240415|331|424|1092|3747
business|20240515|319|420|1067|3834
business|20240615|311|426|1087|3846
education|20140615|94|46|74|311
education|20140715|107|44|85|293
education|20140815|105|45|78|303
education|20140915|113|44|88|317
education|20141015|114|42|84|308
education|20141115|109|40|85|316
education|20141215|105|46|89|320
education|20150115|106|50|81|322
education|20150215|108|51|83|320
education|20150315|111|48|79|321
education|20150415|100|50|78|326
education|20150515|95|47|87|324
education|20150615|104|48|85|324
education|20150715|99|47|83|323
education|20150815|99|49|87|317
education|20150915|97|49|86|321
education|20151015|93|47|90|331
education|20151115|92|47|94|330
education|20151215|90|48|94|324
education|20160115|85|53|102|322
education|20160215|82|58|89|336
education|20160315|85|59|94|329
education|20160415|86|56|93|331
education|20160515|90|55|98|325
education|20160615|85|54|101|328
education|20160715|89|56|96|322
education|20160815|87|55|105|317
education|20160915|90|55|104|328
education|20161015|89|53|99|325
education|20161115|86|54|101|323
education|20161215|87|55|98|331
education|20170115|86|54|97|330
education|20170215|87|50|95|338
education|20170315|88|55|94|338
education|20170415|86|54|87|340
education|20170515|92|54|101|325
education|20170615|95|51|103|327
education|20170715|96|51|100|323
education|20170815|96|55|102|321
education|20170915|95|48|114|317
education|20171015|94|51|111|322
education|20171115|99|51|109|329
education|20171215|96|49|103|333
education|20180115|102|57|101|328
education|20180215|99|47|106|336
education|20180315|97|51|112|331
education|20180415|99|50|118|354
education|20180515|98|49|112|349
education|20180615|93|52|116|353
education|20180715|103|49|109|337
education|20180815|99|52|112|335
education|20180915|101|55|104|350
education|20181015|108|53|112|355
education|20181115|107|47|101|366
education|20181215|110|52|103|358
education|20190115|105|50|105|370
education|20190215|109|47|105|366
education|20190315|108|49|109|374
education|20190415|109|47|108|379
education|20190515|106|51|104|382
education|20190615|105|47|110|386
education|20190715|102|53|113|385
education|20190815|99|53|108|377
education|20190915|106|59|99|389
education|20191015|94|54|101|398
education|20191115|94|58|111|403
education|20191215|97|55|110|387
education|20200115|103|51|115|386
education|20200215|98|53|108|397
education|20200315|99|56|101|402
education|20200415|97|58|101|396
education|20200515|97|58|101|397
education|20200615|95|54|111|391
education|20200715|92|59|110|400
education|20200815|97|61|108|399
education|20200915|95|57|112|386
education|20201015|95|59|106|390
education|20201115|91|52|113|376
education|20201215|90|53|110|387
education|20210115|95|48|112|387
education|20210215|94|49|118|376
education|20210315|92|54|122|373
education|20210415|94|66|119|387
education|20210515|93|63|113|374
education|20210615|92|63|102|383
education|20210715|94|66|102|379
education|20210815|96|60|114|374
education|20210915|96|65|105|379
education|20211015|95|61|112|390
education|20211115|90|64|108|401
education|20211215|87|61|116|387
education|20220115|95|54|129|392
education|20220215|105|51|126|389
education|20220315|107|52|121|390
education|20220415|104|56|117|389
education|20220515|99|58|114|396
education|20220615|97|58|118|402
education|20220715|102|62|119|411
education|20220815|99|59|111|413
education|20220915|105|54|115|410
education|20221015|105|54|120|407
education|20221115|104|56|127|398
education|20221215|104|56|120|398
education|20230115|105|61|111|392
education|20230215|103|58|120|385
education|20230315|108|61|112|386
education|20230415|106|53|120|394
education|20230515|102|52|117|402
education|20230615|112|60|118|395
education|20230715|110|52|106|404
education|20230815|109|52|112|414
education|20230915|100|55|114|424
education|20231015|103|54|113|425
education|20231115|105|57|107|413
education|20231215|99|51|104|416
education|20240115|103|53|98|420
education|20240215|109|58|99|402
education|20240315|108|56|109|416
education|20240415|110|58|104|416
education|20240515|104|61|104|416
education|20240615|102|57|102|423
government|20140615|27|19|41|147
government|20140715|22|18|39|151
government|20140815|22|19|44|155
government|20140915|23|13|46|164
government|20141015|24|12|40|167
government|20141115|24|16|41|162
government|20141215|24|22|41|162
government|20150115|22|22|43|161
government|20150215|25|21|43|165
government|20150315|22|22|41|171
government|20150415|26|20|48|167
government|20150515|23|19|45|163
government|20150615|23|21|48|160
government|20150715|22|19|42|174
government|20150815|21|20|45|168
government|20150915|23|16|46|167
government|20151015|25|17|44|162
government|20151115|27|18|49|156
government|20151215|30|16|53|156
government|20160115|29|15|51|157
government|20160215|31|15|56|157
government|20160315|29|16|54|160
government|20160415|29|18|50|163
government|20160515|30|18|49|165
government|20160615|30|18|49|167
government|20160715|27|17|51|168
government|20160815|29|18|50|169
government|20160915|27|18|53|165
government|20161015|25|17|51|168
government|20161115|28|23|42|166
government|20161215|30|20|43|170
government|20170115|27|19|48|168
government|20170215|25|20|42|171
government|20170315|22|22|49|173
government|20170415|21|16|48|174
government|20170515|24|20|46|173
government|20170615|28|18|47|167
government|20170715|26|19|48|174
government|20170815|22|19|43|182
government|20170915|24|18|45|185
government|20171015|23|18|40|187
government|20171115|22|19|43|192
government|20171215|21|19|44|191
government|20180115|22|20|42|187
government|20180215|28|21|39|192
government|20180315|22|23|46|193
government|20180415|27|22|46|204
government|20180515|27|24|46|193
government|20180615|23|25|50|203
government|20180715|25|24|52|194
government|20180815|27|20|53|194
government|20180915|25|21|53|197
government|20181015|24|20|45|202
government|20181115|25|19|51|203
government|20181215|25|21|50|202
government|20190115|24|19|45|193
government|20190215|23|18|51|203
government|20190315|22|21|56|200
government|20190415|26|20|53|201
government|20190515|25|18|52|203
government|20190615|28|21|55|197
government|20190715|29|22|52|198
government|20190815|31|19|56|201
government|20190915|33|19|56|202
government|20191015|31|20|55|199
government|20191115|33|21|56|192
government|20191215|29|20|59|203
government|20200115|30|21|56|205
government|20200215|27|20|61|203
government|20200315|25|22|62|201
government|20200415|22|20|63|206
government|20200515|23|21|63|209
government|20200615|20|22|68|209
government|20200715|20|22|61|212
government|20200815|19|24|61|212
government|20200915|22|24|59|209
government|20201015|22|20|58|216
government|20201115|23|21|55|216
government|20201215|27|22|56|211
government|20210115|26|22|58|211
government|20210215|23|25|58|211
government|20210315|24|27|59|213
government|20210415|27|25|57|222
government|20210515|25|28|60|217
government|20210615|27|27|61|216
government|20210715|29|25|60|210
government|20210815|29|26|64|217
government|20210915|30|29|58|219
government|20211015|32|29|69|219
government|20211115|32|30|66|233
government|20211215|30|32|70|226
government|20220115|29|33|73|223
government|20220215|29|32|70|232
government|20220315|27|33|75|233
government|20220415|24|36|71|233
government|20220515|25|35|80|236
government|20220615|27|36|75|241
government|20220715|28|37|72|244
government|20220815|30|35|74|249
government|20220915|34|34|77|242
government|20221015|26|37|72|247
government|20221115|28|36|77|240
government|20221215|28|40|78|237
government|20230115|26|39|76|236
government|20230215|26|40|74|234
government|20230315|25|39|75|238
government|20230415|25|38|84|234
government|20230515|21|34|77|243
government|20230615|21|39|74|247
government|20230715|25|36|78|241
government|20230815|22|32|79|245
government|20230915|23|36|82|242
government|20231015|24|37|80|248
government|20231115|23|35|74|253
government|20231215|28|33|71|254
government|20240115|29|32|71|248
government|20240215|30|37|67|248
government|20240315|34|38|75|254
government|20240415|35|36|69|255
government|20240515|33|34|72|265
government|20240615|32|33|75|259
hosting|20140615|364|182|278|1518
hosting|20140715|365|176|264|1567
hosting|20140815|359|170|262|1599
hosting|20140915|373|179|241|1603
hosting|20141015|379|175|252|1611
hosting|20141115|358|170|268|1640
hosting|20141215|349|175|255|1647
hosting|20150115|360|173|256|1684
hosting|20150215|363|165|250|1690
hosting|20150315|371|177|255|1707
hosting|20150415|356|173|237|1726
hosting|20150515|363|181|236|1732
hosting|20150615|360|180|257|1748
hosting|20150715|375|188|252|1743
hosting|20150815|356|204|262|1794
hosting|20150915|370|205|248|1799
hosting|20151015|369|204|274|1808
hosting|20151115|385|181|278|1834
hosting|20151215|382|185|266|1870
hosting|20160115|378|186|284|1872
hosting|20160215|370|197|279|1920
hosting|20160315|359|193|260|1962
hosting|20160415|388|206|268|1945
hosting|20160515|382|203|274|1966
hosting|20160615|370|200|272|2010
hosting|20160715|390|209|285|1979
hosting|20160815|377|214|292|2009
hosting|20160915|380|221|288|2017
hosting|20161015|396|230|287|1991
hosting|20161115|394|224|279|2026
hosting|20161215|409|219|281|2022
hosting|20170115|418|221|289|2022
hosting|20170215|412|231|285|2066
hosting|20170315|443|233|288|2088
hosting|20170415|421|229|280|2123
hosting|20170515|413|240|291|2138
hosting|20170615|429|238|294|2143
hosting|20170715|422|228|302|2166
hosting|20170815|424|233|324|2181
hosting|20170915|420|239|314|2184
hosting|20171015|414|259|311|2202
hosting|20171115|398|282|319|2200
hosting|20171215|438|287|310|2207
hosting|20180115|428|288|310|2215
hosting|20180215|437|270|324|2251
hosting|20180315|416|270|319|2298
hosting|20180415|406|255|328|2423
hosting|20180515|425|257|332|2359
hosting|20180615|399|283|337|2398
hosting|20180715|408|278|341|2368
hosting|20180815|393|282|340|2402
hosting|20180915|413|283|340|2428
hosting|20181015|411|263|340|2459
hosting|20181115|402|282|345|2486
hosting|20181215|400|287|349|2520
hosting|20190115|413|293|341|2510
hosting|20190215|406|286|347|2537
hosting|20190315|401|288|341|2569
hosting|20190415|425|295|332|2493
hosting|20190515|440|279|350|2572
hosting|20190615|425|273|343|2596
hosting|20190715|454|271|343|2595
hosting|20190815|418|254|352|2639
hosting|20190915|471|262|341|2676
hosting|20191015|432|293|380|2744
hosting|20191115|415|288|387|2779
hosting|20191215|460|271|347|2717
hosting|20200115|448|267|367|2771
hosting|20200215|452|269|369|2768
hosting|20200315|446|289|379|2818
hosting|20200415|448|297|374|2833
hosting|20200515|438|278|369|2864
hosting|20200615|457|280|366|2850
hosting|20200715|465|287|383|2860
hosting|20200815|460|276|386|2914
hosting|20200915|456|284|375|2946
hosting|20201015|471|298|383|2990
hosting|20201115|468|285|360|3032
hosting|20201215|461|290|360|3062
hosting|20210115|461|304|363|3034
hosting|20210215|453|297|377|3042
hosting|20210315|483|300|390|3060
hosting|20210415|478|311|391|3069
hosting|20210515|485|299|386|3085
hosting|20210615|482|292|409|3082
hosting|20210715|477|306|396|3086
hosting|20210815|492|298|389|3141
hosting|20210915|501|303|386|3158
hosting|20211015|463|330|449|3217
hosting|20211115|468|316|394|3230
hosting|20211215|467|289|372|3234
hosting|20220115|497|303|381|3243
hosting|20220215|488|307|391|3236
hosting|20220315|496|295|399|3263
hosting|20220415|477|304|375|3263
hosting|20220515|474|289|380|3307
hosting|20220615|455|291|384|3357
hosting|20220715|457|301|405|3402
hosting|20220815|472|279|407|3354
hosting|20220915|487|289|413|3389
hosting|20221015|476|283|402|3394
hosting|20221115|471|271|373|3426
hosting|20221215|467|269|384|3433
hosting|20230115|492|265|388|3430
hosting|20230215|496|279|391|3393
hosting|20230315|493|268|396|3416
hosting|20230415|491|266|404|3469
hosting|20230515|485|262|400|3500
hosting|20230615|485|273|405|3461
hosting|20230715|490|252|398|3485
hosting|20230815|465|270|433|3650
hosting|20230915|473|261|437|3662
hosting|20231015|469|265|443|3690
hosting|20231115|471|274|429|3708
hosting|20231215|476|274|420|3686
hosting|20240115|479|284|425|3704
hosting|20240215|505|283|404|3608
hosting|20240315|482|298|461|3743
hosting|20240415|491|292|462|3771
hosting|20240515|436|291|450|3899
hosting|20240615|435|284|463|3926
internet|20140615|1490|1040|1730|7353
internet|20140715|1514|1053|1724|7523
internet|20140815|1535|1012|1740|7618
internet|20140915|1549|1020|1755|7699
internet|20141015|1555|1022|1783|7721
internet|20141115|1557|1055|1817|7785
internet|20141215|1543|1067|1821|7841
internet|20150115|1572|1110|1789|7968
internet|20150215|1588|1099|1800|8008
internet|20150315|1610|1098|1846|8068
internet|20150415|1547|1109|1836|8135
internet|20150515|1542|1133|1841|8128
internet|20150615|1580|1118|1870|8155
internet|20150715|1593|1127|1876|8157
internet|20150815|1552|1165|1906|8264
internet|20150915|1602|1154|1893|8281
internet|20151015|1562|1142|1946|8343
internet|20151115|1597|1158|1962|8464
internet|20151215|1625|1180|1957|8493
internet|20160115|1624|1153|1984|8652
internet|20160215|1600|1185|1996|8852
internet|20160315|1597|1166|2014|9013
internet|20160415|1641|1175|1987|8976
internet|20160515|1631|1197|2016|9035
internet|20160615|1581|1194|2049|9163
internet|20160715|1662|1230|2042|9057
internet|20160815|1666|1221|2084|9204
internet|20160915|1682|1253|2069|9246
internet|20161015|1716|1286|2043|9118
internet|20161115|1705|1302|2054|9197
internet|20161215|1749|1290|2086|9199
internet|20170115|1723|1292|2106|9204
internet|20170215|1748|1329|2112|9361
internet|20170315|1768|1347|2157|9495
internet|20170415|1745|1287|2162|9568
internet|20170515|1732|1336|2291|9696
internet|20170615|1767|1337|2237|9619
internet|20170715|1744|1303|2225|9714
internet|20170815|1788|1338|2278|9756
internet|20170915|1766|1263|2303|9940
internet|20171015|1779|1345|2267|10027
internet|20171115|1782|1400|2306|10068
internet|20171215|1803|1410|2298|10019
internet|20180115|1818|1394|2252|9999
internet|20180215|1815|1394|2305|10051
internet|20180315|1802|1402|2330|10311
internet|20180415|1714|1386|2417|10885
internet|20180515|1784|1411|2381|10671
internet|20180615|1742|1396|2472|10864
internet|20180715|1780|1454|2445|10584
internet|20180815|1789|1459|2494|10657
internet|20180915|1765|1477|2437|10794
internet|20181015|1763|1489|2393|10919
internet|20181115|1821|1463|2453|11010
internet|20181215|1802|1499|2395|11057
internet|20190115|1827|1470|2433|11032
internet|20190215|1795|1449|2442|11145
internet|20190315|1798|1522|2486|11302
internet|20190415|1850|1476|2425|11002
internet|20190515|1880|1445|2464|11240
internet|20190615|1859|1441|2423|11372
internet|20190715|1859|1477|2430|11369
internet|20190815|1795|1459|2463|11477
internet|20190915|1881|1454|2464|11571
internet|20191015|1831|1562|2634|11676
internet|20191115|1785|1590|2652|11906
internet|20191215|1888|1563|2491|11705
internet|20200115|1846|1564|2559|11854
internet|20200215|1864|1555|2557|11841
internet|20200315|1852|1609|2651|12120
internet|20200415|1792|1615|2720|12182
internet|20200515|1795|1578|2697|12398
internet|20200615|1816|1580|2692|12248
internet|20200715|1834|1614|2689|12307
internet|20200815|1888|1581|2686|12439
internet|20200915|1866|1603|2715|12520
internet|20201015|1856|1597|2691|12760
internet|20201115|1833|1578|2678|12749
internet|20201215|1818|1632|2703|12851
internet|20210115|1877|1577|2779|12700
internet|20210215|1848|1618|2841|12680
internet|20210315|1897|1627|2884|12752
internet|20210415|1901|1669|2890|12879
internet|20210515|1914|1594|2849|12876
internet|20210615|1924|1591|2856|12942
internet|20210715|1912|1650|2878|12889
internet|20210815|1904|1656|2862|13035
internet|20210915|1942|1667|2889|13168
internet|20211015|1857|1777|3066|13417
internet|20211115|1873|1723|2848|13446
internet|20211215|1838|1663|2844|13474
internet|20220115|1882|1701|2910|13552
internet|20220215|1882|1734|2920|13595
internet|20220315|1893|1698|2940|13528
internet|20220415|1888|1675|2866|13563
internet|20220515|1818|1683|2916|13699
internet|20220615|1797|1713|2930|13814
internet|20220715|1842|1693|3036|13940
internet|20220815|1825|1684|3018|13913
internet|20220915|1861|1701|3073|14007
internet|20221015|1800|1704|2974|14044
internet|20221115|1747|1687|2894|14057
internet|20221215|1828|1652|2831|14055
internet|20230115|1807|1677|2882|14043
internet|20230215|1855|1704|2927|13885
internet|20230315|1836|1670|2902|13978
internet|20230415|1818|1624|2987|14128
internet|20230515|1811|1637|2931|14183
internet|20230615|1843|1685|2915|14090
internet|20230715|1821|1643|2916|14150
internet|20230815|1718|1652|3107|14785
internet|20230915|1759|1636|3153|14805
internet|20231015|1760|1651|3148|14815
internet|20231115|1752|1640|3104|14773
internet|20231215|1747|1619|3028|14766
internet|20240115|1768|1624|3006|14843
internet|20240215|1868|1643|2890|14366
internet|20240315|1770|1637|3032|14838
internet|20240415|1849|1656|3070|14911
internet|20240515|1722|1613|3042|15203
internet|20240615|1698|1600|3052|15355
isp|20140615|497|349|401|2113
isp|20140715|506|360|409|2138
isp|20140815|513|340|408|2157
isp|20140915|528|335|418|2184
isp|20141015|517|352|431|2209
isp|20141115|544|374|445|2235
isp|20141215|549|371|456|2260
isp|20150115|555|384|452|2332
isp|20150215|558|398|436|2326
isp|20150315|573|397|462|2324
isp|20150415|549|401|467|2353
isp|20150515|548|419|485|2353
isp|20150615|570|422|477|2386
isp|20150715|579|423|490|2373
isp|20150815|562|423|491|2438
isp|20150915|591|426|491|2402
isp|20151015|564|422|517|2432
isp|20151115|573|438|514|2495
isp|20151215|603|434|539|2480
isp|20160115|606|416|528|2580
isp|20160215|590|436|548|2663
isp|20160315|606|430|567|2741
isp|20160415|620|431|527|2704
isp|20160515|617|435|539|2723
isp|20160615|577|446|546|2780
isp|20160715|629|464|553|2709
isp|20160815|622|449|567|2804
isp|20160915|632|487|555|2802
isp|20161015|655|496|557|2786
isp|20161115|667|506|564|2822
isp|20161215|686|502|585|2810
isp|20170115|653|511|599|2826
isp|20170215|710|509|619|2888
isp|20170315|706|519|643|2956
isp|20170415|699|488|645|3010
isp|20170515|694|513|704|3080
isp|20170615|700|510|684|3019
isp|20170715|689|494|683|3057
isp|20170815|713|507|693|3075
isp|20170915|698|465|697|3219
isp|20171015|723|515|684|3271
isp|20171115|729|513|704|3276
isp|20171215|721|520|714|3215
isp|20180115|726|522|691|3217
isp|20180215|716|539|711|3237
isp|20180315|723|530|723|3412
isp|20180415|662|530|759|3747
isp|20180515|705|551|738|3635
isp|20180615|698|519|824|3756
isp|20180715|719|579|770|3617
isp|20180815|733|591|796|3631
isp|20180915|705|583|783|3696
isp|20181015|707|614|769|3725
isp|20181115|750|592|772|3767
isp|20181215|739|606|715|3789
isp|20190115|760|584|765|3751
isp|20190215|738|580|784|3799
isp|20190315|752|630|801|3916
isp|20190415|763|590|774|3745
isp|20190515|796|562|827|3829
isp|20190615|780|584|781|3895
isp|20190715|755|610|789|3919
isp|20190815|746|621|792|3960
isp|20190915|768|596|796|4004
isp|20191015|772|668|883|4026
isp|20191115|746|692|875|4158
isp|20191215|801|690|796|4071
isp|20200115|775|700|846|4146
isp|20200215|780|692|849|4161
isp|20200315|759|710|935|4315
isp|20200415|730|691|980|4383
isp|20200515|744|678|980|4494
isp|20200615|766|681|959|4388
isp|20200715|788|697|942|4466
isp|20200815|819|699|926|4507
isp|20200915|787|721|977|4567
isp|20201015|768|694|949|4757
isp|20201115|760|692|948|4717
isp|20201215|758|729|982|4734
isp|20210115|806|682|1049|4708
isp|20210215|788|704|1064|4687
isp|20210315|808|717|1072|4729
isp|20210415|811|737|1087|4804
isp|20210515|808|713|1077|4819
isp|20210615|824|715|1074|4886
isp|20210715|829|740|1107|4875
isp|20210815|814|753|1093|4986
isp|20210915|834|771|1106|5082
isp|20211015|806|832|1209|5230
isp|20211115|828|810|1069|5236
isp|20211215|805|783|1071|5316
isp|20220115|825|808|1113|5368
isp|20220215|820|833|1115|5400
isp|20220315|810|821|1135|5392
isp|20220415|842|781|1120|5418
isp|20220515|784|801|1160|5519
isp|20220615|803|806|1172|5567
isp|20220715|827|790|1200|5638
isp|20220815|811|812|1186|5673
isp|20220915|826|812|1223|5739
isp|20221015|800|817|1164|5791
isp|20221115|766|834|1128|5848
isp|20221215|842|801|1091|5854
isp|20230115|803|816|1143|5878
isp|20230215|864|829|1164|5792
isp|20230315|865|806|1172|5829
isp|20230415|839|779|1211|5945
isp|20230515|851|806|1165|5953
isp|20230615|871|830|1188|5945
isp|20230715|842|830|1204|6007
isp|20230815|775|824|1254|6394
isp|20230915|826|804|1310|6393
isp|20231015|809|818|1311|6405
isp|20231115|799|806|1290|6391
isp|20231215|804|814|1262|6422
isp|20240115|806|817|1238|6500
isp|20240215|869|817|1211|6201
isp|20240315|807|801|1249|6524
isp|20240415|868|821|1276|6566
isp|20240515|818|788|1288|6644
isp|20240615|807|785|1266|6778
none|20140615|255|209|350|1272
none|20140715|253|212|348|1317
none|20140815|259|193|370|1324
none|20140915|249|205|350|1330
none|20141015|261|205|368|1317
none|20141115|258|215|362|1310
none|20141215|253|209|369|1309
none|20150115|260|217|370|1319
none|20150215|255|211|370|1335
none|20150315|262|194|384|1347
none|20150415|251|200|377|1342
none|20150515|249|188|381|1330
none|20150615|258|185|373|1316
none|20150715|254|199|389|1301
none|20150815|255|197|397|1291
none|20150915|265|182|383|1292
none|20151015|250|181|395|1293
none|20151115|248|188|399|1314
none|20151215|248|208|390|1302
none|20160115|249|203|376|1340
none|20160215|250|203|382|1359
none|20160315|247|198|393|1370
none|20160415|246|200|381|1355
none|20160515|231|208|384|1340
none|20160615|229|203|387|1367
none|20160715|229|206|379|1349
none|20160815|247|209|372|1357
none|20160915|261|194|361|1361
none|20161015|255|198|358|1315
none|20161115|238|211|356|1312
none|20161215|240|210|368|1296
none|20170115|244|203|363|1258
none|20170215|230|216|358|1272
none|20170315|223|222|355|1291
none|20170415|226|204|357|1270
none|20170515|213|197|381|1288
none|20170615|218|214|356|1248
none|20170715|223|199|360|1254
none|20170815|228|196|366|1253
none|20170915|219|191|362|1276
none|20171015|214|186|371|1259
none|20171115|216|192|368|1253
none|20171215|220|206|356|1237
none|20180115|228|184|348|1203
none|20180215|220|192|346|1192
none|20180315|224|197|365|1196
none|20180415|201|200|376|1240
none|20180515|209|194|366|1227
none|20180615|212|186|361|1207
none|20180715|208|189|352|1146
none|20180815|219|178|368|1161
none|20180915|206|184|368|1167
none|20181015|199|185|343|1187
none|20181115|197|174|366|1194
none|20181215|190|175|350|1167
none|20190115|184|162|358|1166
none|20190215|185|156|347|1179
none|20190315|177|164|352|1160
none|20190415|175|166|334|1132
none|20190515|178|162|321|1160
none|20190615|176|153|310|1167
none|20190715|175|158|302|1152
none|20190815|168|150|303|1149
none|20190915|171|148|309|1129
none|20191015|170|161|327|1114
none|20191115|168|162|320|1132
none|20191215|163|156|294|1085
none|20200115|154|160|290|1080
none|20200215|168|157|289|1032
none|20200315|175|152|299|1052
none|20200415|157|145|305|1038
none|20200515|153|142|307|1064
none|20200615|160|138|295|1035
none|20200715|149|133|292|991
none|20200815|155|124|292|996
none|20200915|158|127|280|997
none|20201015|142|116|287|976
none|20201115|135|118|267|944
none|20201215|128|121|274|938
none|20210115|130|117|264|886
none|20210215|127|121|276|874
none|20210315|131|125|264|880
none|20210415|126|115|259|869
none|20210515|123|102|248|847
none|20210615|118|105|254|823
none|20210715|116|113|251|789
none|20210815|112|112|261|783
none|20210915|103|99|273|774
none|20211015|95|114|253|765
none|20211115|94|105|252|753
none|20211215|94|102|231|722
none|20220115|85|97|216|733
none|20220215|89|95|210|729
none|20220315|96|82|213|681
none|20220415|90|84|209|658
none|20220515|86|85|193|640
none|20220615|80|88|178|636
none|20220715|78|80|188|631
none|20220815|71|79|187|582
none|20220915|68|79|187|573
none|20221015|59|72|172|546
none|20221115|51|67|161|516
none|20221215|51|60|157|487
none|20230115|50|61|139|477
none|20230215|42|62|140|446
none|20230315|37|55|136|445
none|20230415|45|56|124|434
none|20230515|41|52|130|416
none|20230615|40|46|115|368
none|20230715|36|44|109|350
none|20230815|36|50|117|326
none|20230915|28|51|107|320
none|20231015|32|45|105|297
none|20231115|31|45|97|276
none|20231215|24|39|87|253
none|20240115|25|34|82|223
none|20240215|17|30|73|199
none|20240315|12|32|71|172
none|20240415|14|25|67|156
none|20240515|12|19|61|145
none|20240615|11|15|59|123
