#as_origin|region|country|as_type|prefix01(neighbors_announced);prefix02(neighbors_announced);...
20057|arin|US|isp|2600:380::/37(7018);2600:380:800::/37(7018);2600:380:c00::/38(7018);2600:380:1000::/37(7018);2600:380:1800::/38(7018);2600:380:1800::/41(7018);2600:380:1880::/41(7018);2600:380:2000::/37(7018);2600:380:2800::/37(7018);2600:380:3000::/37(7018);2600:380:3800::/37(7018);2600:380:4000::/38(7018);2600:380:4400::/38(7018);2600:380:4500::/40(7018);2600:380:4800::/38(7018);2600:380:4c00::/38(7018);2600:380:4c00::/41(7018);2600:380:4c80::/41(7018);2600:380:4d00::/41(7018);2600:380:4d80::/41(7018);2600:380:5000::/38(7018);2600:380:5400::/38(7018);2600:380:5800::/38(7018);2600:380:5800::/41(7018);2600:380:5880::/41(7018);2600:380:5900::/41(7018);2600:380:5980::/41(7018);2600:380:5a00::/41(7018);2600:380:5a80::/41(7018);2600:380:5c00::/38(7018);2600:380:6000::/38(7018);2600:380:6000::/41(7018);2600:380:6080::/41(7018);2600:380:6100::/41(7018);2600:380:6180::/41(7018);2600:380:6200::/41(7018);2600:380:6280::/41(7018);2600:380:6300::/41(7018);2600:380:6380::/41(7018);2600:380:6400::/38(7018);2600:380:6400::/41(7018);2600:380:6480::/41(7018);2600:380:6500::/41(7018);2600:380:6580::/41(7018);2600:380:6600::/41(7018);2600:380:6680::/41(7018);2600:380:6900::/40(7018);2600:380:6a00::/40(7018);2600:380:6c00::/38(7018);2600:380:7500::/40(7018);2600:380:7a00::/40(7018);2600:380:7b00::/40(7018);2600:380:7b00::/41(7018);2600:387::/48(7018);2600:387:1::/48(7018);2600:387:2::/48(7018);2600:387:3::/48(7018);2600:387:4::/48(7018);2600:387:5::/48(7018);2600:387:6::/48(7018);2600:387:7::/48(7018);2600:387:8::/48(7018);2600:387:9::/48(7018);2600:387:a::/48(7018);2600:387:b::/48(7018)
20074|arin|US|education|2620:104:1000::/44(4323)
20093|arin|US|none|2607:5700::/32(4436,6939,6461)
20109|arin|US|business|2620:105:3000::/44(174,6939);2620:105:3001::/48(7385);2620:105:3002::/48(7385)
20115|arin|US|isp|2600:6c09::/32(6939,5580,2828,8218,3356,9002,174);2600:6c09:1::/48(174,3356,2828);2602:100::/32(6939,5580,8218,3356,9002);2607:f428::/32(6939,5580,8218,3356,9002);2607:f428:1::/48(6939,5580,8218,3356,9002,174);2607:f428:2::/48(6939,5580,8218,9002,174);2607:f428:3::/48(6939,5580,8218,3356,9002)
20125|arin|US|education|2620:e::/48(57,3549)
20126|arin|US|education|2620:4:c000::/48(600)
20130|arin|US|education|2001:468:1202::/48(23352,174,22335);2620:0:2250::/48(23352,174,22335)
20139|arin|US|business|2620:e7:8000::/48(15290)
20141|arin|US|hosting|2607:f868::/34(2914,4323);2607:f868:8000::/34(2914,4323)
20144|arin|US|hosting|2001:500:3::/48(39138,12731,6939,33920,15626,8954,30781,8218,16735,3356,2914,8522,12883,22548,42,45896,23148,25091);2001:500:9c::/48(3356,6939,45896);2001:500:9d::/48(6939,8928,3257,3356,9002)
20161|arin|CA|isp|2600:d00::/28(6327,11666,6939,13030,5580,50763,22652,4589,45896);2600:d05::/34(6327,22652,6939,13030);2600:d09::/34(6327,22652,6939,13030);2600:d0a::/34(6327,22652,6939,13030);2600:d0b:8000::/34(6327,22652,6939,13030)
20167|arin|US|education|2620:0:5040::/48(3356)
20171|arin|US|business|2a00:16f8:6::/48(6461)
20177|arin|US|education|2001:49d0:140::/42(2495)
20191|lacnic|CL|education|2800:1b0::/32(14259)
20205|arin|US|isp|2001:4950::/32(174,10796)
20209|arin|US|none|2605:4800:3::/48(12182,6461)
20225|arin|US|none|2607:fc58::/32(6939,13536,13030,22652,3356,9002);2620:a1::/48(6939,13536,13030,22652,9002)
20245|arin|US|none|2620:0:181c::/48(17151);2620:0:181d::/48(17151)
20274|arin|US|education|2620:75:8000::/48(3807)
20283|arin|US|isp|2605:5000::/32(25615,32609)
20299|lacnic|GT|isp|2800:860:face::/48(23520)
20306|arin|US|education|2620:65:8000::/48(2828,46887)
20308|arin|US|business|2620:0:110::/48(209)
20355|arin|US|hosting|2604:d800::/32(22773,209,7018,3549,3356)
20366|arin|US|none|2620:109:c008::/48(14413);2620:109:c009::/48(14413);2620:119:5000::/48(22822,3549);2620:119:5040::/48(22822,3549)
20375|arin|CA|none|2607:c000::/32(13768,6939)
20381|arin|US|business|2001:1900:2294::/48(3356)
20388|arin|US|hosting|2620:94:8000::/48(11537)
20394|arin|US|isp|2604:b100::/32(50763,2914,6939)
20401|arin|US|none|2606:7e00::/32(6461)
20448|arin|US|isp|2606:1000::/32(11758,19151)
20454|arin|US|hosting|2607:ff00::/32(12189)
20473|arin|US|hosting|2001:19f0::/38(4436,6939,9002);2001:19f0:1000::/38(4436,6939,9002);2001:19f0:1400::/38(4436,6939,9002);2001:19f0:4000::/38(4436,6939,9002);2001:19f0:5400::/38(4436);2001:19f0:5c00::/38(23352);2001:19f0:6000::/38(4436);2001:19f0:6800::/38(3257);2001:19f0:6c00::/38(3257);2001:19f0:7000::/38(23352);2001:19f0:a800::/38(4436,6939,9002);2602:ffe5:8::/48(6939,9002)
20485|ripencc|RU|isp|2a00:1e48::/32(1273,1299,6453,6939,57463,5580,34288,3356,2914,6881,174,31019,8365,42708,251,4635,29608,6667);2a02:618::/32(1273,1299,6453,6939,57463,5580,34288,3356,2914,251,6881,31019,8365,42708,4635,29608,6667)
20491|ripencc|PL|business|2001:67c:600::/48(28978)
20495|ripencc|NL|hosting|2001:15c8::/32(12859,6939,44953,3356,286,1836,50763,6667,1103,29140,9002,31019,42708,13237,50300,13030,3257,34288,25220);2a00:cc20::/33(12859,6939,44953,3356,1836,57463,50763,6667,1103,29140,9002,31019,42708,13237,50300,13030,3257,34288,25220);2a02:2a38::/32(12859,6939,44953,3356,286,1836,50763,6667,1103,29140,9002,31019,42708,13237,50300,13030,3257,34288,25220)
20504|ripencc|NL|business|2a03:d680::/48(553,25560,3320,286,6939,29140,8218,34288,6695,9002,31019,25220,42708,34309,13237)
20507|ripencc|NL|isp|2a01:3a8::/32(13127,3549)
20514|ripencc|SE|business|2a03:c300::/32(1257,1299,6939)
20521|ripencc|MT|hosting|2a00:1cc0::/32(15735)
20530|ripencc|RO|isp|2001:7f8:49::/48(6939)
20535|ripencc|DE|none|2a00:16a8::/32(174,9002)
20546|ripencc|DE|hosting|2a02:cb40::/32(33891)
20547|ripencc|GB|none|2001:67c:26ec::/48(6908);2a02:298::/32(6908)
20552|ripencc|PL|isp|2a02:d88::/32(174,3356,6939)
20553|ripencc|PL|business|2a02:fbc0::/29(251,6939)
20555|ripencc|PL|education|2001:1a68:a::/48(24724,6939)
20561|ripencc|DE|business|2a03:85c0::/29(8767,5400)
20562|ripencc|NL|none|2a02:10:1::/48(12859,6939,44953,50763,8365,1103,29140,8218,9002,4589,31019,42708,29608,13237,13030,34288,41695,2914,25220,34309,29686)
20569|ripencc|FI|none|2001:8b8::/29(9002,3292,12552)
20572|ripencc|DE|business|2001:67c:2ae4::/48(3320)
20574|ripencc|SE|business|2a03:900::/32(42708,12552)
20594|ripencc|DE|business|2a01:8180:2000::/36(8767,21150)
20597|ripencc|RU|hosting|2001:1b00::/32(3216,9002)
20603|ripencc|FR|none|2001:688:1f80::/42(5511);2a01:cf00::/40(5511)
20608|ripencc|IT|none|2a00:c28::/32(6939,12637)
20612|ripencc|CH|isp|2001:67c:20ac::/48(12399,8758,6939)
20618|ripencc|DK|hosting|2a02:4bc0::/32(174,6939)
20621|ripencc|DE|none|2001:aa8::/32(6939,3257,5580,1299,13237)
20625|ripencc|SE|business|2001:67c:2448::/48(16117);2001:b48::/29(16117);2a02:ae8::/29(12552)
20626|ripencc|SE|isp|2001:67c:2524::/48(12552);2001:b58::/32(12552);2001:b58::/48(12552)
20632|ripencc|RU|isp|2a02:26d8::/32(31133,9002)
20633|ripencc|DE|education|2001:a38::/32(286,25560,12859,6939,29140,5580,8218,34288,680,6695,251,9002,31019,25220,42708,34309,13237)
20634|ripencc|LI|isp|2a00:ec0::/32(12859,6939,3549,15469,44953,3356,3320,1836,57463,50763,8365,1103,29140,9002,31019,42708,174,50300,13237,34288,25220)
20640|ripencc|DE|hosting|2001:4b88::/32(12859,6939,5413,286,6667,553,1103,25560,29140,8218,680,251,9002,4589,31019,42708,13237,1273,6453,13030,3257,8763,34288,6695,25220,34309,29686)
20645|ripencc|IL|hosting|2a03:980::/32(3549,6461)
20647|ripencc|DE|hosting|2001:67c:13c::/48(553,25560,286,6939,8928,29140,3257,8218,34288,6695,9002,31019,25220,42708,1299,34309,13237);2a00:1c39::/48(553,25560,286,6939,8928,29140,3257,8218,34288,6695,9002,31019,25220,42708,1299,34309,13237);2a02:f28::/32(553,25560,286,6939,8928,29140,3257,8218,34288,6695,9002,31019,25220,42708,1299,34309,13237)
20650|ripencc|BE|business|2a01:38::/32(3257)
20653|ripencc|DE|isp|2a02:3a0::/32(12586,5580,6939)
20655|ripencc|RU|hosting|2a02:7e80::/32(3216,1299,9002);2a02:7e80::/33(9002);2a02:7e80:8000::/33(9002)
20676|ripencc|DE|isp|2001:658::/32(12859,6939,5580,3356,286,29686,9189,553,25560,29140,8218,680,251,9002,31019,42708,13237,13030,8763,34288,6695,25220,1299,2857,34309,20640);2001:1a80::/32(12859,6939,5580,3356,286,29686,9189,553,25560,29140,8218,680,251,9002,31019,42708,13237,13030,8763,34288,6695,25220,1299,2857,34309,20640);2a01:7660:6::/48(12859,6939,5580,3356,286,29686,9189,553,25560,29140,8218,680,251,9002,31019,42708,13237,13030,8763,34288,6695,25220,1299,2857,34309,20640);2a01:8400::/32(553,25560,29686,12859,6939,13030,9189,5580,20640,8763,680,251,9002,42708,1299,2857,34309,13237)
20677|ripencc|DE|hosting|2a00:fac0::/32(33843,13237)
20681|ripencc|DK|business|2a01:8300::/32(3356,3292,3549)
20692|ripencc|DE|hosting|2a02:d6a0::/30(1299,6939)
20694|ripencc|DE|hosting|2a01:688::/32(42525,286,12731,13237)
20704|ripencc|AT|none|2001:1408::/32(9002,6939,13030)
20707|ripencc|IT|none|2001:8d0::/32(4589,3257,16210);2001:8d0:1000::/36(4589,3257,16210);2001:8d0:2000::/35(4589,3257,16210)
20712|ripencc|GB|isp|2001:67c:1270::/48(34270,1103,6939,13030,13237,5580,8218,34288,5413,41695,2914,9002,4589,42708,8426,34309,50300);2001:67c:2a40::/48(34270,1103,6939,13030,13237,5580,12703,34288,5413,8218,41695,2914,9002,4589,42708,8426,34309,50300);2001:67c:2a4c::/48(34270,1103,6939,13030,13237,5580,8218,34288,5413,41695,2914,9002,4589,42708,8426,34309,50300);2001:8b0::/32(34270,1103,6939,13030,13237,5580,8218,34288,5413,37105,41695,2914,9002,4589,42708,8426,34309,50300);2001:8b0:1::/48(1103,6939,13030,13237,5580,12703,34288,5413,8218,41695,9002,4589,42708,8426,34309,50300);2001:8b0:1628::/48(34270,1103,6939,13030,13237,5580,12703,34288,5413,8218,41695,2914,9002,4589,42708,8426,34309,50300);2001:8b0:4000::/36(1103,6939,13030,13237,5580,12703,34288,5413,8218,41695,9002,4589,42708,8426,34309,50300);2620:104:4007::/48(34270,1103,6939,13030,13237,5580,8218,34288,5413,41695,2914,9002,4589,42708,8426,34309,50300);2a00:8e00:1::/48(34270,1103,6939,13030,13237,5580,12703,34288,5413,8218,41695,2914,9002,4589,42708,8426,34309,50300);2a03:3a40:2000::/48(34270,1103,6939,13030,13237,5580,8218,34288,5413,41695,2914,9002,4589,42708,8426,34309,50300)
20718|ripencc|ES|hosting|2001:ba0::/32(8560);2001:ba0::/48(6939,3257,41695,9002,174,6667);2001:ba0:1::/48(6939,41695,9002,174,6667);2001:ba0:2::/48(6939,3257,41695,9002,174,6667);2001:ba0:3::/48(6939,3257,41695,9002,174,6667);2001:ba0:100::/48(6939,3257,41695,9002,174,6667)
20723|ripencc|CZ|hosting|2a00:6500::/32(9002,15685,6881)
20738|ripencc|GB|hosting|2a02:4e8:1::/48(1103,6939,13030,5580,8218,34288,5413,41695,9002,4589,13237,8426,34309,50300);2a02:4e8:4::/48(1103,6939,13030,5580,8218,34288,5413,41695,9002,4589,13237,8426,34309,50300);2a02:4e8:5::/48(1103,6939,13030,5580,8218,34288,5413,41695,9002,4589,13237,8426,34309,50300);2a02:4e8:a::/48(6939);2a02:4e8:d::/48(1103,6939,13030,5580,8218,34288,5413,41695,9002,4589,13237,8426,34309,50300);2a02:4e8:14::/48(1103,6939,13030,5580,8218,34288,5413,41695,9002,4589,13237,8426,34309,50300)
20742|ripencc|HU|hosting|2a02:a50::/32(174,44911,43711)
20746|ripencc|IT|hosting|2001:4b18::/32(3269)
20755|ripencc|DE|hosting|2a00:1a18::/32(12306)
20756|ripencc|FR|business|2a01:c8::/32(174,8218);2a01:c8::/48(174,8218);2a01:c8:1::/48(8218);2a01:c8:2::/48(174,8218)
20764|ripencc|RU|isp|2a00:1c28::/32(8732,12859,6939,50304,5580,3356,286,50763,6667,553,1103,25560,29140,8218,9002,4589,31019,174,50300,13237,13030,34288,6695,25220,34309,29686)
20766|ripencc|FR|hosting|2001:910::/32(1103,12859,6453,29075,29140,57463,13237,50763,34288,44953,9002,31019,25220,42708,29608,50300)
20771|ripencc|GE|isp|2a02:23f0::/32(3356,6939)
20773|ripencc|DE|hosting|2a01:488::/32(12859,6939,5580,5413,286,3320,9189,57463,50763,6667,553,1103,25560,29140,8218,9002,31019,42708,50300,13237,13030,8763,34288,15435,6695,37105,41695,25220,1299,34309);2a02:4e8:de::/48(12859,6939,5580,44953,3320,57463,50763,6667,1103,29140,8218,9002,31019,42708,13237,50300,34288,15435,41695,25220,1299,34309)
20775|ripencc|DE|business|2a02:22d8::/32(8881,5430,13237)
20783|ripencc|DE|hosting|2001:1b30::/32(8928,5430,13237)
20799|ripencc|GB|hosting|2a02:df8::/32(1103,6939,8218,34288,37105,41695,251,9002,1257,13237,34309,50300)
20804|ripencc|PL|isp|2a00:4120::/32(12859,6939,286,57463,50763,6667,553,1103,25560,29140,8218,251,9002,31019,42708,13237,50300,13030,34288,6695,2914,25220,34309)
20810|ripencc|DE|isp|2a03:7500::/32(286,25560,553,12859,6939,29140,8218,34288,6695,3209,9002,31019,25220,42708,174,34309,13237)
20811|ripencc|IT|isp|2a02:490::/32(6939,5580,3356,286,6667,553,25560,29140,8218,9002,31019,42708,13237,13030,3257,34288,6695,25220,34309);2a02:54c0::/32(6939,5580,3356,286,6667,553,25560,29140,8218,9002,31019,42708,13237,13030,3257,34288,6695,25220,34309)
20825|ripencc|DE|none|2a02:908::/32(286,6830,13237)
20836|ripencc|IT|hosting|2001:b60::/32(6762,6939,3356,2914,9002,4589,43531,174)
20844|ripencc|NL|none|2001:67c:226c::/48(29396,1136)
20845|ripencc|HU|isp|2a01:368::/29(8708,6939,9002);2a01:368::/30(8708);2a01:368::/32(8708,6939,9002)
20847|ripencc|NL|hosting|2001:1690::/32(12859,6939,286,57463,50763,20562,6667,24785,1103,553,25560,29140,8218,251,9002,31019,42708,174,50300,13237,13030,3257,34288,15435,6695,25220,24875,34309,20640);2a00:7940::/32(12859,6939,5580,286,57463,50763,20562,6667,24785,1103,553,25560,29140,8218,251,9002,31019,42708,174,50300,13237,13030,3257,34288,15435,6695,25220,34309,20640);2a03:9700:8000::/33(12859,6939,5580,44953,286,57463,50763,6667,24785,1103,29140,8218,9002,31019,42708,174,50300,13237,13030,3257,34288,15435,25220,20640)
20849|ripencc|DE|hosting|2a02:2958::/33(286,553,25560,12859,6939,29140,33843,34288,6695,8218,251,9002,31019,25220,42708,34309,13237);2a02:2958:8000::/33(286,553,25560,12859,6939,29140,33843,34288,6695,8218,251,9002,31019,25220,42708,34309,13237)
20850|ripencc|UA|isp|2a00:1db0::/36(3257,9002)
20852|ripencc|BY|none|2a03:3000::/32(6939)
20853|ripencc|PL|hosting|2a00:c90::/32(1103,12859,6939,13030,29140,13237,5580,50763,34288,15435,44953,4589,2914,9002,31019,25220,42708,50300)
20857|ripencc|NL|hosting|2a00:4e40:2::/48(286,1103,12859,6939,13030,29140,57463,13237,50763,34288,44953,9002,31019,25220,42708,174,50300);2a01:7c8::/32(286,1103,12859,6939,13030,29140,57463,13237,50763,34288,44953,9002,31019,25220,42708,174,50300)
20860|ripencc|GB|hosting|2001:67c:1170::/48(1103,6762,6939,3257,8218,34288,41695,9002,13237,1299,6667,34309,50300);2001:1b40::/32(1103,6762,6939,3257,8218,34288,3549,37105,41695,9002,13237,1299,6667,34309,50300);2403:cc00:3000::/36(1103,6762,6939,3257,8218,34288,3549,41695,9002,13237,1299,6667,34309,50300);2607:bd00:100::/48(1103,6762,6939,3257,8218,34288,41695,9002,13237,1299,6667,34309,50300);2a00:e120::/32(1103,6762,6939,3257,8218,34288,37105,41695,9002,13237,1299,6667,34309,50300);2a03:ca80:8000::/33(1103,6762,6939,3257,8218,34288,3549,41695,9002,13237,1299,6667,34309,50300)
20861|ripencc|SE|business|2a04:1b40::/29(1257,1299)
20867|ripencc|NL|none|2a00:eb00::/32(24785,39704,20562)
20870|ripencc|RU|isp|2a03:5b80::/32(20485)
20879|ripencc|RO|isp|2a02:2a00:518f::/48(12310)
20880|ripencc|DE|isp|2a02:2450::/32(286,6939,8928,680,3209,9002,16097,174,13237)
20886|ripencc|DE|isp|2a02:b30::/32(12859,6939,3356,286,50763,553,1103,25560,29140,8218,251,9002,31019,42708,50300,13237,34288,6695,25220,34309);2a02:ba8:8000::/33(12859,6939,3356,286,50763,553,1103,25560,29140,8218,251,9002,31019,42708,50300,13237,34288,6695,25220,34309)
20897|ripencc|UA|education|2001:67c:2380::/48(15772)
20900|ripencc|FR|hosting|2001:1b08::/32(6939,8218,34288,9002,31019,29608)
20902|ripencc|DE|isp|2001:67c:2088::/48(12611);2a00:1230::/29(12611)
20904|ripencc|FI|isp|2a00:1a58::/32(3292,1759)
20910|ripencc|LV|isp|2a00:9000::/32(35254)
20912|ripencc|IT|isp|2001:40d0::/32(34695,1267,174)
20914|ripencc|CH|hosting|2a00:ce8::/32(5385,9044)
20915|ripencc|IT|hosting|2a00:eac0::/32(1103,12859,6939,13030,8218,34288,37105,41695,9002,13237,43531,34309,50300)
20917|ripencc|FR|hosting|2a00:e80::/32(3356,8928)
20926|ripencc|FR|hosting|2a00:6900::/44(174)
20928|afrinic|EG|isp|2001:43c8::/32(3491);2001:43c8:ffff::/48(3491)
20931|ripencc|FI|none|2001:1658::/32(719)
20932|ripencc|CH|business|2001:67c:1368::/48(12859,6939,15469,44953,286,1836,50763,6667,1103,29140,8218,9002,31019,42708,174,29608,50300,13237,13030,30781,34288,15435,25220,1299,20640);2001:41e0::/32(12859,6939,50304,3549,15469,44953,286,1836,50763,6667,1103,29140,8218,9002,31019,174,29608,50300,13237,13030,30781,34288,15435,25220,1299,20640)
20940|ripencc|EU|hosting|2001:590:1006::/48(4436);2001:590:2403::/48(4436);2600:1400:4::/48(1239);2600:1400:a::/48(6453,4436,701);2600:1401:3::/48(27552);2600:1402:a::/48(7843,209,12989,701);2600:1402:d::/48(4466);2600:1402:e::/48(7843,6453);2600:1402:13::/48(4466);2600:1402:14::/48(3491,6453);2600:1403:1::/48(3257,26769,2914,12956);2600:1403:2::/48(6453,6939,13030,6762,1916,12956,16735,2914,701,20080);2600:1403:8::/48(4466);2600:1403:9::/48(1239);2600:1403:b::/48(4466);2600:1403:12::/48(3491,6453);2600:1404::/48(4436);2600:1404:2::/48(12956,4436,6461);2600:1404:8::/48(3491);2600:1404:a::/48(209,2914);2600:1404:b::/48(4466);2600:1404:c::/48(4466);2600:1404:d::/48(1239,2914);2600:1404:e::/48(4466);2600:1404:f::/48(4466);2600:1404:12::/48(4466);2600:1404:13::/48(4466);2600:1404:14::/48(4466);2600:1404:15::/48(4466);2600:1404:16::/48(4466);2600:1404:17::/48(4466);2600:1404:18::/48(6453,1299,2914);2600:1405::/48(36086);2600:1406:1::/48(1273,6939,5580,4436);2600:1406:3::/48(1273,6453,6939,13030,3257,5580,4589,30071,45896);2600:1406:f::/48(7843);2600:1406:12::/48(3491);2600:1406:13::/48(3491);2600:1406:19::/48(209);2600:1406:1a::/48(6453,6939,4436,1299,30071);2600:1406:1b::/48(7922);2600:1406:1c::/48(7922);2600:1406:1f::/48(4436,1239,6453,2828);2600:1406:20::/48(4466);2600:1406:21::/48(4466);2600:1406:22::/48(4466);2600:1406:27::/48(4466);2600:1406:28::/48(6939,4436,2828,6461,1299);2600:1406:2a::/48(4466);2600:1406:2b::/48(4466);2600:1406:2c::/48(4466);2600:1406:2f::/48(4466);2600:1407:4::/48(209);2600:1407:9::/48(4436,6453,6939);2600:1407:a::/48(2914);2600:1407:f::/48(4466);2600:1407:10::/48(1299,6453,6461,701);2600:1407:11::/48(1299,6453,2914);2600:1407:15::/48(4466);2600:1407:16::/48(6453,4436);2600:1408:7::/48(209,4436,3549,2914,6461,701);2600:1408:b::/48(2914);2600:1408:e::/48(1273,5580,16735,2914,9002,4589,7843,701,1299);2600:1408:10::/48(1273,6762,6453,209,5580,16735,2914,9002,4589,7843,701);2600:1408:16::/48(4436);2600:1408:17::/48(7843,2914,4436);2600:1408:19::/48(6461);2600:1409::/48(209,26769);2600:1409:a::/48(6453,209,5580,50763,26769,1239,2914,1299);2600:140a::/48(6453,6939,13030,4436,22652);2600:140a:4::/48(18451);2600:140a:7::/48(14086);2600:140b:1::/48(2516);2600:140b:2::/48(6453,2914,6939);2600:140b:4::/48(1273,6453,2914,6939);2600:140b:11::/48(2914);2600:140b:12::/48(2914);2600:140b:13::/48(2914);2600:140b:15::/48(2516);2600:140b:1f::/48(2516);2600:140e:1::/48(10026,3320);2600:140e:6::/48(1273,2914,6939);2600:140f:4::/48(4755);2600:140f:5::/48(4755);2600:140f:6::/48(4755);2600:1411::/48(4788);2600:1413:1::/48(1273,7473);2600:1413:2::/48(4657,7473);2600:1415:1::/48(7474);2600:1415:5::/48(4826);2600:1415:7::/48(7474);2600:1415:8::/48(7474);2600:1415:9::/48(7474);2600:1415:b::/48(7545);2600:1417::/48(4788);2600:1417:3::/48(1273,15802);2600:1417:4::/48(4466);2600:1417:9::/48(6453,6939);2600:1417:a::/48(1273,4635,6939);2600:1417:e::/48(10026);2600:1417:10::/48(4466);2600:1417:11::/48(2914);2600:1417:18::/48(3462);2600:1417:19::/48(45758,45629);2600:1417:1b::/48(3462);2600:1417:1c::/48(3491);2600:1417:23::/48(4466);2600:1417:27::/48(2914,6939);2600:1417:28::/48(4760);2600:1417:29::/48(4760);2600:1417:2d::/48(2914);2600:1418:1::/48(6939,6461);2600:1418:2::/48(20115);2600:1419::/48(2914);2600:1419:3::/48(26615);2600:1419:4::/48(26615);2600:141b:4::/48(1273,6939,13030,2914,251,43531,6667);2600:141b:5::/48(1273,209,5580,2914,4589,1299);2600:141b:10::/48(6128);2600:141e:2::/48(4466);2600:141f:1::/48(4466);2800:280:4000::/48(27781);2a02:26f0::/48(1273,6939,8928,5580,4589,1299);2a02:26f0:3::/48(1273,13237);2a02:26f0:4::/48(6453);2a02:26f0:5::/48(286,6939,5580,25074,13237);2a02:26f0:8::/48(1103,1273,12859,6939,8218,15435,2914,31019);2a02:26f0:9::/48(286,6939,8928,5580,9002,1299);2a02:26f0:b::/48(3257);2a02:26f0:c::/48(5580,6461);2a02:26f0:f::/48(251,6453,6939);2a02:26f0:10::/48(6939,5580,5413,8928,9189,6667,553,29140,251,9002,4589,42708,1273,13030,33843,34288,5539,25220,2857,34309);2a02:26f0:12::/48(1273,3320,5539);2a02:26f0:13::/48(286,6762,13237);2a02:26f0:15::/48(1273,6939,8928,5580,4589,1299);2a02:26f0:18::/48(1273,6939,8928,5580,31019,42708,1299,6667);2a02:26f0:19::/48(6939,13030,1836,5580,34288,15469,9002,4589,43531,3303);2a02:26f0:20::/48(13237,3257,6939,9002);2a02:26f0:21::/48(3257,5413);2a02:26f0:25::/48(1299);2a02:26f0:26::/48(5511,286,1103,1273,6939,8928,5580,34288,41695,251,4589,5413,8426,30071);2a02:26f0:27::/48(1273,12859,8422,8928,5580,4436,4589,5413,8426,30071);2a02:26f0:2a::/48(1299);2a02:26f0:2c::/48(3257);2a02:26f0:2d::/48(5511,1273,6762,6939,13030,5580,34288,9002,31019,29608);2a02:26f0:30::/48(1273);2a02:26f0:32::/48(3257);2a02:26f0:38::/48(3320,6939,8928,1836,34288,4589);2a02:26f0:3b::/48(5580,6667,6939,13237);2a02:26f0:40::/48(3257);2a02:26f0:41::/48(1273,6939,8928,3257,5580,31019,42708,6667);2a02:26f0:58::/48(5580);2a02:26f0:59::/48(5413,5580,1299);2a02:26f0:5a::/48(3257,1273);2a02:26f0:5b::/48(12956,6453,6762);2a02:26f0:5c::/48(5580);2a02:26f0:5d::/48(6939,13030,3257,5580,8218,50300);2a02:26f0:5f::/48(9070,6939,8928);2a02:26f0:60::/48(12859,6939,5580,44953,286,8928,50763,1103,29140,251,9002,4589,31019,42708,50300,13030,3257,34288,15435,25220);2a02:26f0:61::/48(1299);2a02:26f0:62::/48(6939,8928,5580,6881,9002,251);2a02:26f0:63::/48(5580);2a02:26f0:64::/48(12859,6762,6939,5413,8426,8928,9189,57463,6667,553,29140,251,9002,4589,42708,43531,1273,13030,33843,34288,5539,25220,1299,2857,34309);2a02:26f0:65::/48(3257);2a02:26f0:67::/48(2914);2a02:26f0:6a::/48(3257,3320,6762,12956);2a02:26f0:6b::/48(6453,2914);2a02:26f0:6f::/48(39107,6939);2a02:26f0:70::/48(2611,5580);2a02:26f0:71::/48(1273,3257,5580,43531,13237);2a02:26f0:76::/48(3320);2a02:26f0:78::/48(5580,6762,6939);2a02:26f0:79::/48(1273);2a02:26f0:7b::/48(12859,6939,5580,5413,286,8928,8365,1103,29140,35662,251,4589,31019,42708,1273,13030,34288,15435,25220,1299);2a02:26f0:7d::/48(1273);2a02:26f0:82::/48(5511,2914);2a02:26f0:8a::/48(12322);2a02:26f0:8b::/48(12322);2a02:26f0:8e::/48(1273,1299,6762,13030);2a02:26f0:8f::/48(1273,6453,6762,3257,12956,1299);2a02:26f0:97::/48(3257);2a02:26f0:98::/48(1299,9002);2a02:26f0:a1::/48(1103,12859,6939,5580,8218,34288,41695,2914,9002,43531,34309,50300);2a02:26f0:ac::/48(1299);2a02:26f0:ad::/48(1273,43531);2a02:26f0:b5::/48(34224);2600:1419:5::/48(18881)
