#asn|region|country|as_type|use_moreSpecific(yes;no)|announced_prefixes|moreSpecific_prefixes|moreSpecific_proportion_usage|announced_prefixes(list)
5794|arin|US|none|no|1|0|0.00|2607:cf02::/32
40583|arin|US|education|no|1|0|0.00|2607:cf03::/34
8059|arin|US|hosting|no|1|0|0.00|2607:d300::/32
22364|arin|US|business|no|1|0|0.00|2607:d400::/32
54527|arin|CA|hosting|no|1|0|0.00|2607:d500:200::/40
19566|arin|CA|business|no|1|0|0.00|2607:d700::/32
32514|arin|US|hosting|no|1|0|0.00|2607:d800::/32
10932|arin|US|none|no|1|0|0.00|2607:dd00::/32
23498|arin|CA|hosting|no|2|0|0.00|2607:de00::/32,2620:51:8000::/48
46717|arin|US|none|no|1|0|0.00|2607:e000::/32
46696|arin|US|hosting|no|1|0|0.00|2607:e100:1::/48
40948|arin|US|isp|no|1|0|0.00|2607:e300::/32
7459|arin|US|isp|no|1|0|0.00|2607:e400::/32
32719|arin|US|business|no|1|0|0.00|2607:e600::/32
23295|arin|US|isp|no|1|0|0.00|2607:e600:800::/40
21926|arin|US|none|no|1|0|0.00|2607:e800::/32
15321|arin|CA|isp|no|1|0|0.00|2607:ed00::/32
46957|arin|US|isp|no|1|0|0.00|2607:ef00::/32
26978|arin|US|hosting|no|1|0|0.00|2607:f000::/32
32915|arin|US|hosting|no|1|0|0.00|2607:f008::/32
52|arin|US|education|no|1|0|0.00|2607:f010::/32
36375|arin|US|education|no|1|0|0.00|2607:f018::/32
40289|arin|US|hosting|no|1|0|0.00|2607:f020::/40
2158|arin|US|hosting|no|1|0|0.00|2607:f028::/48
6536|arin|US|isp|no|1|0|0.00|2607:f030::/32
21527|arin|US|isp|yes|2|1|50.00|2607:f038::/32,2607:f038:fffe::/48
14007|arin|CA|isp|no|1|0|0.00|2607:f040::/32
26803|arin|US|hosting|no|1|0|0.00|2607:f048::/32
7784|arin|US|hosting|no|1|0|0.00|2607:f050::/32
22302|arin|US|isp|yes|15|1|6.67|2607:f058::/32,2607:f058::/48,2607:f058:4::/48,2607:f058:8::/48,2607:f058:9::/48,2607:f058:a::/48,2607:f058:b::/48,2607:f058:c::/48,2607:f058:d::/48,2607:f058:f::/48,2607:f058:10::/48,2607:f058:15::/48,2607:f058:20::/48,2607:f058:21::/48,2607:f058:30::/48
11404|arin|US|isp|no|1|0|0.00|2607:f060::/32
46160|arin|US|hosting|no|1|0|0.00|2607:f060:b002::/48
53708|arin|US|business|no|1|0|0.00|2607:f060:b004::/48
11711|arin|US|isp|no|1|0|0.00|2607:f068::/32
13855|arin|US|isp|no|1|0|0.00|2607:f070::/32
18750|arin|CA|hosting|no|1|0|0.00|2607:f078::/32
30636|arin|US|hosting|no|1|0|0.00|2607:f080:300::/48
1706|arin|US|education|no|1|0|0.00|2607:f088::/32
22576|arin|US|hosting|no|1|0|0.00|2607:f0a8::/32
13319|arin|CA|isp|yes|2|1|50.00|2607:f0b0::/32,2607:f0b0:9::/48
21949|arin|CA|isp|no|1|0|0.00|2607:f0c8::/32
21844|arin|US|none|no|1|0|0.00|2607:f0d0:1600::/40
7385|arin|US|hosting|no|3|0|0.00|2607:f0d8::/29,2607:fea0::/32,2620:119:b000::/44
32809|arin|US|isp|no|1|0|0.00|2607:f0f8::/32
13776|arin|US|hosting|no|1|0|0.00|2607:f100::/32
33597|arin|US|none|yes|13|1|7.69|2607:f108::/32,2607:f108::/40,2607:f108:100::/40,2607:f108:200::/40,2607:f108:300::/40,2607:f108:400::/40,2607:f108:600::/40,2607:f108:800::/40,2607:f108:900::/40,2607:f108:a00::/40,2607:f108:b00::/40,2607:f108:c00::/40,2607:f108:f00::/40
21889|arin|US|isp|yes|5|1|20.00|2607:f110::/32,2607:f110:1::/48,2607:f110:2::/48,2607:f110:4::/48,2607:f110:ffff::/48
46440|arin|US|business|no|1|0|0.00|2607:f128::/48
19151|arin|US|hosting|no|1|0|0.00|2607:f138::/32
25|arin|US|education|no|1|0|0.00|2607:f140::/32
393282|arin|US|education|no|1|0|0.00|2607:f140:a000::/48
11734|arin|US|hosting|no|2|0|0.00|2607:f148:1000::/36,2607:f148:2000::/36
8092|arin|US|hosting|no|1|0|0.00|2607:f150::/32
3601|arin|US|hosting|no|1|0|0.00|2607:f150:ffff::/48
12251|arin|US|none|no|1|0|0.00|2607:f158::/32
6364|arin|US|hosting|no|1|0|0.00|2607:f170::/32
30217|arin|US|hosting|yes|2|1|50.00|2607:f178::/32,2607:f178:4::/48
35908|arin|US|hosting|yes|3|1|33.33|2607:f180::/31,2607:f180::/32,2607:f181::/32
45652|apnic|TH|hosting|no|1|0|0.00|2607:f180:7100::/40
21769|arin|US|hosting|no|1|0|0.00|2607:f188::/32
10970|arin|US|none|no|1|0|0.00|2607:f190::/32
5752|arin|US|none|no|1|0|0.00|2607:f1a8::/32
32890|arin|US|isp|no|1|0|0.00|2607:f1c8::/32
11383|arin|US|none|no|1|0|0.00|2607:f1d0::/32
7795|arin|US|isp|no|1|0|0.00|2607:f1d8::/32
19092|arin|US|hosting|yes|4|1|25.00|2607:f1e0::/32,2607:f1e0:1000::/39,2607:f1e0:4000::/39,2607:f1e0:5000::/39
31939|arin|US|isp|no|1|0|0.00|2607:f1e8::/32
11666|arin|CA|isp|no|1|0|0.00|2607:f1f0::/32
6337|arin|US|isp|no|1|0|0.00|2607:f200::/32
26810|arin|US|government|no|2|0|0.00|2607:f220::/44,2607:f220:600::/44
33624|arin|US|none|no|1|0|0.00|2607:f220:f0::/48
22828|arin|US|business|yes|2|1|50.00|2607:f220:300::/44,2607:f220:301::/48
3527|arin|US|government|yes|3|1|33.33|2607:f220:400::/43,2607:f220:400::/44,2607:f220:410::/44
30387|arin|US|government|no|1|0|0.00|2607:f220:402::/48
70|arin|US|government|no|1|0|0.00|2607:f220:41e::/48
5766|arin|US|government|no|1|0|0.00|2607:f220:50a::/48
7012|arin|US|none|no|1|0|0.00|2607:f238::/32
53582|arin|US|hosting|no|2|0|0.00|2607:f238:3::/48,2620:101:d000::/45
12009|arin|US|isp|no|1|0|0.00|2607:f248::/32
13332|arin|US|hosting|no|1|0|0.00|2607:f258::/32
15162|arin|US|none|no|1|0|0.00|2607:f270:3c00::/40
6360|arin|US|education|no|1|0|0.00|2607:f278::/32
14615|arin|US|isp|no|1|0|0.00|2607:f280::/32
46218|arin|US|hosting|no|1|0|0.00|2607:f281::/32
6106|arin|US|education|no|1|0|0.00|2607:f290::/32
26347|arin|US|hosting|no|5|0|0.00|2607:f298:1::/48,2607:f298:4::/48,2607:f298:5::/48,2607:f298:6050::/44,2607:f298:7000::/48
10848|arin|US|business|no|1|0|0.00|2607:f2a8::/32
10442|arin|US|none|no|13|0|0.00|2607:f2b0::/48,2607:f2b0:420::/48,2610:e8:1840::/48,2610:e8:1850::/48,2610:e8:187f::/48,2610:e8:1880::/48,2610:e8:1884::/48,2610:e8:2000::/40,2610:e8:4000::/48,2610:e8:8004::/48,2610:e8:8008::/48,2610:e8:907f::/48,2610:e8:9080::/48
30614|arin|US|business|no|2|0|0.00|2607:f2b0:400::/44,2607:f2b0:8400::/44
5645|arin|CA|isp|no|1|0|0.00|2607:f2c0::/32
13730|arin|US|none|no|1|0|0.00|2607:f2c8::/32
27524|arin|US|hosting|no|1|0|0.00|2607:f2d0::/32
18450|arin|US|hosting|no|1|0|0.00|2607:f2d8::/32
36252|arin|US|hosting|yes|2|1|50.00|2607:f2e0::/32,2607:f2e0:100::/40
11492|arin|US|isp|yes|10|1|10.00|2607:f2f0::/32,2607:f2f0:1::/48,2607:f2f0:3200::/40,2607:f2f0:3c00::/40,2607:f2f0:4200::/40,2607:f2f0:47ff::/48,2607:f2f0:58ff::/48,2607:f2f0:59ff::/48,2607:f2f0:5dff::/48,2607:f2f0:ff00::/40
25795|arin|US|hosting|no|1|0|0.00|2607:f2f8::/32
6405|arin|US|hosting|no|1|0|0.00|2607:f308::/32
7774|arin|US|education|no|1|0|0.00|2607:f318::/32
25996|arin|US|government|no|1|0|0.00|2607:f330:2002::/48
15130|arin|US|government|yes|5|1|20.00|2607:f330:8000::/36,2607:f330:8400::/48,2607:f330:8500::/48,2607:f330:9400::/48,2607:f330:9500::/48
46231|arin|US|isp|no|1|0|0.00|2607:f340::/32
27630|arin|US|hosting|no|1|0|0.00|2607:f350::/32
41095|ripencc|NL|hosting|no|7|0|0.00|2607:f358:21::/48,2a03:9d40::/40,2a03:9d40:1000::/40,2a03:9d40:1200::/40,2a03:9d40:2000::/40,2a03:9d40:2100::/40,2a03:9d40:2200::/40
32592|arin|US|isp|no|1|0|0.00|2607:f360::/32
8057|arin|US|isp|no|1|0|0.00|2607:f370::/32
131|arin|US|education|no|1|0|0.00|2607:f378::/32
2152|arin|US|education|yes|2|1|50.00|2607:f380::/32,2607:f380:a61::/48
32361|arin|US|hosting|no|2|0|0.00|2607:f380:a4f::/48,2001:468:e9c::/48
59|arin|US|education|no|1|0|0.00|2607:f388::/32
32440|arin|US|business|yes|2|1|50.00|2607:f390::/32,2607:f390:1440::/44
40189|arin|US|education|no|1|0|0.00|2607:f390:3ff0::/44
10349|arin|US|education|yes|3|1|33.33|2607:f390:4200::/39,2620:10a:3000::/40,2620:10a:30f0::/48
54529|arin|US|business|no|1|0|0.00|2607:f390:6df0::/44
17244|arin|US|education|no|2|0|0.00|2607:f390:7200::/39,2620:0:d50::/48
23342|arin|US|hosting|yes|2|1|50.00|2607:f3a0::/32,2607:f3a0::/35
21634|arin|US|none|no|2|0|0.00|2607:f3a0:13::/48,2620:114:a000::/48
1404|arin|US|none|no|1|0|0.00|2607:f3a0:14::/48
40061|arin|US|hosting|no|1|0|0.00|2607:f3a0:2000::/35
62815|arin|US|hosting|no|1|0|0.00|2607:f3a0:4000::/35
21976|arin|US|hosting|no|2|0|0.00|2607:f3b0::/32,2620:26::/48
33724|arin|US|hosting|yes|2|1|50.00|2607:f3c8::/32,2607:f3c8:2000::/35
27400|arin|US|isp|no|1|0|0.00|2607:f3d0::/32
16517|arin|US|business|no|1|0|0.00|2607:f3d0:2::/48
21513|arin|CA|isp|no|1|0|0.00|2607:f3d8::/32
11647|arin|CA|isp|no|2|0|0.00|2607:f3e0::/32,2620:13::/48
19019|arin|US|none|no|1|0|0.00|2607:f3f8::/32
19871|arin|US|hosting|yes|3|1|33.33|2607:f408::/32,2607:f408::/40,2607:f408:1000::/40
3663|arin|US|isp|no|1|0|0.00|2607:f430::/32
23520|arin|US|isp|no|4|0|0.00|2607:f438::/32,2800:b70::/32,2803:ab00:90::/48,2803:ab00:92::/48
7859|arin|US|hosting|no|1|0|0.00|2607:f440::/32
22384|arin|US|hosting|no|1|0|0.00|2607:f458::/32
22742|arin|US|education|no|1|0|0.00|2607:f460::/32
18540|arin|US|hosting|no|1|0|0.00|2607:f478::/32
11272|arin|US|isp|no|1|0|0.00|2607:f4a0::/32
803|arin|CA|isp|no|1|0|0.00|2607:f4a8::/32
6517|arin|US|none|yes|12|1|8.33|2607:f4b0::/32,2607:f4b0:200::/40,2607:f4b0:500::/40,2607:f4b0:600::/40,2607:f4b0:800::/40,2607:f4b0:900::/40,2607:f4b0:c00::/40,2607:f4b0:e00::/40,2607:f4b0:f00::/40,2607:f4b0:a000::/40,2607:f4b0:a100::/40,2607:f4b0:a200::/40
22438|arin|US|isp|no|1|0|0.00|2607:f4b8::/32
32160|arin|US|isp|no|1|0|0.00|2607:f4c0::/32
17054|arin|US|hosting|yes|9|1|11.11|2607:f4d0::/32,2607:f4d0:100::/40,2607:f4d0:200::/40,2607:f4d0:400::/40,2607:f4d0:500::/40,2607:f4d0:600::/40,2607:f4d0:700::/40,2607:f4d0:800::/40,2607:f4d0:900::/40
26785|arin|US|isp|no|1|0|0.00|2607:f4d8::/32
4150|arin|US|hosting|yes|3|1|33.33|2607:f4e0::/32,2607:f4e0:200::/40,2607:f4e0:500::/40
40581|arin|US|education|no|2|0|0.00|2607:f4f0::/32,2620:47:c000::/48
6181|arin|US|isp|no|1|0|0.00|2607:f500::/32
26773|arin|US|none|no|1|0|0.00|2607:f508::/32
21719|arin|US|hosting|no|1|0|0.00|2607:f510::/32
46887|arin|US|hosting|yes|6|1|16.67|2607:f518::/32,2607:f518:100::/48,2607:f518:103::/48,2607:f518:135::/48,2607:f518:15e::/48,2607:f518:162::/48
40841|arin|US|business|yes|5|1|20.00|2607:f518:166::/48,2620:110:1000::/44,2620:110:1003::/48,2620:110:1004::/48,2620:110:1005::/48
31|arin|US|education|no|1|0|0.00|2607:f520::/32
10996|arin|CA|isp|no|1|0|0.00|2607:f530::/32
30059|arin|US|hosting|no|1|0|0.00|2607:f550::/32
40832|arin|US|isp|no|1|0|0.00|2607:f550:800::/48
33189|arin|US|education|no|1|0|0.00|2607:f558::/32
11215|arin|US|hosting|yes|9|1|11.11|2607:f568::/32,2607:f568:3::/48,2607:f568:4::/48,2607:f568:5::/48,2607:f568:6::/48,2607:f568:3000::/36,2607:f568:4000::/36,2607:f568:5000::/36,2607:f568:6000::/36
13326|arin|US|education|no|1|0|0.00|2607:f570::/32
14263|arin|US|government|no|1|0|0.00|2607:f578::/32
32329|arin|US|isp|no|1|0|0.00|2607:f598::/32
17048|arin|US|none|no|1|0|0.00|2607:f5a0::/32
27589|arin|US|hosting|no|1|0|0.00|2607:f5a8::/32
15003|arin|US|none|no|3|0|0.00|2607:f5b1::/32,2607:f5b2::/32,2607:f5b3::/32
46208|arin|US|isp|no|1|0|0.00|2607:f5b8::/32
10326|arin|US|education|no|1|0|0.00|2607:f5c0::/32
19384|arin|US|none|no|1|0|0.00|2607:f5d0::/32
11096|arin|US|isp|yes|3|1|33.33|2607:f5d8::/32,2607:f5d8:3::/48,2607:f5d8:10::/48
5739|arin|US|education|no|1|0|0.00|2607:f5f0::/32
12|arin|US|education|no|1|0|0.00|2607:f600::/32
7412|arin|US|none|no|1|0|0.00|2607:f608::/32
11590|arin|US|isp|no|1|0|0.00|2607:f620::/32
15189|arin|US|none|no|1|0|0.00|2607:f628:1::/48
32354|arin|US|isp|yes|2|1|50.00|2607:f640::/32,2607:f640:5::/48
32869|arin|US|isp|no|1|0|0.00|2607:f650::/32
14746|arin|US|isp|no|1|0|0.00|2607:f650:102::/48
10587|arin|US|hosting|yes|3|2|66.67|2607:f670::/32,2607:f670:100::/40,2607:f670:110::/48
13868|arin|US|isp|no|1|0|0.00|2607:f678::/32
26228|arin|US|none|no|1|0|0.00|2607:f680::/32
26935|arin|US|isp|no|1|0|0.00|2607:f688::/32
30176|arin|CA|hosting|no|1|0|0.00|2607:f698::/32
11563|arin|US|hosting|no|1|0|0.00|2607:f6a0::/32
6189|arin|US|education|no|1|0|0.00|2607:f6b0::/32
4043|arin|US|isp|no|1|0|0.00|2607:f6b8::/32
32|arin|US|education|no|1|0|0.00|2607:f6d0::/32
22346|arin|US|isp|no|1|0|0.00|2607:f6e0::/32
14609|arin|US|hosting|no|1|0|0.00|2607:f6f0:100::/40
54588|arin|US|hosting|no|1|0|0.00|2607:f6f0:201::/48
27224|arin|US|hosting|no|1|0|0.00|2607:f6f0:202::/48
19930|arin|US|hosting|no|1|0|0.00|2607:f6f0:203::/48
29884|arin|US|hosting|no|1|0|0.00|2607:f6f0:204::/48
12085|arin|US|hosting|no|1|0|0.00|2607:f6f0:205::/48
27566|arin|US|hosting|no|1|0|0.00|2607:f6f0:206::/48
27330|arin|US|hosting|no|1|0|0.00|2607:f6f0:208::/48
32550|arin|US|hosting|no|1|0|0.00|2607:f6f0:20c::/48
