region|date|tam_1|tam_2|tam_3|tam_4plus
apnic|20180515|628|656|530|740
apnic|20180615|647|653|551|760
apnic|20180715|655|672|574|772
apnic|20180815|658|687|590|784
apnic|20180915|671|688|596|771
apnic|20181015|680|674|593|812
apnic|20181115|683|703|583|836
apnic|20181215|687|714|603|838
apnic|20190115|691|731|587|864
apnic|20190215|713|719|612|845
apnic|20190315|717|734|639|884
apnic|20190415|730|758|652|893
apnic|20190515|737|771|655|883
apnic|20190615|763|754|654|889
apnic|20190715|771|767|661|901
apnic|20190815|802|788|650|902
apnic|20190915|789|802|664|896
apnic|20191015|801|780|655|945
apnic|20191115|806|798|669|971
apnic|20191215|798|799|676|983
apnic|20200115|829|820|690|964
apnic|20200215|829|816|698|994
apnic|20200315|820|837|701|987
apnic|20200415|827|816|686|1023
apnic|20200515|839|798|709|1017
apnic|20200615|860|819|719|1032
apnic|20200715|864|844|717|1043
apnic|20200815|851|860|738|1027
apnic|20200915|860|865|745|1026
apnic|20201015|868|858|735|1049
apnic|20201115|861|842|758|1074
apnic|20201215|887|872|742|1070
apnic|20210115|876|882|755|1078
apnic|20210215|896|873|742|1071
apnic|20210315|897|891|754|1092
apnic|20210415|922|933|757|1096
apnic|20210515|953|951|756|1117
apnic|20210615|957|939|789|1123
apnic|20210715|985|937|794|1124
apnic|20210815|1014|967|825|1147
apnic|20210915|1053|997|837|1157
apnic|20211015|1036|1004|824|1181
apnic|20211115|1057|996|812|1221
apnic|20211215|1080|1039|863|1213
apnic|20220115|1147|1059|867|1266
apnic|20220215|1173|1057|889|1233
apnic|20220315|1167|1088|901|1258
apnic|20220415|1193|1089|900|1289
apnic|20220515|1171|1104|909|1293
apnic|20220615|1207|1100|888|1312
apnic|20220715|1137|1151|898|1343
apnic|20220815|1167|1154|905|1325
apnic|20220915|1195|1156|921|1353
apnic|20221015|1184|1182|913|1338
apnic|20221115|1202|1158|932|1331
apnic|20221215|1222|1177|957|1302
apnic|20230115|1228|1189|955|1342
apnic|20230215|1220|1190|977|1364
apnic|20230315|1242|1198|964|1348
apnic|20230415|1261|1205|970|1367
apnic|20230515|1246|1220|961|1356
apnic|20230615|1242|1188|980|1399
apnic|20230715|1223|1245|991|1374
apnic|20230815|1260|1223|1010|1394
apnic|20230915|1295|1222|989|1435
apnic|20231015|1301|1213|982|1451
apnic|20231115|1297|1262|1009|1448
apnic|20231215|1284|1273|1007|1436
apnic|20240115|1300|1274|1001|1442
apnic|20240215|1335|1287|998|1458
apnic|20240315|1356|1287|1013|1460
apnic|20240415|1344|1292|1010|1512
apnic|20240515|1361|1314|1003|1512
apnic|20240615|1366|1315|992|1533
arin|20140615|1102|842|1037|1411
arin|20140715|1127|830|1034|1434
arin|20140815|1115|838|1043|1414
arin|20140915|1134|869|1057|1426
arin|20141015|1134|845|1065|1422
arin|20141115|1145|863|1066|1445
arin|20141215|1135|853|1063|1461
arin|20150115|1120|869|1081|1464
arin|20150215|1119|865|1087|1468
arin|20150315|1146|863|1075|1503
arin|20150415|1153|864|1073|1549
arin|20150515|1181|874|1089|1512
arin|20150615|1179|882|1110|1512
arin|20150715|1172|891|1100|1496
arin|20150815|1179|889|1102|1484
arin|20150915|1172|904|1130|1516
arin|20151015|1172|913|1117|1509
arin|20151115|1173|905|1120|1520
arin|20151215|1183|899|1128|1488
arin|20160115|1171|912|1131|1453
arin|20160215|1197|879|1160|1505
arin|20160315|1205|901|1146|1525
arin|20160415|1190|931|1136|1530
arin|20160515|1204|935|1162|1524
arin|20160615|1214|938|1169|1536
arin|20160715|1209|917|1170|1554
arin|20160815|1201|936|1177|1553
arin|20160915|1199|953|1188|1557
arin|20161015|1229|947|1203|1569
arin|20161115|1231|958|1193|1580
arin|20161215|1222|957|1209|1602
arin|20170115|1221|952|1209|1617
arin|20170215|1212|952|1228|1634
arin|20170315|1235|944|1227|1632
arin|20170415|1226|944|1251|1646
arin|20170515|1230|941|1231|1634
arin|20170615|1232|943|1256|1624
arin|20170715|1217|948|1255|1629
arin|20170815|1234|951|1238|1613
arin|20170915|1231|963|1255|1620
arin|20171015|1243|984|1260|1617
arin|20171115|1236|1000|1261|1624
arin|20171215|1230|996|1275|1622
arin|20180115|1232|976|1275|1624
arin|20180215|1249|960|1279|1629
arin|20180315|1319|964|1277|1635
arin|20180415|1251|957|1284|1623
arin|20180515|1252|971|1287|1656
arin|20180615|1242|979|1288|1683
arin|20180715|1262|964|1269|1697
arin|20180815|1274|968|1256|1679
arin|20180915|1292|978|1273|1690
arin|20181015|1252|981|1273|1696
arin|20181115|1240|1001|1312|1699
arin|20181215|1255|983|1319|1709
arin|20190115|1274|984|1297|1729
arin|20190215|1268|1021|1306|1738
arin|20190315|1279|1029|1318|1753
arin|20190415|1302|1021|1335|1776
arin|20190515|1295|1025|1338|1771
arin|20190615|1288|1041|1334|1760
arin|20190715|1299|1046|1339|1762
arin|20190815|1292|1040|1336|1778
arin|20190915|1322|1012|1318|1759
arin|20191015|1307|1031|1336|1769
arin|20191115|1315|1014|1352|1800
arin|20191215|1315|1039|1333|1766
arin|20200115|1316|1056|1327|1775
arin|20200215|1333|1064|1331|1768
arin|20200315|1345|1079|1339|1786
arin|20200415|1360|1099|1374|1799
arin|20200515|1344|1100|1357|1811
arin|20200615|1350|1086|1360|1826
arin|20200715|1352|1077|1349|1812
arin|20200815|1358|1046|1355|1816
arin|20200915|1361|1060|1354|1800
arin|20201015|1371|1090|1356|1796
arin|20201115|1379|1070|1381|1783
arin|20201215|1393|1081|1364|1792
arin|20210115|1415|1070|1352|1795
arin|20210215|1409|1076|1345|1799
arin|20210315|1415|1070|1374|1817
arin|20210415|1410|1077|1398|1827
arin|20210515|1420|1074|1395|1830
arin|20210615|1404|1073|1395|1811
arin|20210715|1413|1055|1388|1833
arin|20210815|1406|1071|1382|1805
arin|20210915|1426|1083|1386|1798
arin|20211015|1423|1108|1407|1805
arin|20211115|1430|1091|1413|1810
arin|20211215|1435|1098|1404|1829
arin|20220115|1442|1113|1403|1822
arin|20220215|1442|1115|1387|1827
arin|20220315|1437|1107|1390|1839
arin|20220415|1441|1104|1390|1826
arin|20220515|1413|1079|1383|1816
arin|20220615|1410|1084|1386|1847
arin|20220715|1419|1098|1388|1853
arin|20220815|1421|1087|1376|1851
arin|20220915|1441|1107|1392|1873
arin|20221015|1407|1137|1393|1861
arin|20221115|1412|1129|1386|1849
arin|20221215|1409|1130|1373|1847
arin|20230115|1414|1144|1390|1841
arin|20230215|1401|1121|1416|1851
arin|20230315|1408|1117|1427|1828
arin|20230415|1411|1129|1422|1836
arin|20230515|1433|1122|1423|1828
arin|20230615|1409|1133|1448|1875
arin|20230715|1409|1125|1455|1842
arin|20230815|1409|1124|1458|1873
arin|20230915|1419|1120|1459|1850
arin|20231015|1398|1142|1429|1853
arin|20231115|1390|1121|1421|1867
arin|20231215|1407|1117|1407|1847
arin|20240115|1400|1110|1410|1811
arin|20240215|1417|1095|1401|1818
arin|20240315|1416|1103|1418|1811
arin|20240415|1406|1113|1420|1807
arin|20240515|1411|1110|1422|1806
arin|20240615|1404|1121|1409|1796
internet|20140615|3604|2745|2706|3506
internet|20140715|3683|2737|2701|3540
internet|20140815|3650|2734|2736|3535
internet|20140915|3699|2802|2762|3584
internet|20141015|3771|2745|2795|3621
internet|20141115|3802|2772|2802|3635
internet|20141215|3829|2805|2862|3692
internet|20150115|3833|2896|2881|3698
internet|20150215|3805|2894|2870|3745
internet|20150315|3817|2930|2862|3794
internet|20150415|3897|2947|2884|3854
internet|20150515|3897|2990|2919|3866
internet|20150615|3911|2955|2948|3850
internet|20150715|3913|2985|2923|3855
internet|20150815|3939|2965|2902|3857
internet|20150915|3956|2983|2933|3916
internet|20151015|3973|3040|2923|3912
internet|20151115|3917|3071|2953|3926
internet|20151215|4067|3070|2942|3886
internet|20160115|4081|3080|2995|3858
internet|20160215|4152|3087|3018|3971
internet|20160315|4184|3138|3039|4013
internet|20160415|4139|3185|3028|4064
internet|20160515|4101|3214|3082|4066
internet|20160615|4144|3202|3115|4118
internet|20160715|4134|3256|3119|4177
internet|20160815|4178|3294|3121|4190
internet|20160915|4177|3316|3162|4211
internet|20161015|4632|3309|3164|4247
internet|20161115|4386|3345|3157|4294
internet|20161215|4331|3322|3209|4293
internet|20170115|4304|3318|3223|4353
internet|20170215|4391|3358|3270|4397
internet|20170315|4683|3420|3303|4378
internet|20170415|4356|3458|3336|4406
internet|20170515|4410|3465|3356|4419
internet|20170615|4411|3497|3360|4466
internet|20170715|4384|3558|3372|4484
internet|20170815|4387|3520|3411|4483
internet|20170915|4450|3510|3446|4528
internet|20171015|4493|3598|3451|4534
internet|20171115|4601|3673|3469|4525
internet|20171215|4651|3640|3520|4574
internet|20180115|4608|3643|3536|4599
internet|20180215|4696|3696|3555|4640
internet|20180315|5430|3728|3551|4683
internet|20180415|4686|3711|3544|4715
internet|20180515|4698|3701|3592|4751
internet|20180615|4661|3702|3635|4847
internet|20180715|4689|3725|3635|4938
internet|20180815|4772|3785|3637|4923
internet|20180915|4811|3808|3702|4930
internet|20181015|4795|3830|3705|4999
internet|20181115|4818|3921|3743|5058
internet|20181215|4880|3897|3793|5079
internet|20190115|4874|3944|3715|5147
internet|20190215|4976|3992|3770|5129
internet|20190315|5086|3985|3818|5174
internet|20190415|5111|4061|3891|5271
internet|20190515|5164|4091|3922|5273
internet|20190615|5205|4058|3921|5305
internet|20190715|5250|4105|3959|5354
internet|20190815|5299|4202|3972|5354
internet|20190915|5217|4177|3998|5351
internet|20191015|5242|4208|4023|5477
internet|20191115|5295|4226|4082|5549
internet|20191215|5302|4249|4013|5491
internet|20200115|5382|4296|4043|5491
internet|20200215|5439|4292|4012|5529
internet|20200315|5538|4360|4069|5557
internet|20200415|5713|4433|4095|5638
internet|20200515|5696|4446|4137|5644
internet|20200615|5718|4455|4117|5763
internet|20200715|5697|4517|4132|5761
internet|20200815|5709|4502|4239|5714
internet|20200915|5804|4506|4240|5715
internet|20201015|5878|4546|4232|5731
internet|20201115|5870|4525|4280|5800
internet|20201215|6017|4617|4266|5821
internet|20210115|6069|4582|4316|5887
internet|20210215|6140|4572|4268|5803
internet|20210315|6205|4624|4296|5892
internet|20210415|6217|4693|4377|5957
internet|20210515|6227|4734|4349|5988
internet|20210615|6259|4748|4412|5995
internet|20210715|6338|4720|4384|6048
internet|20210815|6381|4791|4539|6047
internet|20210915|6495|4856|4456|6072
internet|20211015|6446|4931|4457|6127
internet|20211115|6466|4861|4507|6164
internet|20211215|6483|4929|4558|6168
internet|20220115|6598|4965|4588|6255
internet|20220215|6660|5002|4610|6187
internet|20220315|6641|5016|4633|6210
internet|20220415|7186|5020|4641|6265
internet|20220515|6647|4994|4632|6258
internet|20220615|6758|4997|4613|6323
internet|20220715|6718|5061|4629|6362
internet|20220815|6768|5050|4611|6365
internet|20220915|7277|5088|4686|6394
internet|20221015|6725|5105|4651|6427
internet|20221115|6788|5085|4643|6369
internet|20221215|6822|5102|4636|6298
internet|20230115|6830|5099|4679|6330
internet|20230215|6813|5113|4723|6419
internet|20230315|6814|5183|4703|6383
internet|20230415|6886|5203|4720|6411
internet|20230515|6925|5260|4740|6396
internet|20230615|6889|5216|4811|6513
internet|20230715|6801|5234|4812|6422
internet|20230815|6863|5253|4832|6496
internet|20230915|6919|5270|4799|6563
internet|20231015|6915|5294|4741|6594
internet|20231115|6967|5320|4792|6542
internet|20231215|6958|5287|4783|6493
internet|20240115|6961|5292|4755|6509
internet|20240215|7012|5359|4721|6534
internet|20240315|7034|5362|4773|6492
internet|20240415|7102|5385|4750|6549
internet|20240515|7044|5441|4812|6572
internet|20240615|7512|5467|4806|6599
lacnic|20140615|243|200|133|228
lacnic|20140715|251|213|145|225
lacnic|20140815|248|199|159|238
lacnic|20140915|250|208|170|244
lacnic|20141015|249|217|157|252
lacnic|20141115|263|209|164|266
lacnic|20141215|265|213|180|279
lacnic|20150115|275|218|183|279
lacnic|20150215|280|223|172|302
lacnic|20150315|283|230|182|309
lacnic|20150415|286|238|184|300
lacnic|20150515|267|270|187|320
lacnic|20150615|296|246|189|313
lacnic|20150715|299|253|192|301
lacnic|20150815|293|241|183|325
lacnic|20150915|318|254|189|326
lacnic|20151015|312|257|191|339
lacnic|20151115|330|268|188|345
lacnic|20151215|349|267|187|349
lacnic|20160115|359|266|199|345
lacnic|20160215|371|280|199|364
lacnic|20160315|380|290|210|366
lacnic|20160415|381|279|208|367
lacnic|20160515|371|303|218|374
lacnic|20160615|367|301|219|385
lacnic|20160715|384|326|227|387
lacnic|20160815|420|316|227|398
lacnic|20160915|417|325|244|388
lacnic|20161015|429|327|247|403
lacnic|20161115|442|340|246|414
lacnic|20161215|439|364|252|433
lacnic|20170115|441|367|255|444
lacnic|20170215|449|365|266|460
lacnic|20170315|436|381|296|460
lacnic|20170415|442|399|299|468
lacnic|20170515|461|396|312|477
lacnic|20170615|467|408|301|486
lacnic|20170715|467|427|313|513
lacnic|20170815|462|436|326|517
lacnic|20170915|472|423|337|525
lacnic|20171015|477|422|350|502
lacnic|20171115|490|450|342|514
lacnic|20171215|504|439|348|535
lacnic|20180115|529|452|344|542
lacnic|20180215|526|449|356|534
lacnic|20180315|782|476|364|545
lacnic|20180415|542|442|358|561
lacnic|20180515|535|474|363|566
lacnic|20180615|536|471|392|582
lacnic|20180715|531|507|384|601
lacnic|20180815|573|528|360|589
lacnic|20180915|584|526|374|612
lacnic|20181015|592|536|373|610
lacnic|20181115|618|563|386|634
lacnic|20181215|590|580|391|643
lacnic|20190115|592|594|377|650
lacnic|20190215|605|591|401|641
lacnic|20190315|622|571|398|659
lacnic|20190415|608|572|432|679
lacnic|20190515|651|584|462|671
lacnic|20190615|661|571|465|700
lacnic|20190715|685|575|458|712
lacnic|20190815|688|641|470|735
lacnic|20190915|691|630|481|737
lacnic|20191015|708|659|498|763
lacnic|20191115|742|672|490|766
lacnic|20191215|734|636|490|780
lacnic|20200115|756|642|496|775
lacnic|20200215|760|639|488|785
lacnic|20200315|774|658|520|807
lacnic|20200415|835|721|500|813
lacnic|20200515|840|731|553|808
lacnic|20200615|869|738|536|850
lacnic|20200715|867|769|555|843
lacnic|20200815|898|778|564|817
lacnic|20200915|930|760|597|859
lacnic|20201015|950|760|590|849
lacnic|20201115|955|770|605|874
lacnic|20201215|997|783|593|872
lacnic|20210115|1000|793|588|903
lacnic|20210215|1028|796|623|853
lacnic|20210315|1049|815|599|889
lacnic|20210415|1050|824|609|931
lacnic|20210515|1036|836|615|939
lacnic|20210615|1065|859|639|946
lacnic|20210715|1088|875|638|972
lacnic|20210815|1089|877|668|971
lacnic|20210915|1117|903|647|995
lacnic|20211015|1100|911|638|990
lacnic|20211115|1104|908|665|990
lacnic|20211215|1093|904|687|991
lacnic|20220115|1136|908|687|998
lacnic|20220215|1156|936|692|965
lacnic|20220315|1137|934|685|972
lacnic|20220415|1169|933|681|972
lacnic|20220515|1162|932|691|980
lacnic|20220615|1203|925|689|1007
lacnic|20220715|1186|948|695|984
lacnic|20220815|1204|930|681|1007
lacnic|20220915|1208|942|706|995
lacnic|20221015|1205|925|700|1025
lacnic|20221115|1216|917|689|1000
lacnic|20221215|1214|910|699|992
lacnic|20230115|1222|878|712|999
lacnic|20230215|1234|893|713|1015
lacnic|20230315|1229|947|717|1017
lacnic|20230415|1277|926|713|1016
lacnic|20230515|1279|956|736|1022
lacnic|20230615|1286|945|751|1034
lacnic|20230715|1281|930|742|1027
lacnic|20230815|1270|961|744|1031
lacnic|20230915|1279|985|736|1055
lacnic|20231015|1270|974|716|1074
lacnic|20231115|1261|977|742|1057
lacnic|20231215|1266|949|757|1069
lacnic|20240115|1257|975|736|1069
lacnic|20240215|1261|1015|702|1070
lacnic|20240315|1272|1023|713|1050
lacnic|20240415|1326|1023|702|1061
lacnic|20240515|1288|1040|743|1074
lacnic|20240615|1270|1047|749|1108
ripencc|20140615|1734|1223|1086|1356
ripencc|20140715|1779|1212|1074|1353
ripencc|20140815|1768|1214|1078|1358
ripencc|20140915|1792|1247|1074|1367
ripencc|20141015|1866|1197|1111|1402
ripencc|20141115|1868|1211|1109|1365
ripencc|20141215|1885|1248|1142|1392
ripencc|20150115|1892|1300|1126|1405
ripencc|20150215|1860|1297|1132|1398
ripencc|20150315|1848|1322|1125|1405
ripencc|20150415|1890|1336|1140|1432
ripencc|20150515|1882|1323|1162|1435
ripencc|20150615|1883|1308|1164|1428
ripencc|20150715|1884|1328|1161|1423
ripencc|20150815|1901|1320|1153|1432
ripencc|20150915|1891|1308|1145|1460
ripencc|20151015|1930|1329|1124|1457
ripencc|20151115|1848|1346|1139|1442
ripencc|20151215|1946|1361|1129|1430
ripencc|20160115|1976|1364|1155|1443
ripencc|20160215|1993|1360|1148|1466
ripencc|20160315|1996|1365|1167|1472
ripencc|20160415|1969|1384|1184|1506
ripencc|20160515|1925|1386|1201|1486
ripencc|20160615|1947|1380|1207|1518
ripencc|20160715|1931|1423|1204|1529
ripencc|20160815|1943|1423|1191|1542
ripencc|20160915|1950|1421|1207|1538
ripencc|20161015|2359|1409|1197|1531
ripencc|20161115|2082|1432|1187|1551
ripencc|20161215|2007|1403|1194|1522
ripencc|20170115|1982|1404|1202|1570
ripencc|20170215|2068|1430|1218|1565
ripencc|20170315|2372|1446|1195|1544
ripencc|20170415|2038|1461|1207|1534
ripencc|20170515|2038|1481|1233|1539
ripencc|20170615|2030|1480|1214|1560
ripencc|20170715|2028|1490|1217|1572
ripencc|20170815|2015|1474|1237|1563
ripencc|20170915|2077|1468|1252|1595
ripencc|20171015|2085|1515|1239|1605
ripencc|20171115|2186|1546|1257|1593
ripencc|20171215|2216|1532|1291|1599
ripencc|20180115|2161|1530|1291|1608
ripencc|20180215|2218|1597|1305|1629
ripencc|20180315|2494|1591|1307|1671
ripencc|20180415|2183|1581|1295|1686
ripencc|20180515|2203|1518|1340|1686
ripencc|20180615|2159|1521|1337|1709
ripencc|20180715|2163|1500|1340|1757
ripencc|20180815|2192|1510|1363|1754
ripencc|20180915|2186|1525|1391|1739
ripencc|20181015|2191|1550|1400|1759
ripencc|20181115|2192|1569|1394|1766
ripencc|20181215|2266|1531|1410|1762
ripencc|20190115|2230|1543|1384|1777
ripencc|20190215|2303|1567|1388|1779
ripencc|20190315|2376|1565|1396|1764
ripencc|20190415|2386|1620|1407|1794
ripencc|20190515|2388|1621|1396|1825
ripencc|20190615|2398|1607|1395|1831
ripencc|20190715|2403|1626|1425|1851
ripencc|20190815|2417|1643|1433|1814
ripencc|20190915|2322|1644|1456|1835
ripencc|20191015|2326|1640|1460|1869
ripencc|20191115|2338|1648|1493|1877
ripencc|20191215|2356|1674|1431|1835
ripencc|20200115|2377|1684|1452|1844
ripencc|20200215|2423|1686|1411|1852
ripencc|20200315|2502|1692|1426|1845
ripencc|20200415|2586|1693|1457|1869
ripencc|20200515|2565|1723|1435|1880
ripencc|20200615|2538|1715|1422|1916
ripencc|20200715|2515|1733|1428|1930
ripencc|20200815|2491|1733|1504|1916
ripencc|20200915|2541|1731|1459|1893
ripencc|20201015|2569|1752|1467|1903
ripencc|20201115|2551|1751|1455|1940
ripencc|20201215|2621|1784|1489|1951
ripencc|20210115|2652|1749|1537|1980
ripencc|20210215|2667|1738|1478|1946
ripencc|20210315|2700|1760|1488|1958
ripencc|20210415|2693|1772|1526|1965
ripencc|20210515|2676|1783|1503|1955
ripencc|20210615|2687|1784|1515|1975
ripencc|20210715|2707|1755|1488|1970
ripencc|20210815|2732|1763|1587|1976
ripencc|20210915|2761|1768|1503|1966
ripencc|20211015|2746|1800|1508|1989
ripencc|20211115|2737|1758|1534|1991
ripencc|20211215|2736|1782|1519|1986
ripencc|20220115|2737|1778|1549|2015
ripencc|20220215|2757|1793|1558|2007
ripencc|20220315|2766|1784|1569|1982
ripencc|20220415|3248|1783|1593|2014
ripencc|20220515|2769|1773|1567|2007
ripencc|20220615|2806|1785|1563|1989
ripencc|20220715|2838|1755|1567|2014
ripencc|20220815|2836|1773|1569|2009
ripencc|20220915|3289|1787|1582|2010
ripencc|20221015|2790|1769|1567|2029
ripencc|20221115|2811|1778|1560|2022
ripencc|20221215|2829|1785|1532|1995
ripencc|20230115|2819|1787|1544|1976
ripencc|20230215|2807|1808|1545|2012
ripencc|20230315|2779|1819|1520|2020
ripencc|20230415|2783|1838|1537|2023
ripencc|20230515|2812|1857|1542|2010
ripencc|20230615|2807|1845|1556|2022
ripencc|20230715|2739|1818|1548|2006
ripencc|20230815|2773|1841|1544|2021
ripencc|20230915|2781|1828|1541|2043
ripencc|20231015|2802|1844|1538|2046
ripencc|20231115|2863|1829|1553|1994
ripencc|20231215|2846|1832|1540|1981
ripencc|20240115|2849|1814|1531|2032
ripencc|20240215|2850|1840|1542|2023
ripencc|20240315|2843|1835|1562|1998
ripencc|20240415|2877|1837|1549|1996
ripencc|20240515|2839|1856|1568|2002
ripencc|20240615|3320|1862|1575|1990
