#region|date|observed_ases|use_aspp
lacnic|20240215|11093|4044
lacnic|20240315|11098|4054
lacnic|20240415|11109|4107
lacnic|20240515|11134|4140
lacnic|20240615|11140|4169
ripencc|20140615|20567|5391
ripencc|20140715|20688|5413
ripencc|20140815|20721|5413
ripencc|20140915|20816|5473
ripencc|20141015|20929|5569
ripencc|20141115|21021|5548
ripencc|20141215|21143|5661
ripencc|20150115|21206|5717
ripencc|20150215|21327|5680
ripencc|20150315|21414|5693
ripencc|20150415|21562|5793
ripencc|20150515|21679|5796
ripencc|20150615|21742|5775
ripencc|20150715|21841|5789
ripencc|20150815|21921|5799
ripencc|20150915|22045|5797
ripencc|20151015|22134|5832
ripencc|20151115|22226|5768
ripencc|20151215|22359|5857
ripencc|20160115|22436|5930
ripencc|20160215|22527|5958
ripencc|20160315|22623|5990
ripencc|20160415|22746|6033
ripencc|20160515|22859|5988
ripencc|20160615|22963|6039
ripencc|20160715|23035|6076
ripencc|20160815|23152|6089
ripencc|20160915|23261|6105
ripencc|20161015|23357|6486
ripencc|20161115|23463|6241
ripencc|20161215|23573|6114
ripencc|20170115|23628|6147
ripencc|20170215|23745|6270
ripencc|20170315|23849|6547
ripencc|20170415|23975|6230
ripencc|20170515|24063|6281
ripencc|20170615|24188|6275
ripencc|20170715|24240|6297
ripencc|20170815|24317|6282
ripencc|20170915|24429|6382
ripencc|20171015|24520|6435
ripencc|20171115|24641|6573
ripencc|20171215|24799|6631
ripencc|20180115|24861|6582
ripencc|20180215|24951|6740
ripencc|20180315|25045|7056
ripencc|20180415|25162|6737
ripencc|20180515|25248|6738
ripencc|20180615|25296|6717
ripencc|20180715|25323|6753
ripencc|20180815|25484|6811
ripencc|20180915|25554|6833
ripencc|20181015|25639|6896
ripencc|20181115|25698|6914
ripencc|20181215|25777|6960
ripencc|20190115|25812|6925
ripencc|20190215|25902|7030
ripencc|20190315|25947|7093
ripencc|20190415|26082|7197
ripencc|20190515|26143|7224
ripencc|20190615|26219|7224
ripencc|20190715|26316|7295
ripencc|20190815|26415|7298
ripencc|20190915|26520|7248
ripencc|20191015|26635|7287
ripencc|20191115|26722|7347
ripencc|20191215|26763|7283
ripencc|20200115|26825|7345
ripencc|20200215|26921|7358
ripencc|20200315|27045|7451
ripencc|20200415|27098|7586
ripencc|20200515|27157|7587
ripencc|20200615|27245|7580
ripencc|20200715|27298|7595
ripencc|20200815|27377|7634
ripencc|20200915|27465|7613
ripencc|20201015|27558|7681
ripencc|20201115|27632|7685
ripencc|20201215|27728|7832
ripencc|20210115|27745|7905
ripencc|20210215|27854|7816
ripencc|20210315|27913|7893
ripencc|20210415|28015|7940
ripencc|20210515|28022|7902
ripencc|20210615|28109|7945
ripencc|20210715|28134|7906
ripencc|20210815|28121|8043
ripencc|20210915|28193|7985
ripencc|20211015|28208|8026
ripencc|20211115|28252|8005
ripencc|20211215|28274|8013
ripencc|20220115|28311|8065
ripencc|20220215|28303|8104
ripencc|20220315|28203|8090
ripencc|20220415|28237|8626
ripencc|20220515|28266|8106
ripencc|20220615|28261|8131
ripencc|20220715|28345|8162
ripencc|20220815|28356|8174
ripencc|20220915|28358|8657
ripencc|20221015|28286|8143
ripencc|20221115|28278|8161
ripencc|20221215|28314|8131
ripencc|20230115|28339|8117
ripencc|20230215|28310|8164
ripencc|20230315|28381|8131
ripencc|20230415|28450|8176
ripencc|20230515|28457|8214
ripencc|20230615|28470|8224
ripencc|20230715|28469|8104
ripencc|20230815|28517|8173
ripencc|20230915|28533|8188
ripencc|20231015|28591|8225
ripencc|20231115|28617|8233
ripencc|20231215|28629|8192
ripencc|20240115|28652|8219
ripencc|20240215|28667|8248
ripencc|20240315|28715|8231
ripencc|20240415|28752|8251
ripencc|20240515|28795|8261
ripencc|20240615|28810|8744
internet|20140615|46570|12546
internet|20140715|46898|12647
internet|20140815|47174|12640
internet|20140915|47484|12827
internet|20141015|47719|12911
internet|20141115|47992|12992
internet|20141215|48314|13168
internet|20150115|48507|13287
internet|20150215|48811|13293
internet|20150315|49045|13383
internet|20150415|49402|13565
internet|20150515|49738|13654
internet|20150615|49982|13645
internet|20150715|50283|13658
internet|20150815|50500|13642
internet|20150915|50826|13771
internet|20151015|51098|13831
internet|20151115|51389|13847
internet|20151215|51683|13944
internet|20160115|51886|13992
internet|20160215|52208|14205
internet|20160315|52512|14346
internet|20160415|52847|14389
internet|20160515|53147|14435
internet|20160615|53462|14547
internet|20160715|53774|14659
internet|20160815|54078|14753
internet|20160915|54379|14837
internet|20161015|54623|15324
internet|20161115|54859|15157
internet|20161215|55182|15130
internet|20170115|55378|15170
internet|20170215|55710|15390
internet|20170315|55983|15759
internet|20170415|56315|15533
internet|20170515|56580|15629
internet|20170615|56968|15711
internet|20170715|57213|15772
internet|20170815|57500|15779
internet|20170915|57824|15909
internet|20171015|58088|16053
internet|20171115|58389|16244
internet|20171215|58766|16362
internet|20180115|58937|16363
internet|20180215|59286|16564
internet|20180315|59561|17372
internet|20180415|59870|16635
internet|20180515|60222|16719
internet|20180615|60485|16823
internet|20180715|60682|16970
internet|20180815|61044|17098
internet|20180915|61369|17228
internet|20181015|61671|17312
internet|20181115|62018|17522
internet|20181215|62284|17621
internet|20190115|62478|17653
internet|20190215|62815|17843
internet|20190315|63124|18039
internet|20190415|63471|18308
internet|20190515|63754|18425
internet|20190615|64056|18465
internet|20190715|64416|18638
internet|20190815|64732|18803
internet|20190915|65079|18717
internet|20191015|65422|18923
internet|20191115|65740|19126
internet|20191215|66013|19024
internet|20200115|66305|19182
internet|20200215|66639|19244
internet|20200315|67062|19493
internet|20200415|67329|19843
internet|20200515|67603|19891
internet|20200615|67923|20027
internet|20200715|68260|20078
internet|20200815|68643|20138
internet|20200915|68981|20235
internet|20201015|69261|20358
internet|20201115|69534|20446
internet|20201215|69806|20691
internet|20210115|69874|20823
internet|20210215|70150|20753
internet|20210315|70396|20984
internet|20210415|70685|21209
internet|20210515|70810|21269
internet|20210615|71033|21382
internet|20210715|71186|21461
internet|20210815|71335|21726
internet|20210915|71628|21850
internet|20211015|71700|21928
internet|20211115|71890|21963
internet|20211215|72027|22107
internet|20220115|72274|22372
internet|20220215|72415|22429
internet|20220315|72400|22469
internet|20220415|72568|23078
internet|20220515|72756|22509
internet|20220615|72844|22653
internet|20220715|73122|22733
internet|20220815|73217|22757
internet|20220915|73350|23411
internet|20221015|73254|22872
internet|20221115|73348|22841
internet|20221215|73485|22815
internet|20230115|73588|22896
internet|20230215|73576|23029
internet|20230315|73736|23043
internet|20230415|73913|23185
internet|20230515|73951|23286
internet|20230615|74042|23397
internet|20230715|74060|23237
internet|20230815|74194|23413
internet|20230915|74306|23520
internet|20231015|74479|23514
internet|20231115|74536|23591
internet|20231215|74644|23488
internet|20240115|74725|23485
internet|20240215|74828|23592
internet|20240315|74964|23628
internet|20240415|75082|23748
internet|20240515|75304|23833
internet|20240615|75332|24350
