region|date|from1to24|from25to49|from50to74|from75to100
internet|20160115|1886|1616|2123|8365
internet|20160215|1922|1663|2144|8475
internet|20160315|1914|1661|2179|8591
internet|20160415|1940|1663|2182|8603
internet|20160515|1943|1708|2209|8574
internet|20160615|1971|1711|2226|8637
internet|20160715|1981|1706|2241|8728
internet|20160815|2045|1770|2248|8688
internet|20160915|2007|1782|2252|8792
internet|20161015|2067|1795|2361|9095
internet|20161115|2090|1785|2357|8921
internet|20161215|2109|1824|2357|8837
internet|20170115|2087|1875|2318|8887
internet|20170215|2077|1851|2346|9114
internet|20170315|2145|1896|2416|9298
internet|20170415|2146|1928|2388|9069
internet|20170515|2171|1910|2444|9100
internet|20170615|2201|1938|2428|9140
internet|20170715|2237|1900|2470|9161
internet|20170815|2238|1903|2450|9184
internet|20170915|2251|1916|2455|9283
internet|20171015|2264|1976|2443|9367
internet|20171115|2285|2005|2495|9459
internet|20171215|2279|2014|2468|9601
internet|20180115|2294|2017|2464|9588
internet|20180215|2285|1965|2544|9770
internet|20180315|2297|2128|2635|10312
internet|20180415|2300|2044|2604|9686
internet|20180515|2305|2048|2626|9739
internet|20180615|2303|2133|2622|9763
internet|20180715|2348|2145|2631|9845
internet|20180815|2364|2160|2654|9918
internet|20180915|2365|2175|2642|10043
internet|20181015|2354|2178|2643|10135
internet|20181115|2385|2196|2690|10249
internet|20181215|2393|2183|2701|10342
internet|20190115|2387|2205|2675|10384
internet|20190215|2454|2235|2683|10470
internet|20190315|2463|2254|2679|10642
internet|20190415|2493|2290|2687|10837
internet|20190515|2546|2280|2724|10872
internet|20190615|2465|2265|2717|11016
internet|20190715|2493|2290|2718|11137
internet|20190815|2484|2313|2816|11187
internet|20190915|2534|2300|2744|11137
internet|20191015|2566|2318|2820|11217
internet|20191115|2589|2365|2829|11341
internet|20191215|2584|2374|2777|11288
internet|20200115|2575|2392|2768|11444
internet|20200215|2560|2434|2787|11462
internet|20200315|2636|2449|2882|11524
internet|20200415|2722|2499|2944|11675
internet|20200515|2680|2532|2935|11740
internet|20200615|2793|2550|2966|11714
internet|20200715|2800|2527|3010|11736
internet|20200815|2780|2548|3051|11756
internet|20200915|2816|2528|3110|11778
internet|20201015|2764|2579|3117|11895
internet|20201115|2800|2592|3124|11928
internet|20201215|2832|2631|3181|12043
internet|20210115|2824|2659|3148|12189
internet|20210215|2832|2669|3117|12131
internet|20210315|2846|2707|3167|12257
internet|20210415|2908|2705|3203|12389
internet|20210515|2894|2725|3204|12442
internet|20210615|2856|2805|3210|12507
internet|20210715|2859|2802|3324|12472
internet|20210815|2957|2860|3318|12588
internet|20210915|2993|2874|3347|12631
internet|20211015|2982|2874|3365|12702
internet|20211115|2955|2879|3384|12741
internet|20211215|2968|2880|3384|12872
internet|20220115|3013|2904|3418|13033
internet|20220215|3039|2893|3405|13088
internet|20220315|3013|2953|3392|13107
internet|20220415|2986|2969|3473|13647
