as_type|date|from1to24|from25to49|from50to74|from75to100
business|20221015|526|738|1118|4707
business|20221115|518|729|1121|4776
business|20221215|530|739|1112|4716
business|20230115|530|746|1128|4721
business|20230215|527|741|1145|4787
business|20230315|535|749|1159|4754
business|20230415|525|767|1181|4758
business|20230515|521|749|1189|4790
business|20230615|524|746|1181|4854
business|20230715|530|746|1169|4806
business|20230815|531|758|1145|4881
business|20230915|520|763|1175|4920
business|20231015|521|762|1178|4928
business|20231115|512|767|1172|4961
business|20231215|517|748|1156|4950
business|20240115|515|741|1167|4958
business|20240215|520|740|1168|4983
business|20240315|512|748|1180|4975
business|20240415|513|749|1198|4998
business|20240515|511|772|1175|5059
business|20240615|519|781|1179|5196
education|20140615|56|64|157|329
education|20140715|44|57|91|415
education|20140815|53|58|90|410
education|20140915|64|67|160|338
education|20141015|60|75|177|327
education|20141115|60|78|176|332
education|20141215|55|76|167|337
education|20150115|56|80|164|346
education|20150215|61|70|174|347
education|20150315|67|72|194|322
education|20150415|59|66|181|355
education|20150515|60|78|190|342
education|20150615|51|66|114|438
education|20150715|54|68|108|438
education|20150815|55|76|188|344
education|20150915|57|86|185|348
education|20151015|59|74|177|356
education|20151115|53|69|109|439
education|20151215|49|62|112|438
education|20160115|55|72|189|345
education|20160215|56|71|187|355
education|20160315|50|72|185|368
education|20160415|52|64|194|361
education|20160515|56|70|188|365
education|20160615|59|65|180|379
education|20160715|56|66|173|379
education|20160815|50|65|192|370
education|20160915|51|76|196|366
education|20161015|54|71|200|370
education|20161115|53|75|198|355
education|20161215|58|77|189|363
education|20170115|53|82|177|372
education|20170215|57|78|144|411
education|20170315|67|73|147|421
education|20170415|59|78|148|425
education|20170515|61|73|150|426
education|20170615|61|80|139|438
education|20170715|57|80|153|436
education|20170815|52|77|157|435
education|20170915|61|76|158|436
education|20171015|56|81|159|440
education|20171115|62|78|158|446
education|20171215|64|74|155|461
education|20180115|61|77|158|466
education|20180215|62|73|165|464
education|20180315|66|89|166|485
education|20180415|72|76|160|461
education|20180515|72|78|164|460
education|20180615|67|80|169|467
education|20180715|68|79|172|463
education|20180815|75|74|178|463
education|20180915|70|84|181|466
education|20181015|72|84|178|475
education|20181115|79|82|183|451
education|20181215|74|88|178|468
education|20190115|73|95|175|461
education|20190215|75|85|165|476
education|20190315|79|83|161|481
education|20190415|77|87|160|497
education|20190515|82|85|167|492
education|20190615|77|81|166|504
education|20190715|77|78|179|510
education|20190815|79|83|178|509
education|20190915|81|85|167|507
education|20191015|77|82|171|508
education|20191115|77|82|167|511
education|20191215|75|79|165|525
education|20200115|70|84|130|556
education|20200215|76|84|134|569
education|20200315|68|91|163|537
education|20200415|78|90|156|538
education|20200515|76|91|149|539
education|20200615|75|93|153|537
education|20200715|81|92|154|540
education|20200815|70|96|158|531
education|20200915|75|87|155|520
education|20201015|72|95|153|525
education|20201115|72|97|150|538
education|20201215|78|90|153|544
education|20210115|81|91|151|559
education|20210215|79|96|154|549
education|20210315|81|93|151|554
education|20210415|81|94|160|550
education|20210515|80|94|157|564
education|20210615|79|100|160|558
education|20210715|80|102|160|557
education|20210815|78|98|174|557
education|20210915|79|103|170|560
education|20211015|79|101|164|556
education|20211115|78|99|168|548
education|20211215|80|102|165|551
education|20220115|81|103|162|563
education|20220215|80|100|153|569
education|20220315|82|104|170|559
education|20220415|81|105|169|576
education|20220515|81|107|168|564
education|20220615|84|115|167|563
education|20220715|87|119|171|562
education|20220815|95|112|170|565
education|20220915|95|110|169|580
education|20221015|90|108|168|574
education|20221115|88|112|177|564
education|20221215|83|116|174|566
education|20230115|83|111|170|581
education|20230215|82|115|170|579
education|20230315|77|116|175|573
education|20230415|79|114|172|583
education|20230515|88|108|171|580
education|20230615|89|111|174|578
education|20230715|88|109|170|570
education|20230815|91|110|167|582
education|20230915|83|107|140|625
education|20231015|84|110|136|627
education|20231115|84|111|133|626
education|20231215|82|112|129|618
education|20240115|85|112|131|613
education|20240215|87|115|129|618
education|20240315|90|114|134|621
education|20240415|81|117|137|627
education|20240515|78|118|135|632
education|20240615|85|118|133|644
government|20140615|31|25|49|136
government|20140715|26|22|46|149
government|20140815|33|22|47|154
government|20140915|33|25|58|143
government|20141015|29|25|55|148
government|20141115|27|28|52|159
government|20141215|29|32|52|158
government|20150115|33|24|52|155
government|20150215|36|23|50|159
government|20150315|34|27|50|155
government|20150415|33|27|52|159
government|20150515|31|32|48|163
government|20150615|34|24|43|167
government|20150715|35|27|45|166
government|20150815|36|30|54|157
government|20150915|37|28|50|158
government|20151015|35|26|56|152
government|20151115|30|29|47|165
government|20151215|31|29|43|170
government|20160115|33|28|53|159
government|20160215|35|33|48|169
government|20160315|32|32|51|169
government|20160415|35|35|49|174
government|20160515|39|33|49|170
government|20160615|34|32|56|167
government|20160715|32|32|53|172
government|20160815|33|33|46|170
government|20160915|31|32|48|170
government|20161015|33|38|50|172
government|20161115|34|36|55|173
government|20161215|37|34|58|168
government|20170115|35|38|56|159
government|20170215|31|34|55|168
government|20170315|32|33|52|165
government|20170415|39|29|49|164
government|20170515|40|31|45|169
government|20170615|46|32|43|167
government|20170715|44|35|49|165
government|20170815|47|34|49|162
government|20170915|46|37|47|163
government|20171015|45|33|49|170
government|20171115|41|35|51|173
government|20171215|45|41|47|172
government|20180115|42|33|50|174
government|20180215|42|27|56|173
government|20180315|43|29|57|179
government|20180415|42|26|62|170
government|20180515|43|27|60|171
government|20180615|44|32|61|168
government|20180715|43|35|63|166
government|20180815|39|35|64|175
government|20180915|43|38|61|173
government|20181015|41|35|60|177
government|20181115|44|40|61|185
government|20181215|40|39|65|186
government|20190115|38|39|62|191
government|20190215|41|36|65|192
government|20190315|40|38|60|201
government|20190415|43|44|59|205
government|20190515|44|39|59|201
government|20190615|42|38|62|216
government|20190715|45|34|63|213
government|20190815|45|35|65|217
government|20190915|46|41|63|217
government|20191015|49|39|65|216
government|20191115|46|41|69|213
government|20191215|48|43|65|214
government|20200115|49|44|63|221
government|20200215|52|50|63|228
government|20200315|53|47|63|232
government|20200415|53|49|62|233
government|20200515|52|48|64|236
government|20200615|50|48|66|240
government|20200715|54|45|62|242
government|20200815|49|48|67|248
government|20200915|49|49|63|246
government|20201015|46|47|64|244
government|20201115|51|47|58|243
government|20201215|48|41|67|247
government|20210115|50|49|63|247
government|20210215|51|48|66|247
government|20210315|53|50|70|245
government|20210415|56|52|67|264
government|20210515|55|50|66|261
government|20210615|52|54|63|256
government|20210715|52|55|65|250
government|20210815|53|60|65|255
government|20210915|55|59|62|261
government|20211015|63|54|66|260
government|20211115|63|54|63|250
government|20211215|67|51|63|254
government|20220115|66|50|64|256
government|20220215|65|45|66|256
government|20220315|67|41|75|261
government|20220415|67|40|74|264
government|20220515|71|43|74|260
government|20220615|69|42|73|265
government|20220715|70|48|72|267
government|20220815|68|48|74|265
government|20220915|70|49|71|271
government|20221015|72|55|70|259
government|20221115|69|55|73|263
government|20221215|71|56|74|267
government|20230115|72|55|75|266
government|20230215|69|60|76|272
government|20230315|67|56|90|270
government|20230415|69|55|78|271
government|20230515|65|58|75|280
government|20230615|63|61|77|284
government|20230715|62|57|76|292
government|20230815|66|61|76|292
government|20230915|69|64|72|291
government|20231015|63|67|70|289
government|20231115|60|69|68|286
government|20231215|62|67|72|290
government|20240115|60|65|68|290
government|20240215|67|58|71|293
government|20240315|66|56|77|289
government|20240415|69|57|77|297
government|20240515|64|55|85|293
government|20240615|62|53|91|302
hosting|20140615|283|230|307|1184
hosting|20140715|280|246|295|1207
hosting|20140815|278|237|307|1203
hosting|20140915|283|260|300|1205
hosting|20141015|270|270|299|1243
hosting|20141115|265|268|288|1248
hosting|20141215|258|273|290|1251
hosting|20150115|272|266|299|1243
hosting|20150215|276|258|314|1248
hosting|20150315|299|249|303|1250
hosting|20150415|294|246|305|1282
hosting|20150515|284|247|308|1275
hosting|20150615|302|254|307|1280
hosting|20150715|298|261|304|1295
hosting|20150815|303|262|311|1286
hosting|20150915|291|271|305|1293
hosting|20151015|307|259|306|1307
hosting|20151115|314|249|297|1317
hosting|20151215|323|246|313|1317
hosting|20160115|327|272|302|1308
hosting|20160215|341|264|311|1317
hosting|20160315|340|263|319|1333
hosting|20160415|343|277|316|1349
hosting|20160515|339|292|311|1337
hosting|20160615|358|290|338|1330
hosting|20160715|353|276|325|1351
hosting|20160815|382|283|319|1343
hosting|20160915|384|274|326|1351
hosting|20161015|381|272|363|1404
hosting|20161115|385|267|351|1363
hosting|20161215|380|277|363|1325
hosting|20170115|375|288|357|1345
hosting|20170215|370|293|350|1358
hosting|20170315|375|289|372|1421
hosting|20170415|383|296|362|1342
hosting|20170515|396|284|398|1324
hosting|20170615|382|292|379|1354
hosting|20170715|386|275|379|1371
hosting|20170815|393|291|372|1370
hosting|20170915|398|298|385|1374
hosting|20171015|401|319|378|1380
hosting|20171115|412|317|404|1390
hosting|20171215|402|316|387|1417
hosting|20180115|410|333|383|1397
hosting|20180215|406|325|393|1419
hosting|20180315|419|327|417|1482
hosting|20180415|421|314|412|1413
hosting|20180515|422|316|414|1419
hosting|20180615|440|355|399|1411
hosting|20180715|463|332|411|1420
hosting|20180815|445|340|396|1455
hosting|20180915|440|348|395|1463
hosting|20181015|436|365|398|1459
hosting|20181115|462|353|400|1485
hosting|20181215|468|345|390|1497
hosting|20190115|479|346|383|1507
hosting|20190215|486|353|376|1518
hosting|20190315|493|357|388|1537
hosting|20190415|485|376|389|1553
hosting|20190515|489|379|387|1562
hosting|20190615|495|369|392|1580
hosting|20190715|488|385|406|1577
hosting|20190815|494|373|410|1595
hosting|20190915|501|372|404|1582
hosting|20191015|508|380|411|1571
hosting|20191115|533|387|406|1584
hosting|20191215|530|405|405|1576
hosting|20200115|527|403|429|1605
hosting|20200215|529|396|418|1598
hosting|20200315|529|406|434|1558
hosting|20200415|542|398|439|1593
hosting|20200515|548|397|445|1615
hosting|20200615|558|391|456|1616
hosting|20200715|562|386|448|1629
hosting|20200815|560|402|450|1638
hosting|20200915|573|391|454|1634
hosting|20201015|586|402|480|1665
hosting|20201115|572|412|491|1649
hosting|20201215|592|418|480|1654
hosting|20210115|575|430|469|1699
hosting|20210215|577|428|467|1674
hosting|20210315|573|420|485|1713
hosting|20210415|577|449|459|1728
hosting|20210515|579|443|470|1762
hosting|20210615|563|454|479|1763
hosting|20210715|579|440|492|1760
hosting|20210815|579|451|483|1776
hosting|20210915|592|455|494|1775
hosting|20211015|586|455|494|1772
hosting|20211115|576|445|511|1777
hosting|20211215|579|442|501|1793
hosting|20220115|601|450|510|1797
hosting|20220215|621|435|501|1824
hosting|20220315|607|454|495|1826
hosting|20220415|599|473|537|1978
hosting|20220515|609|459|502|1818
hosting|20220615|619|463|502|1856
hosting|20220715|618|477|517|1839
hosting|20220815|633|477|513|1855
hosting|20220915|612|471|535|2008
hosting|20221015|648|466|505|1874
hosting|20221115|658|456|495|1869
hosting|20221215|639|461|503|1863
hosting|20230115|637|487|490|1864
hosting|20230215|624|500|486|1895
hosting|20230315|647|504|490|1886
hosting|20230415|665|505|485|1898
hosting|20230515|696|485|493|1917
hosting|20230615|684|502|492|1926
hosting|20230715|695|524|490|1906
hosting|20230815|700|517|483|1922
hosting|20230915|699|512|485|1920
hosting|20231015|682|523|478|1938
hosting|20231115|667|531|495|1956
hosting|20231215|662|524|502|1950
hosting|20240115|667|516|516|1943
hosting|20240215|678|524|524|1965
hosting|20240315|696|518|529|1977
hosting|20240415|699|519|529|2002
hosting|20240515|709|500|542|2007
hosting|20240615|701|510|560|2165
internet|20140615|1560|1402|1906|7673
internet|20140715|1541|1411|1832|7857
internet|20140815|1575|1445|1801|7814
internet|20140915|1592|1511|1932|7785
internet|20141015|1577|1509|1995|7825
internet|20141115|1609|1477|1993|7908
internet|20141215|1613|1522|1969|8059
internet|20150115|1655|1564|1996|8066
internet|20150215|1688|1527|2011|8063
internet|20150315|1742|1525|2023|8089
internet|20150415|1745|1532|2016|8268
internet|20150515|1767|1547|2077|8260
internet|20150615|1750|1536|1974|8382
internet|20150715|1795|1544|1976|8340
internet|20150815|1781|1569|2056|8233
internet|20150915|1781|1604|2079|8304
internet|20151015|1754|1585|2096|8392
internet|20151115|1781|1579|2011|8474
internet|20151215|1814|1567|2021|8539
internet|20160115|1886|1616|2123|8364
internet|20160215|1922|1663|2144|8474
internet|20160315|1914|1661|2179|8590
internet|20160415|1940|1663|2182|8602
internet|20160515|1943|1708|2209|8573
internet|20160615|1971|1711|2226|8635
internet|20160715|1981|1706|2241|8726
internet|20160815|2045|1770|2248|8686
internet|20160915|2007|1782|2252|8790
internet|20161015|2067|1795|2361|9093
internet|20161115|2090|1785|2357|8919
internet|20161215|2109|1824|2357|8835
internet|20170115|2087|1875|2318|8886
internet|20170215|2077|1851|2346|9113
internet|20170315|2145|1896|2416|9297
internet|20170415|2146|1928|2388|9068
internet|20170515|2171|1910|2444|9099
internet|20170615|2201|1938|2428|9139
internet|20170715|2237|1900|2470|9160
internet|20170815|2238|1903|2450|9183
internet|20170915|2251|1916|2455|9282
internet|20171015|2264|1976|2443|9366
internet|20171115|2285|2005|2495|9458
internet|20171215|2279|2014|2468|9600
internet|20180115|2294|2017|2464|9587
internet|20180215|2285|1965|2544|9769
internet|20180315|2297|2128|2635|10311
internet|20180415|2300|2044|2604|9685
internet|20180515|2305|2048|2626|9738
internet|20180615|2303|2133|2622|9762
internet|20180715|2348|2145|2631|9844
internet|20180815|2364|2160|2654|9917
internet|20180915|2365|2175|2642|10042
internet|20181015|2354|2178|2643|10134
internet|20181115|2385|2196|2690|10248
internet|20181215|2393|2183|2701|10341
internet|20190115|2387|2205|2675|10383
internet|20190215|2454|2235|2683|10469
internet|20190315|2463|2254|2679|10641
internet|20190415|2493|2290|2687|10836
internet|20190515|2546|2280|2724|10871
internet|20190615|2465|2265|2717|11015
internet|20190715|2493|2290|2718|11136
internet|20190815|2484|2313|2816|11186
internet|20190915|2534|2300|2744|11136
internet|20191015|2566|2318|2820|11216
internet|20191115|2589|2365|2829|11340
internet|20191215|2584|2374|2777|11287
internet|20200115|2575|2392|2768|11443
internet|20200215|2560|2434|2787|11461
internet|20200315|2636|2449|2882|11523
internet|20200415|2722|2499|2944|11674
internet|20200515|2680|2532|2935|11739
internet|20200615|2793|2550|2966|11713
internet|20200715|2800|2527|3010|11735
internet|20200815|2780|2548|3051|11755
internet|20200915|2816|2528|3110|11776
internet|20201015|2764|2579|3117|11893
internet|20201115|2800|2592|3124|11926
internet|20201215|2832|2631|3181|12041
internet|20210115|2824|2659|3148|12186
internet|20210215|2832|2669|3117|12128
internet|20210315|2846|2707|3167|12256
internet|20210415|2908|2705|3203|12387
internet|20210515|2894|2725|3204|12440
internet|20210615|2856|2805|3210|12505
internet|20210715|2859|2802|3323|12471
internet|20210815|2957|2860|3318|12586
internet|20210915|2993|2874|3347|12629
internet|20211015|2982|2874|3365|12699
internet|20211115|2955|2879|3384|12741
internet|20211215|2968|2880|3384|12871
internet|20220115|3013|2904|3418|13033
internet|20220215|3039|2893|3404|13088
internet|20220315|3013|2953|3390|13107
internet|20220415|2986|2968|3473|13646
internet|20220515|3044|2927|3435|13099
internet|20220615|3054|2946|3457|13190
internet|20220715|3075|2965|3495|13194
internet|20220815|3079|2965|3470|13238
internet|20220915|3102|2967|3534|13801
internet|20221015|3059|3002|3466|13340
internet|20221115|3014|2981|3466|13375
internet|20221215|3027|2976|3490|13318
internet|20230115|3027|3043|3492|13328
internet|20230215|3007|3091|3507|13420
internet|20230315|3055|3094|3623|13265
internet|20230415|3033|3125|3623|13399
internet|20230515|3074|3115|3627|13465
internet|20230615|3073|3112|3631|13577
internet|20230715|3090|3112|3592|13439
internet|20230815|3111|3104|3552|13643
internet|20230915|3143|3123|3513|13737
internet|20231015|3059|3177|3521|13752
internet|20231115|3055|3190|3566|13773
internet|20231215|3068|3153|3517|13743
internet|20240115|3068|3153|3536|13722
internet|20240215|3081|3128|3553|13824
internet|20240315|3061|3095|3608|13856
internet|20240415|3060|3094|3627|13956
internet|20240515|3076|3124|3579|14049
internet|20240615|3062|3144|3633|14504
isp|20140615|648|453|477|1811
isp|20140715|657|458|477|1824
isp|20140815|673|456|463|1837
isp|20140915|655|476|476|1871
isp|20141015|667|458|489|1897
isp|20141115|711|458|501|1899
isp|20141215|709|490|493|1948
isp|20150115|733|503|515|1972
isp|20150215|755|470|515|1966
isp|20150315|758|473|511|1993
isp|20150415|779|474|508|2031
isp|20150515|785|492|520|2027
isp|20150615|780|482|526|2007
isp|20150715|811|490|531|1984
isp|20150815|788|496|514|2029
isp|20150915|806|503|501|2061
isp|20151015|769|517|511|2088
isp|20151115|786|519|535|2045
isp|20151215|813|520|532|2097
isp|20160115|841|512|539|2101
isp|20160215|863|547|547|2129
isp|20160315|868|545|564|2149
isp|20160415|871|550|555|2159
isp|20160515|872|562|581|2148
isp|20160615|883|564|563|2184
isp|20160715|890|589|566|2225
isp|20160815|938|615|562|2205
isp|20160915|905|639|527|2260
isp|20161015|941|646|565|2415
isp|20161115|954|642|584|2344
isp|20161215|988|651|576|2320
isp|20170115|975|671|569|2333
isp|20170215|973|663|614|2376
isp|20170315|999|716|630|2488
isp|20170415|1022|715|628|2393
isp|20170515|1035|714|626|2430
isp|20170615|1040|742|630|2415
isp|20170715|1075|720|662|2422
isp|20170815|1082|713|665|2417
isp|20170915|1088|714|663|2473
isp|20171015|1107|745|660|2498
isp|20171115|1109|784|675|2539
isp|20171215|1106|777|675|2613
isp|20180115|1114|784|661|2633
isp|20180215|1100|771|702|2706
isp|20180315|1120|877|723|2952
isp|20180415|1125|828|719|2707
isp|20180515|1137|810|755|2697
isp|20180615|1117|860|778|2712
isp|20180715|1146|882|765|2773
isp|20180815|1166|881|785|2810
isp|20180915|1178|889|790|2843
isp|20181015|1177|864|806|2873
isp|20181115|1176|891|827|2974
isp|20181215|1187|883|824|3038
isp|20190115|1163|891|828|3053
isp|20190215|1200|908|816|3110
isp|20190315|1207|915|808|3185
isp|20190415|1222|940|819|3246
isp|20190515|1252|923|839|3324
isp|20190615|1188|914|846|3403
isp|20190715|1207|926|826|3498
isp|20190815|1187|965|913|3506
isp|20190915|1222|965|854|3488
isp|20191015|1249|989|908|3515
isp|20191115|1252|1004|925|3558
isp|20191215|1285|987|906|3563
isp|20200115|1276|1011|909|3599
isp|20200215|1260|1046|934|3597
isp|20200315|1319|1016|983|3672
isp|20200415|1379|1074|1026|3745
isp|20200515|1353|1123|1015|3759
isp|20200615|1429|1136|1032|3723
isp|20200715|1444|1126|1080|3733
isp|20200815|1447|1145|1094|3762
isp|20200915|1466|1173|1113|3814
isp|20201015|1412|1186|1122|3882
isp|20201115|1449|1180|1133|3903
isp|20201215|1473|1214|1169|3966
isp|20210115|1482|1228|1180|4006
isp|20210215|1492|1224|1141|4040
isp|20210315|1497|1273|1172|4075
isp|20210415|1549|1252|1215|4139
isp|20210515|1529|1312|1198|4169
isp|20210615|1527|1346|1188|4254
isp|20210715|1512|1368|1269|4273
isp|20210815|1583|1410|1263|4290
isp|20210915|1610|1391|1298|4345
isp|20211015|1599|1405|1316|4393
isp|20211115|1587|1424|1319|4442
isp|20211215|1609|1404|1331|4529
isp|20220115|1621|1434|1365|4638
isp|20220215|1619|1452|1392|4652
isp|20220315|1625|1484|1356|4706
isp|20220415|1601|1492|1356|4947
isp|20220515|1639|1490|1378|4761
isp|20220615|1651|1492|1413|4834
isp|20220715|1670|1469|1428|4859
isp|20220815|1650|1490|1438|4870
isp|20220915|1693|1480|1444|5101
isp|20221015|1628|1534|1424|4960
isp|20221115|1602|1516|1424|4995
isp|20221215|1622|1495|1451|5027
isp|20230115|1625|1543|1443|5052
isp|20230215|1631|1590|1458|5070
isp|20230315|1653|1584|1548|4993
isp|20230415|1621|1595|1551|5132
isp|20230515|1636|1632|1545|5170
isp|20230615|1650|1611|1570|5211
isp|20230715|1655|1604|1557|5185
isp|20230815|1659|1589|1568|5274
isp|20230915|1715|1609|1543|5315
isp|20231015|1652|1656|1562|5332
isp|20231115|1681|1660|1601|5357
isp|20231215|1701|1662|1558|5381
isp|20240115|1707|1681|1566|5416
isp|20240215|1695|1657|1578|5477
isp|20240315|1670|1625|1615|5533
isp|20240415|1678|1625|1633|5592
isp|20240515|1696|1653|1597|5658
isp|20240615|1682|1659|1628|5842
none|20140615|231|233|301|1763
none|20140715|231|230|309|1756
none|20140815|239|246|300|1713
none|20140915|241|249|298|1708
none|20141015|236|245|323|1724
none|20141115|221|228|307|1745
none|20141215|236|236|311|1756
none|20150115|225|265|303|1768
none|20150215|232|269|305|1734
none|20150315|245|275|305|1724
none|20150415|237|273|305|1764
none|20150515|253|267|320|1771
none|20150615|244|267|309|1782
none|20150715|249|259|315|1751
none|20150815|250|261|313|1724
none|20150915|240|264|332|1720
none|20151015|231|261|324|1742
none|20151115|226|274|304|1750
none|20151215|228|258|327|1744
none|20160115|237|265|309|1725
none|20160215|242|279|330|1727
none|20160315|231|278|329|1758
none|20160415|238|261|335|1738
none|20160515|244|261|327|1731
none|20160615|242|265|328|1727
none|20160715|261|253|338|1712
none|20160815|261|253|349|1700
none|20160915|251|259|351|1696
none|20161015|266|250|349|1726
none|20161115|263|250|338|1703
none|20161215|254|259|339|1687
none|20170115|247|267|332|1695
none|20170215|245|257|342|1724
none|20170315|254|253|348|1721
none|20170415|240|265|321|1692
none|20170515|238|252|335|1675
none|20170615|250|241|340|1668
none|20170715|250|246|348|1658
none|20170815|245|247|343|1657
none|20170915|237|248|332|1658
none|20171015|236|255|326|1651
none|20171115|245|240|331|1640
none|20171215|245|248|325|1640
none|20180115|250|221|332|1639
none|20180215|247|216|326|1664
none|20180315|227|237|361|1756
none|20180415|213|235|336|1629
none|20180515|211|236|332|1632
none|20180615|207|230|321|1624
none|20180715|203|225|327|1624
none|20180815|215|225|342|1596
none|20180915|203|222|336|1601
none|20181015|199|221|332|1608
none|20181115|200|226|338|1575
none|20181215|195|225|322|1560
none|20190115|205|214|323|1562
none|20190215|226|219|313|1567
none|20190315|212|214|330|1557
none|20190415|215|205|327|1578
none|20190515|226|213|321|1549
none|20190615|211|230|313|1548
none|20190715|216|228|298|1546
none|20190815|211|221|293|1547
none|20190915|210|210|298|1536
none|20191015|207|203|281|1538
none|20191115|201|207|275|1539
none|20191215|180|206|263|1517
none|20200115|182|203|269|1523
none|20200215|179|207|267|1506
none|20200315|192|215|280|1481
none|20200415|188|207|290|1481
none|20200515|178|211|293|1467
none|20200615|185|208|288|1448
none|20200715|169|200|281|1436
none|20200815|168|186|288|1402
none|20200915|165|185|298|1380
none|20201015|162|179|282|1351
none|20201115|155|184|284|1350
none|20201215|148|189|284|1331
none|20210115|141|181|278|1343
none|20210215|137|178|270|1333
none|20210315|135|180|262|1307
none|20210415|147|164|268|1299
none|20210515|145|153|261|1293
none|20210615|137|165|260|1270
none|20210715|141|153|269|1251
none|20210815|144|162|262|1233
none|20210915|136|165|249|1222
none|20211015|133|160|255|1203
none|20211115|133|166|238|1196
none|20211215|125|158|235|1191
none|20220115|130|163|226|1181
none|20220215|136|158|216|1172
none|20220315|127|148|207|1128
none|20220415|131|144|201|1132
none|20220515|126|132|194|1078
none|20220615|126|130|187|1046
none|20220715|114|130|192|1028
none|20220815|104|115|182|1023
none|20220915|100|125|182|1022
none|20221015|95|101|181|966
none|20221115|79|113|176|908
none|20221215|82|109|176|879
none|20230115|80|101|186|844
none|20230215|74|85|172|817
none|20230315|76|85|161|789
none|20230415|74|89|156|757
none|20230515|68|83|154|728
none|20230615|63|81|137|724
none|20230715|60|72|130|680
none|20230815|64|69|113|692
none|20230915|57|68|98|666
none|20231015|57|59|97|638
none|20231115|51|52|97|587
none|20231215|44|40|100|554
none|20240115|34|38|88|502
none|20240215|34|34|83|488
none|20240315|27|34|73|461
none|20240415|20|27|53|440
none|20240515|18|26|45|400
none|20240615|13|23|42|355
