asn|aspp_average|moreSpecific_average|selective_average
208579|100.0||
208582||50.0|75.0
208586||45.45|0.0
208591||49.89|27.36
208592||14.29|86.41
208594|25.0||82.72
208596||33.33|
208597|49.29|33.63|25.0
208598|100.0||
208603|64.74|41.91|0.0
208604|100.0||
208608|46.3|40.0|85.52
208609|100.0|43.33|0.0
208612|100.0||
208613|49.74|20.0|13.21
208615|||38.0
208617||12.5|100.0
208620||34.24|
208621|||93.64
208622|100.0||
208625|33.33|42.86|0.0
208626|95.7||74.22
208627|100.0||
208629|100.0||
208634||50.0|0.0
208635|||33.0
208636|||38.57
208637|50.0|25.0|68.57
208638|26.51|20.0|90.74
208639|100.0||
208640|75.0|25.23|25.0
208642|100.0||
208644|100.0||
208645|51.35||50.0
208649|77.08||100.0
208650|78.7||50.0
208651||28.57|65.38
208652|100.0||
208654|75.0|37.5|50.0
208655|98.89|20.0|0.0
208656|100.0||
208659|||100.0
208660|27.68|17.5|29.0
208664|||87.5
208665||33.33|0.0
208666|||57.43
208668|||90.0
208669|100.0||
208670|100.0||
208673|||100.0
208675|||100.0
208676|100.0||50.0
208677|81.77|2.92|50.1
208678|100.0|33.33|
208679|100.0||
208681|100.0|33.33|0.0
208683||50.0|75.0
208685||16.67|72.0
208687|75.0|30.09|96.5
208689|95.83||47.17
208693|||20.0
208694||24.9|75.0
208695|96.88|33.33|100.0
208697|100.0||40.33
208700|100.0||
208701|100.0||
208703|75.0||98.33
208704||50.0|0.0
208705|100.0||
208707|100.0||
208710|100.0||
208715||12.89|
208716|100.0||
208717||50.0|98.0
208718|46.49||
208719|82.22|31.44|17.5
208720|100.0|23.89|50.97
208721|100.0||
208722|92.81|22.86|100.0
208725|100.0||
208730|||100.0
208731||33.33|60.2
208732|100.0||39.83
208734|29.03||85.94
208735|100.0|30.91|25.0
208737|48.61||100.0
208738|||100.0
208740||50.0|
208741|||100.0
208744|98.55||83.0
208746|100.0|27.28|30.54
208753|||75.0
208756|||100.0
208757|100.0||
208759|100.0||55.67
208761|||70.54
208764|86.91||23.33
208766|100.0||
208767|||25.0
208769|100.0||
208770|82.83|34.09|97.8
208774|100.0||
208775||20.0|11.86
208777|100.0||
208778||33.33|25.0
208780|87.5||58.05
208781||33.33|100.0
208784|72.22||43.2
208785|68.75||49.0
208787|100.0||
208788||50.0|
208794||16.75|100.0
208795|100.0|50.0|
208796|100.0||100.0
208798|100.0||
208799||50.0|75.0
208800|32.3|11.03|88.54
208802|100.0|33.33|75.69
208803|100.0||
208808|||88.73
208810|100.0||50.0
208811|100.0||
208813|100.0||
208814|100.0||
208815|98.78||
208816|||100.0
208817|100.0||
208820|100.0|20.0|25.0
208821|||98.64
208825|100.0||96.65
208829|100.0||50.0
208831|100.0||
208834|100.0||
208840|100.0||
208841|100.0||
208844|100.0||
208851||20.0|100.0
208853|100.0||
208854|100.0|50.0|
208855||35.47|0.0
208857|24.86||18.94
208858|100.0||
208859|||100.0
208861|100.0||39.44
208862|77.13|17.03|50.91
208863|20.0|20.0|0.0
208864|||98.8
208866|||100.0
208867|100.0||
208871|100.0|25.0|
208873|||98.68
208876|100.0||50.0
208877||20.0|0.0
208878|||100.0
208881|68.52||63.89
208882|||70.22
208883|33.33|20.0|0.0
208885|||83.33
208887||33.33|7.14
208888|100.0||100.0
208890|50.0||
208892|100.0||50.0
208894|100.0||
208895|100.0||
208897|20.0|20.0|
208899|25.0||99.5
208900|100.0||
208905|97.71|18.16|36.2
208906|100.0||
208907|100.0||50.0
208911|||100.0
208923|100.0||
208925||27.22|0.0
208927|100.0||
208928|12.5|27.37|33.56
208931|47.22|33.33|86.96
208932|85.0||58.0
208933|66.67|33.33|0.0
208934|100.0||
208935|100.0||
208936|95.0||83.33
208938|100.0||
208941|98.57||67.0
208944|||98.33
208945|100.0||
208946|||100.0
208948|||88.07
208949|||100.0
208950|52.38||100.0
208951|39.5|10.99|99.66
208952|||100.0
208954|100.0||
208955|83.33||96.8
208956|||73.21
208957|||25.0
208959|100.0||100.0
208961|48.96||91.67
208964|97.5||50.0
208968|55.1|31.23|57.67
208971|100.0||
208972|59.81|5.09|69.32
208973|100.0||
208975|100.0||
208976|||68.0
208978||33.33|
208979|100.0||100.0
208981|25.0||73.53
208986|100.0||
208988|55.62||58.8
208989|100.0||
208991|100.0||
208992|98.18||86.67
208997||25.24|25.0
208999|||100.0
209002|100.0||
209003|100.0||
209004|34.0|33.85|10.94
209005|94.19||58.33
209006|100.0||
209007|||100.0
209012|||48.17
209014|31.84|19.13|90.25
209015|||100.0
209016|65.91||
209019|100.0||
209023|11.56|17.3|19.5
209024||11.55|
209026|43.03|17.41|0.0
209027|85.0||50.0
209028|||83.93
209029|||100.0
209030|94.89||100.0
209031||24.17|0.0
209033||50.0|
209034|||100.0
209039||32.95|
209040|||95.69
209041|100.0||13.12
209042||41.4|6.82
209043|35.71|33.33|81.8
209044|100.0||20.0
209045|40.0||96.43
209046|22.22|22.46|18.96
209047||20.0|0.0
209048||21.11|54.17
209049|68.33|42.73|42.86
209052|100.0||
209053|100.0|50.0|
209054|||100.0
209055||25.0|
209056|100.0|50.0|
209059|100.0||98.5
209062|66.1|50.0|97.56
209063||25.0|
209064|63.64|20.0|0.0
209065|100.0||
209066|||90.0
209067|100.0||
209068|||89.19
209069|100.0||
209070|100.0||
209071|96.94||63.64
209073|14.29||
209076|||100.0
209079||20.0|
209081|100.0|33.33|50.0
209082|50.0||100.0
209084|67.36||64.17
209085|100.0||
209086|100.0||
209087|52.08|12.78|82.93
209088|71.74|50.0|75.0
209090|72.92|33.33|46.74
209092|41.66|22.22|
209095||50.0|75.0
209096|100.0||
209097|96.04||49.8
209103|||100.0
209104|98.86||
209106|||17.33
209110|||67.05
209113||33.33|48.96
209114|100.0|47.22|59.5
209115|100.0||
209116|100.0||
209117|89.92||33.0
209118||20.0|0.0
209120|100.0||
209122||33.33|0.0
209124|100.0||
209125|100.0||14.0
209128|100.0||89.0
209132|||100.0
209134|||33.0
209135|100.0||98.89
209136|100.0||
209137||32.93|86.92
209138||20.0|0.0
209140|100.0||
209141||33.33|30.23
209142|100.0||
209143|40.0|20.0|
209146||50.0|75.0
209148|100.0||
209150||27.01|61.67
209151|100.0||
209152|100.0|44.44|33.0
209153|100.0|29.5|
209154|81.11|15.48|91.45
209155|64.72||100.0
209166||50.0|
209167|90.31||62.52
209170||19.77|65.21
209171|25.0||72.58
209172|50.0||100.0
209173|100.0||
209174|75.41||50.0
209177|||100.0
209179|100.0||
209181|36.71|6.89|71.42
209185|100.0||100.0
209186|100.0||
209190||33.72|13.84
209193|47.4|22.1|80.13
209199|88.13||75.0
209200|84.31|25.0|52.14
209201|100.0||
209206|||68.78
209208|100.0||51.67
209209|100.0||
209211|100.0||
209213|100.0||
209216|100.0||20.0
209218|100.0||50.0
209219|50.0|50.0|0.0
209220|||100.0
209221|100.0||
209222||22.7|2.0
209226|93.14||50.0
209228|100.0||
209231|33.33|21.5|100.0
209233|100.0||
209235|89.02|23.15|49.11
209236|50.84|9.94|1.02
209237|75.4|50.0|0.0
209240|20.0|23.87|5.56
209242||0.37|
209243|28.14||11.0
209244|100.0||50.0
209246|100.0||
209253|||100.0
209254|78.57||100.0
209255||50.0|0.0
209258|100.0||
209262|68.63|33.33|0.0
209263|100.0||
209265|100.0||
209271|64.86||50.0
209272|33.33||100.0
209273|100.0|25.0|
209274|100.0||50.0
209275|49.47||62.5
209276|100.0||
209277|16.67||99.21
209279|||100.0
209280|||50.0
209281|53.39|10.37|92.12
209282|||100.0
209283|96.88|25.38|28.0
209284|20.0|30.17|4.39
209285||33.33|2.5
209286|||100.0
209287|33.33|33.33|43.27
209288|33.33|19.15|64.7
209291||33.33|
209293|100.0||
209294|100.0||
209295|100.0||
209296|||100.0
209299|50.18||100.0
209301|100.0||
209302|100.0|50.0|50.0
209303|100.0||50.0
209304||16.96|0.0
209305|25.0||
209306|97.06||
209307|100.0||71.61
209311|100.0||100.0
209315|100.0||50.0
209322|||100.0
209324|100.0||
209326|||60.05
209328|100.0||50.0
209329|100.0||
209330|50.0||100.0
209332|78.03|20.0|0.0
209333|100.0||
209335|||2.0
209336|47.22||100.0
209341||25.0|81.67
209342|93.87|7.78|100.0
209343|||71.11
209344|100.0|43.48|0.0
209347|100.0||
209349|97.5|33.33|60.0
209351|100.0||
209352|100.0||80.0
209358|100.0||
209363|||33.0
209365|36.68||100.0
209366|20.0|19.82|61.22
209368||20.68|43.59
209369|||50.0
209370|||21.93
209371|||100.0
209372|4.73|3.14|100.0
209374|100.0||
209375|||95.92
209377|100.0|42.12|0.0
209379|100.0||
209380|37.37||90.32
209381|||100.0
209382|97.67|50.0|19.57
209383|100.0|41.66|0.0
209384|100.0||
209385||40.0|25.0
209386|100.0|33.33|
209388|||65.76
209390|38.89|34.79|30.0
209393|100.0|33.33|43.0
209394||27.36|12.05
209397|50.0||
209398|100.0||
209400|||50.48
209401|||100.0
209403|||80.0
209408|100.0||
209409|100.0||
209410|100.0|42.86|
209411|||100.0
209412|100.0||
209420||22.09|
209425|33.57|36.25|88.71
209428|||50.0
209429|||43.0
209434|100.0||
209435|81.48||50.0
209438|50.0||
209442|74.36|20.56|26.62
209446|||100.0
209447|100.0||
209448|100.0||
209452|93.08|33.59|0.0
209453|42.46||99.61
209454|100.0||
209455|100.0||
209457|50.0||50.0
209462|100.0||
209463|100.0||
209465||16.67|30.0
209466|||66.5
209467|100.0||
209468|||15.5
209475|98.29|33.33|66.67
209476|20.0|20.0|66.02
209478||25.0|7.14
209479||14.32|30.67
209481||8.41|
209482|100.0||
209483||25.0|95.74
209484||0.54|87.54
209490|||42.87
209492|15.78|26.12|37.87
209495|100.0||
209496|100.0||
209500|45.0||82.4
209504|100.0||
209505|||43.42
209506|100.0||
209507|||100.0
209508|||97.87
209509|69.33|21.78|58.33
209510|100.0||81.67
209513||43.96|
209515|75.0|50.0|75.0
209516|100.0||
209519|||76.25
209520|100.0||
209523|68.27|31.78|91.72
209525|100.0||
209528|66.66|32.89|47.56
209529|84.22|16.67|29.1
209535||25.98|45.15
209536|100.0|50.0|66.67
209540|100.0||
209541|68.57|50.0|
209543||20.91|100.0
209544|100.0||
209545|50.0||50.0
209548||32.75|50.0
209549||17.76|20.28
209550|66.67|36.27|0.0
209551|82.14||
209553|100.0||
209557||44.44|50.0
209560|98.44|50.0|75.0
209561|100.0||15.74
209563|100.0||
209564|100.0||
209565|25.44|3.57|95.25
209567|||100.0
209570|100.0||
209571||50.0|
209573||50.0|5.0
209575|98.44||80.77
209578|33.33||
209582||50.0|
209587|100.0||
209588|52.38||100.0
209591|88.49|15.65|100.0
209595|79.76||53.33
209596||50.0|95.83
209597|100.0||
209599|59.52||100.0
209604|85.71||88.47
209605|100.0||82.28
209606|||75.0
209608|25.0|26.94|56.67
209609|66.9||82.14
209611||25.0|
209612|100.0||
209613|50.0||87.5
209618|100.0|33.33|0.0
209620|83.33|32.26|9.2
209622|36.45||99.09
209623|100.0||98.68
209624|100.0||
209626|100.0||
209627|50.0|20.0|57.69
209628|100.0||
209631|100.0||
209633|100.0||
209635|78.07|50.0|27.94
209636|100.0||
209638||32.16|
209639|100.0||
209641||16.54|99.5
209642|33.33||90.33
209647|100.0||
209649||33.33|0.0
209650|100.0||
209652|100.0||
209657|100.0||
209659|||50.0
209660|100.0||
209662|69.05|33.33|25.0
209664|100.0||
209665|100.0||
209669|100.0||
209671||32.95|
209672|100.0||
209674|66.67|22.88|100.0
209680|100.0||
209684||21.67|91.67
209686|||95.0
209687|68.08|25.0|30.87
209689|92.06|33.33|58.33
209690|77.78||100.0
209694||34.72|0.0
209695|100.0||
209699|||100.0
209700|83.33||39.29
209701|64.29||77.78
209702|66.67||18.0
209703|||62.5
209704|89.0||50.0
209705||25.0|62.9
209706||22.06|21.81
209707|100.0||
209709|||100.0
209711|||98.85
209712|100.0||
209714|||100.0
209715|||35.0
209720|||94.23
209725|100.0||
209726|39.85|37.01|
209727|100.0||
209728|58.33||83.29
209732|100.0||
209733|60.42||95.36
209736|100.0||
209737|||96.0
209738|100.0|33.33|
209740|56.88||86.41
209744|100.0||
209748|100.0||
209750|100.0||
209754|98.53|29.17|53.56
209757|100.0||
209758|100.0||
209759|44.45|10.83|26.0
209760|33.33|33.33|0.0
209761|86.16|33.58|16.67
209765|100.0||
209766|98.86|50.0|
209767|||15.0
209768|100.0||83.33
209772|36.67|28.57|77.24
209774|83.82||50.0
209775||33.33|98.3
209776||50.0|75.0
209781|100.0||
209782|||100.0
209784|100.0||
209785|100.0||
209786||19.68|67.0
209787|100.0||
209789||48.74|
209791|25.0|33.04|20.0
209793|||78.12
209794|100.0||
209798|100.0||
209801|100.0||52.5
209803|100.0||
209804|||100.0
209805|||90.0
209806|100.0|33.33|
209807|||50.0
209810|100.0|25.0|96.5
209811|||50.0
209813|47.78||71.0
209816|||100.0
209817|100.0||50.0
209820|||91.0
209821|100.0||100.0
209822|||100.0
209823|||100.0
209824|60.83||82.33
209825|58.98|20.0|25.0
209828|||100.0
209830|||67.0
209835|89.44|17.75|41.72
209836|||99.06
209839||50.0|50.0
209844|100.0||67.0
209845|94.44||33.0
209848|66.67|33.33|27.4
209850|||64.33
209853|||75.0
209854|27.27||99.85
209856|76.27||100.0
209858||21.5|62.5
209859|87.14|25.0|65.87
209860|||33.0
209863|100.0||
209864|77.78||60.71
209867|100.0||
209870|||100.0
209871|88.49|49.59|0.0
209872|100.0||
209876|100.0||
209882|100.0||
209883|||100.0
209885|100.0||
209886|96.94|33.33|
209887||26.32|0.0
209888|100.0||
209889|||100.0
209890|100.0||
209892|||25.0
209894|100.0||
209895|||100.0
209896|||97.46
209897|11.12||7.67
209898|87.32|27.98|43.57
209899|100.0||
209900|100.0|33.33|
209901|100.0||
209902|100.0||75.0
209904|100.0||
209905|22.32|28.0|85.23
209907|72.41||61.11
209909|100.0||
209910|100.0|18.4|
209912|40.35|22.32|62.5
209913|100.0||
209914|||93.9
209916|||81.5
209917|100.0||
209919|100.0||
209921|100.0||
209922|100.0||
209923||20.43|48.39
209924|||100.0
209926|100.0||
209927||20.0|0.0
209930|45.0|20.48|63.83
209931|||100.0
209934|100.0||
209936|100.0|33.33|0.0
209938|50.0|43.68|0.0
209940|||100.0
209941||17.58|50.0
209948|100.0||
209951||38.89|61.67
209954|100.0||
209956|95.83||100.0
209960|66.67||
209962|100.0||
209966|50.0|20.0|11.9
209968|||94.0
209970|100.0||50.0
209973|100.0||
209974|68.67|26.66|79.67
209975||20.0|0.0
209977|100.0||
209979||20.95|
209981||38.89|99.6
209984|19.3|8.98|91.38
209985||30.55|100.0
209987||39.74|
209991|44.76|20.0|86.79
209992|66.67|31.72|35.14
209995|25.0||100.0
209996|100.0||
209997|||58.33
209998||24.44|10.48
210000|75.45||72.39
210002|100.0|33.33|0.0
210003|||75.0
210004|100.0||
210007|26.11|52.82|0.36
210008|34.24|15.04|91.66
210012|100.0||
210013|||87.6
210014|94.44||50.0
210015|||26.67
210017||50.0|
210018|100.0|33.33|0.0
210020|50.0||96.67
210021|34.61|14.88|95.66
210022|100.0||100.0
210024|100.0||
210025|26.19||94.37
210026||33.55|0.0
210028|20.84||100.0
210030|100.0||66.5
210033|||56.77
210034|100.0||
210036|||85.76
210039|100.0||
210040||50.0|
210041|100.0||
210043|14.29|27.65|76.77
210048||25.0|
210049|100.0||
210050|100.0||
210051|70.83||58.42
210052|50.0||100.0
210053|100.0||50.0
210054|100.0||67.0
210055|50.0|26.84|49.53
210056|72.06||68.55
210058|100.0||
210061||36.66|100.0
210062|94.93||81.33
210063|50.0||100.0
210064|100.0||
210066||34.26|
210068|||100.0
210070||33.33|
210073|100.0||
210075|100.0||
210077|100.0||
210079|26.0|1.0|100.0
210082|100.0||
210083|26.92||98.57
210084|100.0||
210089|82.35||66.67
210092|57.14||49.59
210093|95.71||50.0
210095|50.15||97.32
210097|48.41|12.26|93.04
210099|||99.58
210100||33.33|
210102||20.0|
210104|96.1||43.84
210108|89.33||86.76
210109|62.99|30.31|23.64
210110|100.0|23.48|64.75
210114||20.0|
210116|70.67|20.86|53.57
210118|||72.22
210121|100.0||
210122|100.0|20.0|
210123|25.32|23.57|16.18
210125|41.82|22.46|15.79
210126|100.0||
210129|100.0||53.16
210133|100.0||50.0
210135|73.75||100.0
210136|100.0||
210137|93.75|27.14|65.31
210138|100.0||
210139||33.33|
210140|100.0||
210142|100.0||100.0
210143|100.0||
210144|94.12||50.0
210150|41.99||57.25
210151|80.43|36.9|7.14
210152|||50.0
210153|100.0||
210156|25.0|25.0|25.53
210158||35.76|88.67
210159||34.3|0.0
210161|53.73|50.0|71.37
210162|||96.76
210163||42.86|0.0
210164|||100.0
210166|47.79|20.0|92.5
210169|100.0||
210171|66.67||100.0
210172||17.13|
210176||30.65|2.38
210178||30.93|100.0
210179|52.72|44.38|75.0
210182|80.0|41.18|0.0
210183|100.0||
210188|56.25||100.0
210193|||35.0
210194|50.0||100.0
210197||20.0|0.0
210200|33.33||
210203|100.0||
210206||28.21|100.0
210208|100.0||
210210|100.0||
210211|66.67||100.0
210216|100.0||
210218||33.33|23.28
210219|||100.0
210220|84.52||60.75
210221|100.0||50.0
210222|72.95||99.45
210226|||83.29
210232|100.0|21.33|12.5
210238|100.0||
210240|50.0|25.0|100.0
210243|100.0||
210244|58.65||50.0
210245|34.97||94.63
210246|90.74||32.67
210247|95.14|20.0|69.0
210250|50.0||94.23
210252||50.0|0.0
210253|25.0|33.33|98.68
210255|100.0|50.0|75.0
210256|100.0||50.0
210258||23.97|7.38
210262|100.0||
210264||20.0|
210265|100.0||
210267||50.0|
210269|25.93||97.62
210270|23.83|39.89|50.88
210271|100.0||
210272|100.0||
210274|100.0|50.0|
210275|26.49|26.78|67.33
210276|100.0||50.0
210278||14.53|0.0
210280|100.0|20.0|0.0
210281|63.69||73.71
210282|100.0||
210283|100.0||50.0
210284||50.0|50.0
210286|100.0||
210289|||100.0
210292|97.5||100.0
210293|50.0||93.12
210297|33.33|33.33|
210300||22.54|0.0
210302|100.0||
210304|100.0||
210305|100.0||
210306||20.31|77.78
210310|100.0||
210312|76.19||58.02
210313|50.0||95.53
210314|27.58||100.0
210315||25.0|17.0
210317|100.0||
210318|100.0||100.0
210320|44.44||
210321||20.0|46.43
210324|33.33|33.33|
210326|||55.0
210329|3.7||4.48
210333|66.67||91.03
210334|28.87|11.42|
210336||33.33|0.0
210341|100.0||
210343|100.0||
210350|50.0||
210352|14.54||98.95
210353||25.11|78.71
210356|88.89||100.0
210357|100.0||
210358|60.92|34.48|0.0
210359|100.0||
210364|100.0||
210366|||50.0
210368|100.0||
210371|||50.0
210382|100.0||
210392|||100.0
210393|53.85||50.0
210395|50.0|25.0|0.0
210397|||50.0
210398|100.0||
210402|31.72|15.24|88.8
210403|||100.0
210412|100.0||50.0
210413|100.0||
210421|19.59||
210422|40.83||65.16
210423|37.89|6.69|95.0
210429|100.0||
210433||25.0|0.0
210437|100.0||
210441|||100.0
210442|100.0||
210443|100.0||
210448|100.0||
210452|100.0||
210457|30.43||100.0
210459|100.0||
210462|48.52|33.78|75.22
210463|100.0||
210472|||83.0
210477|||100.0
210483|100.0||
210484|100.0||
210485|100.0||
210488|84.21||100.0
210491|100.0||
210492|100.0||
210493|100.0||
210500|100.0|20.0|66.67
210504|100.0||
210506|100.0||54.0
210509|100.0||
210513|50.0||
210515|100.0||
210519|||100.0
210532|||50.0
210536|28.57||
210537|80.3||100.0
210538|5.26||87.4
210542|3.07|6.47|99.53
210543||41.4|
210544|25.0||100.0
210545|100.0||
210546|30.87||100.0
210555|100.0||
210558|50.23||100.0
210560|16.92|27.94|31.89
210568|100.0||
210569|100.0||
210570|100.0||100.0
210574|||70.33
210583|36.66||90.0
210584|100.0||
210589|100.0||29.0
210592|100.0||
210600|100.0||
210602|||82.0
210604|50.0||50.0
210611|100.0||
210612|||75.0
210613|100.0||
210616||13.03|97.53
210619|64.29|26.53|4.25
210623|100.0||
210624|100.0||
210625||29.07|43.33
210626|62.96||97.62
210627|||61.33
210630|||100.0
210632|25.0||95.0
210636|15.91||100.0
210644|6.83|2.12|96.94
210645|100.0||
210646|40.0||51.25
210647|100.0||
210654|||100.0
210657||20.0|98.39
210664||50.0|
210665|100.0||
210667|88.1||97.22
210668|||100.0
210672|100.0||
210679|100.0||
210687|100.0||
210693|100.0||
210698||50.0|91.67
210702|9.54||83.33
210703|||100.0
210711|100.0||
210714|||100.0
210715|17.74||100.0
210716|100.0||
210720|100.0||
210721|100.0||
210722|100.0||
210723|||100.0
210725|100.0||
210726|||100.0
210728|100.0||72.92
210732|||62.38
210733|100.0||
210734|100.0||
210740|||100.0
210742||33.97|
210743|100.0||
210747|100.0||
210754|100.0||
210755|100.0||
210756|72.25|2.24|100.0
210761|||50.0
210767|63.04||
210768|||100.0
210770|100.0||
210771|||100.0
210773|||97.0
210778|65.59|33.33|
210779|100.0||
210790|100.0||
210791|17.79|17.79|13.48
210797|100.0||
210803|100.0||
210806|100.0||
210808|100.0||
210817|100.0||
210819|100.0||
210820|||100.0
210821|100.0||52.78
210826|100.0||
210828|100.0||
210831|100.0||
210832|100.0||100.0
210834|21.43||93.11
210837|38.89||100.0
210838|||100.0
210844|100.0||
210847|20.0|20.0|0.0
210849|100.0||
210853|100.0||
210860|||100.0
210861|100.0||
210866|100.0||
210869|93.94|33.33|0.0
210873|||100.0
210874|100.0||95.9
210876||7.61|
210886|100.0||
210889|100.0||
210890|100.0||
210892|34.94|15.67|61.3
210893|||87.5
210894|100.0||
210897|46.66||100.0
210905|100.0||
210906|0.9||99.92
210907|||100.0
210909|100.0||
210911|100.0|14.29|87.67
210912|||100.0
210914|100.0||
210917|100.0||33.0
210928|88.89||50.89
210931|55.56||100.0
210937|||86.35
210942|100.0||
210943|100.0||
210944|100.0||50.0
210945|100.0||
210947||33.33|
210949|||100.0
210950|||100.0
210952|100.0||
210958|79.17|33.33|
210959|41.66|33.33|
210963|100.0||
210972|||57.0
210973|92.86||41.5
210974|66.47||90.43
210982|100.0||
210983|100.0||
210988|100.0||
210989|100.0||
210991|||100.0
210992|100.0||50.0
210993|||91.64
210995|64.4|33.33|10.17
211001||19.0|
211015|100.0||
211017||33.33|
211019|100.0||
211025|91.45||66.8
211028||24.09|
211029|41.66|25.0|100.0
211041|93.75||78.82
211043|||60.0
211046|100.0||
211049|100.0||
211054|100.0||
211056|47.78||100.0
211057|||100.0
211058|||100.0
211059|||100.0
211071|100.0||
211073||33.33|
211074|100.0||
211075|100.0||
211076|100.0||
211077|50.0|50.0|
211078|100.0||
211079|100.0||
211082|23.33||
211083|100.0||
211084|||50.0
211089|100.0||
211090|||78.26
211094|||100.0
211095||17.02|
211096|62.5|17.5|62.67
211099|100.0||
211101|44.98|21.1|47.22
211102|100.0||
211112|49.25||97.94
211113|||100.0
211114|||88.0
211122|64.29||50.0
211124|32.92|26.66|52.0
211133|33.29|23.57|32.94
211135|100.0||
211136|100.0||
211138|||100.0
211140||13.33|3.52
211141|66.67||50.0
211144|100.0||50.0
211146|77.78||67.0
211147|100.0||
211148|100.0||
211156|||67.86
211157|100.0||62.75
211164|100.0||
211167|86.67||41.38
211171|100.0||
211172|100.0||
211178|100.0|11.11|100.0
211181|||78.57
211183|||83.5
211186|30.28||78.48
211190|100.0||66.5
211191|100.0||
211192|14.46||100.0
211193|||100.0
211197|100.0||
211201|100.0||
211210|100.0||
211211|100.0||
211217|||50.0
211222|100.0||
211227|100.0||
