asn|aspp_average|moreSpecific_average|selective_average
52994|92.38|40.74|30.56
52995|41.28|27.93|84.47
52996|100.0||
52997|100.0||
52998|77.78|35.33|19.21
52999|41.44|43.64|29.26
53000|53.85|50.0|7.65
53001|37.65|37.62|38.07
53002|28.57|41.42|0.0
53003|6.78|22.85|37.43
53004|35.0|21.32|52.22
53005|78.12|29.81|59.14
53006||29.31|84.25
53007|39.93|17.91|32.44
53008|15.12|48.56|46.22
53009|42.11|20.92|74.71
53010|||71.16
53011|65.0|33.33|9.09
53012|100.0||
53013|46.54|15.26|88.89
53014|28.27|32.32|9.93
53015|15.08|27.81|26.13
53016||7.34|15.65
53017|40.62|34.74|92.52
53018|18.4|40.62|45.28
53019|53.22|8.72|39.89
53020|61.0|20.0|100.0
53021|50.0||85.95
53022|85.06|16.2|43.21
53023||33.33|0.0
53024|47.77|36.68|16.05
53025|65.22|33.21|55.59
53027|95.71|40.09|44.78
53029|26.98|37.38|76.36
53033||24.44|
53036||20.59|21.3
53037|58.49|23.16|97.89
53038|35.78|29.24|62.03
53039|61.54|22.23|12.28
53040|25.0|35.19|92.89
53041|40.31|19.87|97.15
53043|75.0|32.74|25.35
53044|100.0||
53045|57.23|27.79|20.91
53046||33.9|26.82
53047|44.78|29.19|32.19
53048|72.87|20.39|50.88
53049|22.94|32.14|1.92
53050||35.21|51.99
53051|66.66|19.41|37.6
53052|32.08|34.68|100.0
53053|51.45|47.95|29.35
53054|66.61|40.71|26.92
53055|16.26|29.2|100.0
53056|42.76|21.56|57.0
53057||18.08|93.14
53058|22.91|47.23|32.12
53059|22.2|28.4|87.7
53060|54.03||53.4
53061|33.33|27.58|91.26
53062|51.97|27.49|86.26
53063||33.33|0.0
53064|24.45||100.0
53065|81.23|29.19|28.49
53066|26.81|40.25|89.29
53067|19.61|43.94|8.29
53068||40.7|30.36
53070|36.12|32.67|17.74
53071|19.38|22.17|91.93
53072|33.99|33.82|33.83
53073|34.17|18.18|19.23
53075|11.42|41.66|36.21
53076|100.0|30.52|16.33
53077||8.16|8.8
53078|35.23|45.18|48.22
53079|34.17|38.04|5.79
53080|37.35|31.96|49.79
53081|11.4|20.09|100.0
53082|43.32|16.85|30.19
53083||34.29|25.46
53084|54.17|31.45|0.0
53085|3.27|34.41|91.1
53086|17.34|42.26|37.29
53087|39.19|15.14|58.69
53088|55.12|32.63|65.26
53089|22.03|34.28|58.89
53090|11.21|40.13|2.15
53093|33.33|27.34|21.19
53094|49.56|38.16|47.25
53095|68.44|19.75|51.12
53096|47.61|29.99|13.84
53097|91.95|38.86|9.58
53098||49.67|0.0
53099|25.0|48.75|96.07
53100|56.45|31.42|3.77
53101|16.47|16.26|54.22
53102|48.04|42.85|28.26
53103|46.33|11.25|77.23
53104|44.14|25.41|30.23
53106|80.32|30.14|29.78
53107|42.24|30.17|76.66
53108|26.05|28.27|100.0
53109||27.61|0.0
53110|23.48|37.79|6.4
53111|28.58|40.02|24.09
53112|24.71|23.07|64.47
53113|31.22|19.9|51.66
53114|24.6|22.5|11.52
53115|33.46|31.81|47.96
53116|48.34|21.91|12.92
53117|100.0|50.0|
53118|51.68|21.53|58.62
53119|38.51|37.92|8.61
53120|28.33|34.91|94.0
53121|17.69|31.82|25.36
53122||26.14|9.33
53123|42.78|38.28|52.96
53124|89.72|15.53|40.29
53125|38.68|34.28|47.67
53126|13.33|39.95|90.44
53127|45.83|40.41|10.31
53130|24.78|23.74|5.76
53131||34.66|10.39
53132|32.73|39.24|81.3
53133|22.96|32.7|72.31
53134|41.18|33.48|29.58
53135|11.96|37.46|39.32
53136|89.37|35.39|94.0
53137|33.03|41.01|70.11
53138|22.4|32.27|13.92
53139|64.18|17.22|36.44
53140|66.67|35.78|28.58
53141||17.27|80.3
53142|25.4|26.03|50.77
53143|6.43|44.48|43.12
53144|28.79|39.7|96.62
53145|22.26|44.78|37.86
53146|41.05|26.39|8.13
53147|43.29|44.35|48.24
53148||18.3|88.0
53149|48.69|11.9|9.28
53150|100.0|26.1|0.0
53151|14.96|28.28|1.91
53152|21.3|39.64|29.25
53153|26.5|30.54|55.94
53154|33.45|31.59|0.0
53155||30.35|66.99
53156|77.51|29.11|27.19
53157|100.0||100.0
53158|24.68|32.64|80.34
53159|38.27|32.13|30.11
53160|72.9|34.24|24.45
53161|84.03|9.9|99.95
53162|83.56|41.18|53.52
53163|79.59|31.42|60.88
53164||25.07|6.45
53165|45.86|31.78|45.52
53166||40.25|22.45
53167|64.19|37.38|38.67
53168||33.33|39.4
53169|38.62|31.36|73.87
53170|39.91|36.42|77.69
53171|83.34|33.72|81.14
53172|27.63|36.67|35.84
53173|24.39|18.34|57.68
53174|13.09|34.98|33.84
53175|32.88|42.75|42.42
53176|15.24|28.87|27.38
53178|39.29|31.85|26.32
53179||33.33|49.26
53180|59.37|30.42|31.23
53181|51.9|31.11|52.35
53182|33.38|30.05|28.41
53183|100.0|19.59|100.0
53184|45.02|38.99|77.56
53185|72.78|48.47|45.87
53186||33.65|25.0
53187||25.99|14.12
53189|27.78|24.12|63.03
53190|89.7|41.98|28.0
53191|87.82|31.06|41.08
53192|48.1|33.2|48.89
53193|100.0||
53194|39.02|28.16|72.17
53195|18.1|39.07|16.43
53196|19.16|32.58|59.06
53197|28.03|44.05|28.42
53198|33.33|34.0|0.0
53199|48.77|31.05|46.9
53201|64.94|25.96|24.35
53202|50.03|24.22|26.57
53203|31.74|50.34|0.0
53205|24.34|20.14|91.89
53206|9.84|33.97|19.62
53207||46.43|
53208||14.58|49.27
53209|18.88|32.38|64.76
53210|100.0|28.78|
53211|29.25|41.92|36.37
53213|28.57|36.57|67.0
53214|46.54|33.67|3.12
53215|100.0||
53216|10.83|16.43|21.34
53217|39.71|41.44|13.26
53218|83.34|36.77|29.65
53219|83.11|20.75|4.35
53220||18.57|50.0
53221|27.42|16.06|67.01
53222|74.02|42.1|61.19
53223|25.19|20.85|62.17
53224|67.84|12.56|65.64
53225|80.45|24.09|82.35
53226|100.0|39.02|17.75
53227|38.69|35.93|29.62
53229|60.06|46.0|34.72
53230|28.53|37.27|32.21
53231|20.66|38.68|30.53
53232|30.68|30.44|26.58
53233|70.8|20.4|27.97
53234|38.24|11.11|60.39
53235|25.67|23.35|33.88
53236|26.69|37.21|30.86
53237|38.11|39.66|64.89
53238|17.11|35.75|68.53
53239||19.11|5.16
53240|38.77|25.26|67.55
53241|21.87|33.44|53.67
53242|23.88|33.94|82.68
53243|28.51|26.31|81.55
53244|58.34|33.92|85.16
53245|28.21|29.43|32.95
53246|11.08|40.89|41.11
53249||33.7|0.56
53250|75.21|10.78|91.72
53252|100.0||
53253|100.0||
53256|100.0||
53257|63.98|6.23|99.82
53258||32.66|20.0
53259|74.45|16.37|22.72
53260||40.11|0.0
53262|97.93||50.0
53263|100.0|25.0|0.0
53264|75.43|17.88|94.13
53266|53.03||47.57
53267|100.0||
53268|66.67||53.8
53269|53.04|10.0|10.0
53271|45.53|12.79|80.59
53272||9.45|100.0
53273|||100.0
53274|48.2|28.63|100.0
53275|100.0||
53276|50.0||100.0
53279|100.0||80.49
53280|38.94|21.18|70.72
53281|49.89|22.0|91.59
53282|24.77|17.38|79.89
53283|100.0||94.85
53285|25.53|11.73|100.0
53286|100.0||
53288|45.45||90.22
53289|86.03|25.0|69.29
53290|100.0||
53291|100.0||
53292|47.76|7.72|52.64
53293|28.12||100.0
53294|59.94|16.67|80.16
53295|91.67||100.0
53297|||44.0
53301|67.5|8.33|80.7
53302|33.88||99.45
53304|98.75||62.5
53305|||79.79
53306|83.33|34.5|60.25
53307|34.11|33.33|64.76
53309|33.33||99.83
53313|83.82|45.25|33.0
53315|||93.4
53316|52.06|3.06|99.92
53317|100.0||
53320|72.31||60.56
53321|75.0||51.04
53322|100.0||
53325|61.74||91.76
53327|100.0||
53328|62.5||100.0
53330|||100.0
53332||50.0|0.0
53333|92.59||50.0
53334|32.72|5.96|99.43
53335|100.0||
53336|100.0||
53337|100.0||
53338|31.75|19.37|58.08
53340|76.77|7.92|99.7
53341|100.0||
53342|100.0||
53344|100.0||100.0
53345|12.63||98.35
53346|100.0||
53347|16.31|7.55|68.66
53348|100.0||
53349|97.92||81.8
53350|95.83||100.0
53352|49.94|4.81|88.14
53353|75.0||95.45
53355|55.06||69.55
53356||3.71|99.45
53357|||100.0
53359|34.85|21.01|20.75
53360|40.7||79.26
53361||24.85|99.27
53362|100.0||
53363|100.0|33.33|
53365|90.0||26.7
53366||51.67|
53369|51.35|33.33|0.0
53370||13.92|
53371||50.0|
53372|100.0||
53373|||100.0
53375|100.0|28.36|
53377|100.0||
53379|100.0||
53380|48.88|15.0|63.0
53381|62.5||50.0
53382|50.0||95.19
53383|100.0||
53384|91.3|50.0|
53386|100.0||100.0
53387|25.64||47.8
53390|94.51||81.0
53392|50.0||82.41
53393|||50.0
53394|100.0||
53395|100.0||
53396|||100.0
53399|100.0||
53400|15.2|14.74|95.42
53401||12.12|26.61
53403|78.38|50.0|0.0
53404|||33.0
53405|75.0|38.56|62.16
53407|80.73|11.11|39.34
53409|||100.0
53410|||50.0
53412||33.33|26.75
53414||24.01|52.24
53416|97.37||50.0
53417|100.0||
53418|28.0|20.0|63.73
53419|||50.0
53420|||10.98
53421|||20.0
53423|35.82|13.22|85.15
53424|100.0||33.0
53425|46.73|30.95|44.25
53426|69.64|20.0|32.11
53427|||81.82
53428||24.87|96.53
53429|48.75|24.76|47.47
53432|100.0||
53433|||100.0
53434|100.0||100.0
53435|21.18|4.1|46.36
53436|69.95||85.85
53440|100.0||
53441|50.0||64.0
53442|97.62|50.0|
53443|100.0||
53444|||50.0
53445||32.77|50.0
53446|96.15|50.0|
53447|||100.0
53448|||91.11
53449|||30.0
53451|||76.25
53453|100.0||
53454|100.0|16.44|30.29
53456|100.0||
53457|||59.88
53460|||70.0
53461|100.0||
53462|||98.18
53464|100.0|6.25|6.0
53466|87.13||36.43
53467|100.0||
53468|76.27|16.0|99.41
53471|33.33|37.18|0.0
53472|100.0||
53473|||6.0
53475|100.0||
53476|80.0||50.0
53477|42.42|33.48|0.83
53478|100.0||
53479|38.89|48.3|59.78
53480|||80.0
53481|100.0||
53482|57.77||50.0
53483|||52.94
53484|40.79|20.24|6.58
53485|100.0||
53486||16.35|21.73
53487|100.0||
53488|3.91|15.81|33.62
53489|100.0||
53490|||87.18
53492|100.0||
53493|94.17||50.0
53494|||20.82
53495|54.05||100.0
53496|84.6|16.67|100.0
53497|43.99|22.96|29.25
53498|79.7|33.3|54.55
53499|44.13||84.69
53500|50.0||100.0
53501|100.0|26.4|80.57
53502|68.75||96.25
53505|100.0||
53506|86.36|33.33|97.6
53507|73.61|16.4|4.75
53508|15.15|6.46|100.0
53513|98.69|50.0|100.0
53515|96.97||100.0
53516|100.0||
53517|100.0||
53518|||100.0
53519|28.31||54.29
53521|50.0||77.01
53523|100.0||
53524|||86.07
53525|||82.06
53526|35.42||44.0
53527||20.0|100.0
53528||25.0|98.53
53529|87.5||83.33
53530|100.0||
53531|100.0||50.0
53533|74.81||99.59
53535|66.67|20.0|71.65
53536|||89.0
53539|100.0||
53540|100.0||
53542|55.44||90.84
53543|8.43|5.8|10.13
53544|100.0||
53549|100.0||
53550|39.38|17.46|83.15
53551|100.0||
53552|100.0||
53553|69.12||100.0
53554|||100.0
53555|100.0||
53559|||100.0
53560|60.14||66.12
53561||29.16|
53562|||100.0
53563|36.15|10.78|100.0
53564|100.0||
53565||26.67|50.0
53566||20.04|2.07
53567||41.58|0.0
53568|40.96|25.83|11.32
53571|33.69||100.0
53576|50.0||20.0
53577|76.59|9.09|64.62
53578|100.0||100.0
53579|||100.0
53580|69.79|8.68|99.79
53581|||24.58
53582|100.0||62.86
53583|||100.0
53585|33.8|47.46|39.57
53586|74.07|19.7|32.44
53587|34.83|11.15|100.0
53588|86.22||100.0
53589|21.62|10.3|88.79
53590|||86.91
53591|35.34|26.5|70.97
53592|96.88||100.0
53593|50.0||98.81
53594||27.86|50.45
53595|100.0||91.86
53596|99.29||90.91
53597|79.76|22.14|62.94
53598|96.0|18.75|66.94
53599|100.0||
53600|42.12||58.04
53601|100.0||100.0
53602|33.15|28.44|25.16
53604||50.0|
53605|||33.0
53607|97.73||50.0
53608|100.0|52.78|88.0
53609|100.0||100.0
53610|90.4|7.89|57.07
53612||30.92|0.0
53613|100.0||
53614|97.62||50.0
53616|67.86||94.11
53618|26.29|12.08|50.67
53620|63.37||95.45
53621|48.72||66.68
53623|100.0||100.0
53624|100.0||
53625|100.0||
53626|100.0||
53628||6.25|100.0
53629|93.67|14.29|19.04
53633|33.33|33.33|0.0
53634|100.0||50.0
53635||32.35|33.45
53636|||100.0
53637|||50.0
53638|100.0||
53639|||100.0
53640|||100.0
53641|20.0|34.87|28.82
53642|100.0||
53643|50.0||75.56
53644|100.0||
53646|56.56|10.55|10.81
53647|68.93||60.78
53648||34.81|100.0
53649|||50.0
53652|75.0||99.83
53655|100.0||
53656|100.0||
53659|84.62||100.0
53661|66.01||90.68
53662|90.0||40.0
53663|100.0||
53664|47.87||77.1
53665||34.44|80.77
53667|11.34|7.29|99.76
53669|100.0||
53670|||53.62
53674|75.0||96.35
53675|28.03||100.0
53677|99.47||75.0
53678|62.76||82.36
53682|100.0||
53684|89.01|41.04|57.42
53685|50.0||50.0
53686|100.0||
53687|64.34||100.0
53690|94.68||76.7
53692||19.87|
53693|100.0||
53694|75.45||59.26
53695|90.22|7.87|24.26
53696|100.0||88.64
53697|||82.41
53698||4.48|99.09
53699|25.0||100.0
53701|||50.0
53702|100.0||100.0
53703|5.0|22.58|36.48
53704|100.0||
53705|100.0||
53706|59.48||97.09
53707|35.0|16.83|4.31
53708||25.52|62.59
53710|100.0||
53711|100.0||
53712|34.71|9.56|100.0
53713|43.84||100.0
53716|100.0||
53717|51.75|50.23|0.79
53718|100.0||
53719|||63.84
53720|53.84||100.0
53721|||97.93
53722|92.14||97.62
53723|100.0||
53725|100.0||
53726|80.55||50.0
53727|60.0|46.38|23.9
53728|||100.0
53729|100.0||
53732|56.51|16.14|41.76
53735|||100.0
53736|52.88||65.31
53738|50.0||33.0
53739|100.0||
53740||25.0|100.0
53741||10.48|91.83
53743|||100.0
53744|||100.0
53745|95.0||50.0
53746|91.15||61.36
53747|100.0||
53748|99.12||100.0
53749|100.0||
53750|100.0||
53752|98.96||33.94
53753|||50.0
53754|98.61||50.0
53755|80.54|14.68|77.77
53757|||29.0
53759|68.28||34.62
53760||25.0|60.11
53761|79.69|39.84|0.0
53764|96.81|7.14|71.86
53766|3.58|1.59|100.0
53767|87.07|18.95|46.15
53768|76.93|6.64|69.7
53769|73.81||100.0
53770|84.04||100.0
53773|100.0||
53774|100.0||
53775|94.0||98.89
53776|100.0||
53777|100.0||
53778|100.0||100.0
53779|50.0||100.0
53780||8.33|100.0
53782|100.0|33.33|
53784|100.0||50.0
53785||50.0|
53786|100.0||
53787|100.0||
53789|100.0||
53791|57.78|31.59|45.64
53793|100.0||
53796|100.0||
53797||41.66|
53798|50.0||59.78
53799|100.0||
53800|100.0||
53803|83.33||75.0
53804|100.0||55.07
53805|100.0||
53808|100.0||
53809|99.26|34.52|36.75
53810|100.0||64.0
53811|||67.52
53812|100.0||29.0
53813|11.34|13.21|100.0
53814|100.0||
53817|||50.0
53818||17.04|79.0
53821|100.0||
53823|100.0||
53824|100.0||99.0
53825|100.0||
53826|100.0||100.0
53827|100.0||
53828|31.3|7.23|51.52
53830|21.13|8.37|99.9
53831|26.53|10.37|100.0
53832|20.85|32.76|14.39
53834|33.8|24.2|17.84
53836|36.32|28.67|87.5
53838|49.12|33.33|87.73
53840|53.19||58.68
53842|100.0||
53843|100.0||
53845|38.11|7.97|100.0
53847|25.84|17.5|100.0
53848|100.0||23.39
53850|70.64|12.61|73.91
53851|100.0||
53853|100.0||
53854|100.0||
53855|||50.0
53856||9.29|51.9
53857|100.0||63.0
53859|100.0|20.96|82.5
53861|93.37|13.43|90.57
53865|||68.6
53866|100.0||
53869|||16.33
53871|73.81|20.0|33.0
53872|100.0||50.0
53873|83.01||43.51
53874|100.0||
53877|50.97|21.7|2.98
53878|46.58||79.6
53880|76.6||50.0
53881|100.0||
53882|100.0||
53884|13.04|7.51|0.23
53885|52.63||52.68
53886|76.14||86.71
53888|100.0||
53889|35.72|6.35|96.85
53890|83.99||84.89
53893|100.0||38.08
53895|100.0||
53896|||43.0
53897|||100.0
53898|100.0||
53899|84.0||100.0
53900|100.0||
53901|||86.11
53902||16.91|13.68
53903|75.0|23.0|15.8
53904|100.0||50.0
53906|100.0||
53907|24.36|14.45|22.66
53908|100.0||50.0
53909|93.59||100.0
53911|||100.0
53912|100.0||
53913||22.37|81.51
53914|96.73||99.56
53915|100.0||
53916|||100.0
53918|100.0||98.75
53922|||60.3
53924|14.29|12.5|36.0
53925|||67.0
53926|25.0||100.0
53927|29.51|13.93|77.38
53928||33.33|33.0
53930|61.19||77.32
53931|100.0||
53934|75.29||97.12
53937|100.0||
53938|100.0||
53940|50.0||50.0
53941|65.77||82.02
53943|27.25||93.52
53945|100.0||
53946|100.0||
53948|63.19||65.29
53951|77.71||53.81
53953|96.67||100.0
53956|49.48|18.82|2.35
53957|100.0||
53958|55.56||50.0
53959|48.67|12.64|40.7
53960|100.0||
53962|||100.0
53964||36.66|12.5
53965|65.0||87.23
53967|||50.0
53968|100.0||
53970|100.0||
53971|100.0|14.29|71.0
53973|||96.28
53974|||37.33
53975||15.47|84.78
53978|70.0||75.0
53979||24.2|27.41
53980||25.0|20.0
53981|100.0||100.0
53982|34.59||100.0
53983|55.72|14.09|30.1
53984|98.95|12.1|0.0
53985|49.41||95.24
53987|42.73|6.25|73.12
53988||32.98|68.64
53989|23.52|9.36|98.05
53990|100.0||86.7
53991|56.89||89.25
53993|89.58||100.0
53997||33.33|77.09
53998|72.62||85.29
53999|100.0|15.0|
54002|99.54||50.0
54003|88.57|50.0|100.0
54004||10.0|100.0
54005|||62.5
54006|22.6|11.22|100.0
54007|100.0||50.0
54008|100.0||
54010|100.0||
54013|48.59||99.03
54014||23.55|76.58
54016|100.0||
54017|85.48||87.12
54018|100.0||
54020|60.93|16.47|21.95
54021|||100.0
54022|100.0||
54023|||100.0
54024|||50.0
54025|||100.0
54026|100.0||
54030|100.0||
54032|100.0|27.27|0.0
54034|100.0||
54035|82.22||85.37
54036|31.19||99.38
54037||35.08|13.16
54038|33.34|11.11|68.48
54039|100.0||83.5
54040|20.0||56.14
54044|8.24||99.11
54045|29.45|21.06|45.78
54046|||36.57
54048|69.45|21.77|48.57
54049|100.0|36.66|
54050|100.0||
54051|100.0||
54053|92.33||50.8
54054|61.25|20.0|71.97
54055|100.0||
54056|||44.56
54058|48.6|14.47|84.21
54060||50.0|
54061|92.66||100.0
54062|100.0|33.33|9.53
54063|81.01||23.75
54066|100.0||
54067|33.33|33.33|61.57
54068|100.0||
54069|100.0||
54070|89.94|33.33|0.0
54072|20.69||81.25
54073|100.0||72.48
54075|45.72|7.81|13.92
54077|76.8||100.0
54081|100.0||
54082|100.0||
54084|100.0||27.0
54085|99.59||100.0
54086|59.37||76.43
54087|100.0||
54090|||27.0
54091|100.0||
54092|92.83||93.47
54095|100.0||
54096||14.23|
54098|94.01|5.07|51.12
54099|||88.18
54100|||98.46
54101|100.0||
54102||50.0|
54103|49.27|0.68|100.0
54104|1.47|1.84|82.93
54105||50.0|22.94
54107|49.79||100.0
54110|66.67|16.15|89.28
54111|||10.92
54112|100.0||
54113|4.02|5.82|99.88
54114|100.0||
54115|31.6|20.17|20.0
54116|||100.0
54118|||6.0
54119|26.42|1.67|100.0
54120|56.67||51.37
54124|100.0||
54125|100.0||100.0
54127|100.0||
54128|46.18||100.0
54130|50.0||98.53
54131|||50.0
54132|44.44||99.51
54133||9.77|88.28
54135|36.9||100.0
54136|100.0||100.0
54137|100.0||
54138|31.94||
54139|90.21||61.38
54142|54.0|8.1|98.81
54143|100.0||50.0
54144||50.0|75.0
54145||50.0|100.0
54147|100.0||
54149|50.0||67.0
54151|100.0||
54152|88.89||91.13
54154|100.0|5.05|82.86
54155|56.52|7.85|89.9
54156|50.0||72.73
54157|50.0||
54159||25.55|33.0
54160|44.44||89.0
54162|100.0||
54163|||20.0
54164|100.0||61.54
54167|91.04||
54168|100.0||
54169|100.0||93.09
54170|42.0|14.45|77.61
54173|||100.0
54174|25.12||100.0
54175|100.0||75.0
54177|75.0|30.82|1.65
54178|46.55||66.48
54179|54.72|3.39|
54181|100.0||
54182|5.0|10.56|84.83
54183|19.88|28.55|87.12
54185|73.65||100.0
54187|67.82|33.33|78.95
54189|100.0||
54191|52.43|30.55|94.25
54196|||100.0
54197||16.12|30.5
54198|35.07|18.36|90.32
54199|||100.0
54201|33.28||100.0
54202|100.0||
54203|100.0||46.12
54204|50.0||97.47
54205|||50.0
54209||48.54|
54210|60.09||97.36
54212|100.0||
54213|100.0||
54214|100.0||100.0
54215|35.37||88.65
54216||50.0|
54218|100.0||
54219|25.0||100.0
54220|94.64||50.0
54222|100.0||
54223|100.0||
54224|33.33|33.33|27.39
54225|81.0||55.48
54226|100.0||
54227|100.0||95.65
54228|||100.0
54229|33.33||96.14
54230|50.0||100.0
54231|100.0||
54232|100.0||
54233|60.71||80.57
54234|||11.0
54236|50.0||92.02
54237|100.0||
54238|15.65|24.6|43.79
54239|86.61|20.18|51.57
54240||10.53|38.2
54241|17.62|16.67|
54242|||100.0
54244|50.0||51.76
54245|100.0||
54246|70.14|13.25|91.81
54247|50.0||86.29
54249|14.48|15.77|95.96
54250|100.0||
54252|||100.0
54253||10.92|96.92
54255|||50.0
54256|100.0||
54257|17.98|24.81|31.5
54259|70.0||94.17
54262|64.89||50.0
54264|50.94||50.0
54266|50.0||56.05
54267|100.0||
54268|100.0||50.0
54269|97.41||50.0
54270|50.0||
54271|40.0|27.62|100.0
54272|50.56|50.0|48.28
54274|100.0||
54276|83.55|30.75|24.07
54277|||75.0
54278|100.0||
54279|100.0||
54280|100.0||100.0
54283|100.0||
54286|100.0||
54287|||56.3
54288|||99.0
54289|100.0||
54290|2.44|14.13|88.43
54291|50.0||65.62
54292|100.0||
54293|48.33||100.0
54294|85.56||95.97
54296|||100.0
54297|100.0||
54298|||50.0
54300|54.81|9.24|73.28
54301|37.0|4.76|100.0
54302||38.09|0.41
54303|60.58||69.44
54304|86.56|37.5|12.5
54305|54.51||90.12
54306|100.0||
54307|100.0||
54309|100.0||100.0
54310|100.0||50.0
54311|100.0||
54312|12.39|14.29|100.0
54313|||25.0
54314||33.33|9.09
54316|88.89|33.33|70.59
54318|74.92||95.32
54319|100.0||
54321|90.43||93.97
54322|||69.18
54323|46.46|12.85|79.9
54324|91.84|33.33|23.0
54325|63.22|50.0|68.73
54326|||100.0
54327|75.27|16.59|26.52
54328||12.5|46.08
54329|58.73|6.3|66.08
54330|16.67||49.09
54331|100.0||
54332|100.0||
54334|86.87|15.0|34.75
54335|86.67||68.3
54337|94.44||100.0
54338|100.0||
54339||2.67|100.0
54340|100.0|40.47|
54341|50.0||78.69
54343|100.0||
54345|100.0||
54346|100.0||
54347|50.0||80.0
54348|100.0||
54349|100.0||
54351|36.16|33.18|31.42
54354|46.67||88.83
54355|66.89|15.56|42.73
54357|65.41||100.0
54358|100.0||
54359|93.83||57.5
54362|100.0|50.0|
54363|14.39|11.3|100.0
54364|||50.0
54365|100.0||
54366|80.62|39.13|57.5
54368|52.29|20.0|94.5
54370|100.0||100.0
54371|100.0||
54372|81.69|32.84|46.99
54374|||17.88
54375|100.0||67.0
54376|||91.12
54377|100.0||
54378|100.0||
54380|93.06|12.5|60.95
54381|||87.63
54383|100.0||
54384|67.52||100.0
54389|83.33||87.5
54391|50.0||100.0
54393|35.45|17.0|53.96
54395|||50.0
54396|73.84||100.0
54397|80.47||50.0
54401|100.0||
54403|100.0||
54405|100.0||
54406|100.0||
54407|28.87||90.17
54408|79.55||100.0
54409|100.0||
54410|100.0||
54411|||46.43
54412|100.0|29.46|11.65
54413|||100.0
54414|100.0||
54415|24.82||94.14
54417|95.05|5.88|17.6
54418|100.0||
54420|78.29||88.22
54421|100.0||
54424|100.0||
54426|100.0||
54427|95.65||3.0
54428|100.0||
54430||20.38|43.27
54431|75.27|12.36|44.18
54432|100.0||
54433|100.0||
54434|96.71|17.28|38.0
54436|100.0||
54437|82.86||100.0
54439|100.0||
54440|66.67||100.0
54442|50.0||50.0
54444|||100.0
54445|76.06||39.6
54446|79.71|33.33|0.0
54447|100.0||
54448||2.63|99.52
54449|100.0||
54450|92.19||100.0
54451|90.54||77.78
54452|100.0||
54453|100.0||
54454|42.51|8.25|82.0
54455|62.82|19.01|31.85
54456|||87.7
54458||20.0|91.29
54459|100.0||100.0
54461|100.0||
54463|100.0||
54464|100.0||
54465|41.56||100.0
54466|||65.71
54467|100.0||
54468|50.63||67.35
54469|100.0||
54470|||100.0
54471|100.0||
54472|100.0||
54473||22.7|18.4
54474|100.0||
54475||31.21|76.48
54476|80.77||
54477|100.0||
54478|42.95|15.97|100.0
54480|100.0||
54481|||51.21
54483|9.18|6.11|92.02
54487|73.96||49.0
54488||23.92|27.63
54489|98.68|16.25|22.96
54492|100.0||
54493|100.0||
54500|22.04|10.0|83.07
54501|39.2|23.1|38.42
54502||20.0|98.32
54503|86.09|18.64|82.92
54504|||100.0
54506|100.0||
54508|100.0||
54509|98.96||29.78
54511|73.57||100.0
54512|100.0|28.57|
54514|100.0||
54516|98.91||50.0
54517||33.33|
54518|88.28||85.71
54519|68.22|18.57|3.91
54520|97.25||67.0
54521|100.0|50.0|0.0
54523|40.74|24.78|37.33
54524|25.0||69.86
54526|100.0||
54527|52.96|12.86|77.13
54529|87.11||65.42
54530|100.0||
54531|59.72||100.0
54532|57.82||69.0
54533||50.0|
54535|11.88|11.15|98.95
54536|91.58|24.32|2.06
54537|100.0||
54538|60.6||100.0
54539|33.33|33.33|0.0
54540|50.03|1.78|93.21
54541|100.0||
54542|100.0||
54543||13.88|52.62
54544|100.0||
54545|100.0||
54548|48.2||73.56
54549|50.0||50.0
54550|100.0||
54552|100.0||
54553|100.0||50.0
54554|100.0||63.79
54555|99.29|33.33|86.57
54558|100.0||
54559|50.81||61.79
54560|37.12||100.0
54563||25.55|12.14
54565|94.44||100.0
54566|95.83||50.0
54567|100.0||
54568|100.0||50.0
54571|||99.7
54572|75.0||100.0
54573|83.19||92.79
54574|30.03|8.35|92.49
54575|100.0||
54576|83.33||50.0
54578|97.27|17.68|42.89
54579|89.0|20.46|45.38
54581|||100.0
54583|100.0||100.0
54584|100.0||100.0
54585||50.0|
54588|58.18|3.87|76.2
54589|100.0||
54590|100.0||
54591|11.11|30.51|65.09
54592|100.0||
54593||50.0|95.83
54594|||56.8
54596||13.25|19.22
54598|100.0||
54600|41.64|7.05|78.08
54601|100.0||
54602|61.76||51.28
54603|40.91||98.14
54605||50.0|
54606|100.0||
54607|68.84|6.62|78.16
54611||23.72|55.35
54613||31.23|20.0
54614|92.59|18.39|95.26
54616||50.0|
54617|46.64||57.11
54618|47.73|35.71|71.85
54619|||100.0
54620|65.02||47.31
54623|27.31|9.9|19.0
54624|86.36|6.8|99.38
54625|100.0||
54626|100.0||
54627|100.0||
54628||12.8|0.0
54629||36.06|0.0
54631|100.0||
54632|100.0||
54635|60.96|32.61|81.37
54636|86.55||81.82
54637|100.0||
54638||25.32|66.38
54639|||50.0
54640|23.0|13.65|0.0
54641||9.2|11.31
54643|25.81|5.54|90.24
54645|||100.0
54646|80.97|14.58|89.75
54647|100.0||
54648|||60.14
54650|68.22||30.83
54652|100.0|25.0|60.0
54653||11.11|
54654|100.0||
54655|71.79||98.25
54658|100.0||
54660|100.0||
54661|24.48||80.77
54662|100.0||
54663|100.0||
54664|53.85|33.33|86.36
